t x y z s fx fy fz
0 0.0401983 0.0487045 0.524444 1 -4.77027e-05 -0.000642187 0.00152079
0.495185 0.0388685 0.0308023 0.56684 0.59541 -0.0152343 -0.0333773 0.0851023
0.606568 0.00567389 0.0171302 0.66692 0.529864 -0.0464581 -0.0473543 0.178278
1.36129 0.00730256 0.020142 0.652477 0.240412 -0.013411 -0.0376913 0.0685021
1.76514 0.0296446 0.0339521 0.587338 0.15751 0.015835 -0.021954 -0.0247924
1.86436 0.0366196 0.0384535 0.557272 0.141968 -0.0223797 -0.00366739 0.230199
1.93576 0.0152237 0.0497986 0.701578 0.13174 -0.0221279 -0.00129969 0.236458
2.26171 0.0252905 0.0410731 0.649059 0.0936472 0.00837597 -0.0226058 0.0394171
2.49319 0.0256404 0.0319727 0.578315 0.0734899 0.0071971 -0.0319609 -0.0360259
2.99311 0.0122221 0.0310653 0.544468 0.0435401 -0.00659405 -0.0300964 -0.0529102
3.49746 0.0261341 0.043966 0.568947 0.0256767 0.00996603 -0.0154964 -0.0131458
3.82985 0.0139864 0.052034 0.688098 0.0181295 -0.00473729 -0.00783356 0.111232
4.2031 0.0209846 0.0575752 0.604152 0.0122646 0.00411928 -0.00262389 -0.00319365
