t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.144498 0.039819 0.785547 1 -0.00844136 -0.00440441 0.00389664 0 0 0 -0.251951 -0.131459 0.116304
0.29855 0.122041 0.0281017 0.795914 0.921205 -0.00765794 -0.00129314 0.00304918 -0.0752199 -0.0392471 0.0347225 0.321786 0.356879 -0.237094
0.502228 0.12007 0.034913 0.79315 0.871043 -0.00694538 -0.00383209 0.0035063 -0.00967914 0.0334413 -0.0135684 0.0227444 -0.153825 0.0350624
0.703605 0.119043 0.0354093 0.79184 0.824133 -0.00203598 0.00105708 9.20123e-05 -0.00509893 0.00246453 -0.00650763 -0.00324721 0.0248459 -0.00252461
0.835468 0.118314 0.0361663 0.790938 0.794794 0.00159429 0.0020548 -0.000960903 -0.00552712 0.00574078 -0.00684053 0.00857791 0.00130606 0.0214141
1.03491 0.117553 0.0373632 0.790425 0.752391 0.00533115 -0.00283383 -0.000202242 -0.00381634 0.00600126 -0.00256969 -0.0343353 -0.212789 0.0877757
1.13442 0.116833 0.0358533 0.791038 0.732088 0.015573 0.00999326 -0.00483775 -0.00723304 -0.0151733 0.00616485 0.219318 0.256448 -0.0731415
1.20269 0.117362 0.0360128 0.791118 0.718476 0.0109373 0.0033726 -0.00322909 0.00774093 0.00233573 0.00117109 -0.0302055 -0.00285911 -0.00139862
1.64896 0.114801 0.0364857 0.791363 0.635525 0.0201054 0.00281647 -0.00403616 -0.00573879 0.00105981 0.000546938 0.0182195 -0.0923065 0.0467962
1.80289 0.114349 0.0344616 0.792556 0.609193 0.0263562 0.0114577 -0.0123069 -0.00293418 -0.0131493 0.00775047 0.103595 0.244232 -0.230172
1.87062 0.114625 0.0346913 0.792025 0.597956 0.0251397 0.00542005 -0.00435723 0.00408201 0.00339174 -0.00783834 -0.0054355 0.00459251 0.0751174
1.97658 0.114997 0.0351023 0.792038 0.58079 0.0253878 0.00336706 -0.00603595 0.00350608 0.00387835 0.000120881 -0.0774551 -0.0831072 0.0195035
2.07405 0.114603 0.0346907 0.792235 0.565434 0.0297243 0.00632049 -0.00792573 -0.00404339 -0.00422202 0.00202187 0.0213924 0.0274491 -0.0334371
2.27122 0.114637 0.0349254 0.791333 0.535602 0.0336724 0.00656784 -0.00841225 0.000174541 0.0011901 -0.00457089 0.0055145 -0.00896727 0.0245578
2.70291 0.11574 0.033768 0.793937 0.475667 0.0395755 -0.00187973 -0.00548308 0.00255513 -0.00268104 0.00603059 -0.101538 -0.261122 0.0622683
2.83478 0.114311 0.0288735 0.795815 0.458732 0.0438938 -0.00351358 -0.00340647 -0.0108347 -0.0371154 0.014242 0.0368109 -0.0845618 0.0621763
3.00837 0.11354 0.0198829 0.800161 0.437356 0.0455005 -0.00974692 -0.00287015 -0.0044449 -0.0517941 0.0250348 0.00372581 0.0209107 -0.0602597
3.30587 0.112547 0.00632488 0.802275 0.403011 0.0489383 -0.0632926 0.00342937 -0.00333648 -0.0455732 0.00710764 -0.00679497 -1.21494 0.144764
3.37123 0.1123 -0.00184433 0.803358 0.395834 0.0505354 -0.0272498 -0.00121059 -0.00378061 -0.124984 0.0165697 0.0202212 0.31128 -0.0445709
3.63888 0.112737 -0.0129973 0.8046 0.367755 0.0565022 -0.0361607 -0.00195181 0.00163161 -0.0416698 0.00464026 0.0565365 0.134748 -0.0455461
3.78273 0.114141 -0.0162032 0.804325 0.353496 0.0575975 -0.0435318 -0.000865805 0.00976451 -0.022286 -0.00191164 -0.0324501 -0.0520002 0.0259583
4.20261 0.11252 -0.0347282 0.808099 0.31496 0.061082 -0.0592104 0.0019907 -0.00386064 -0.0441198 0.00898772 -0.00054885 0.0623765 0.00567428
4.43875 0.111578 -0.0416683 0.810538 0.295164 0.0640045 -0.0710483 0.00278844 -0.00399025 -0.0293904 0.0103276 0.0345717 -0.137957 -0.0282904
4.60711 0.111886 -0.0505266 0.811474 0.281815 0.0642576 -0.0751391 0.00402738 0.00183012 -0.0526164 0.00556477 -0.0369478 0.0563434 0.00597787
4.81597 0.110657 -0.0590584 0.812897 0.266089 0.0682194 -0.0809512 0.00381552 -0.00588698 -0.0408482 0.00681334 0.074593 0.0943211 -0.031385
4.97079 0.111533 -0.0631217 0.8132 0.255002 0.0668181 -0.0870977 0.00467067 0.00566159 -0.0262453 0.00195427 -0.0693545 -0.0151471 0.00849261
5.14082 0.110491 -0.0680219 0.813778 0.243358 0.0705095 -0.0894406 0.00541336 -0.00613033 -0.0288207 0.00339822 0.0560142 0.0593328 0.0204958
5.27245 0.110655 -0.0707876 0.81458 0.234709 0.0605618 -0.138738 0.014428 0.00124308 -0.0210104 0.00609619 -0.300669 -1.35683 0.266526
5.3401 0.109363 -0.078419 0.816213 0.230384 0.0700001 -0.0953957 0.00633645 -0.0190978 -0.112803 0.0241272 0.0563013 0.406394 -0.0677766
5.542 0.107802 -0.084628 0.818321 0.217946 0.0708377 -0.107263 0.00836827 -0.00773082 -0.0307535 0.0104434 0.0469098 0.00915785 -0.0218529
5.77486 0.108545 -0.0912927 0.819568 0.204431 0.0723252 -0.113347 0.00835414 0.0031927 -0.0286209 0.00535471 -0.0150544 0.010669 -0.0332142
6.04087 0.108329 -0.0981513 0.818642 0.190015 0.0716777 -0.1127 0.00801853 -0.000811996 -0.0257828 -0.00348072 -0.0759196 0.216322 0.0215308
6.10665 0.107947 -0.0989112 0.818506 0.18661 0.0742759 -0.11835 0.00721727 -0.00580606 -0.011553 -0.0020644 0.0124981 0.0298327 0.00108576
6.57471 0.107968 -0.097783 0.817778 0.164079 0.0791831 -0.117198 0.00720295 4.37842e-05 0.00241052 -0.0015562 0.0510265 -0.0236238 0.0422017
6.70681 0.108864 -0.0978768 0.818309 0.158228 0.0553023 -0.107925 0.00406853 0.00678438 -0.000710186 0.00401864 -0.730309 0.259893 -0.0765838
6.77674 0.105768 -0.0966557 0.818215 0.155215 0.0725543 -0.1141 0.0068473 -0.0442818 0.0174626 -0.00133642 0.00109507 -0.0116284 0.0262689
7.31562 0.0822228 -0.0906222 0.825123 0.133844 0.030549 -0.113889 0.0216133 -0.0436917 0.0111963 0.0128195 -0.638466 -0.184684 0.24308
7.40747 0.0728242 -0.0911518 0.828351 0.130506 0.0515709 -0.10833 0.0155691 -0.102332 -0.00576603 0.0351452 0.412464 0.0398296 -0.0901329
7.57487 0.0672522 -0.0910009 0.831709 0.124637 0.0442452 -0.109985 0.0185214 -0.0332859 0.000901364 0.0200571 0.151905 -0.0362852 -0.0564338
7.67463 0.0654434 -0.0912721 0.833148 0.121265 0.0365176 -0.107281 0.0193204 -0.0181315 -0.00271853 0.0144271 -0.078934 0.0596451 -0.0573504
7.85816 0.0594568 -0.089762 0.833864 0.115299 0.0365288 -0.102402 0.0177837 -0.0326185 0.00822833 0.00390146 0.11447 0.126521 -0.0908844
7.94281 0.0575159 -0.0881588 0.833543 0.112647 0.0309827 -0.104988 0.0210993 -0.0229286 0.0189383 -0.00379191 -0.0297999 -0.0291103 0.0406858
8.41437 0.040077 -0.0857015 0.840803 0.0989507 0.0209006 -0.106564 0.0278234 -0.0369812 0.00521098 0.015394 0.171548 -0.123082 -0.0136435
8.54301 0.0381585 -0.087068 0.842557 0.0955126 0.00822126 -0.10341 0.0273537 -0.0149134 -0.0106221 0.0136389 -0.22254 0.051535 -0.0721146
