t x y z s fx fy fz
0 -0.0254615 0.0992436 0.537079 1 0.0153267 -0.00690469 0.0817699
0.203596 0.00135001 0.087165 0.680121 0.923914 0.0308461 -0.0126006 0.174855
1.138 -0.0208789 0.063686 0.628911 0.642535 -0.0148463 -0.0188452 0.0310184
2.5071 -0.0093157 0.0733448 0.52437 0.377382 -0.0157577 0.00549765 -0.110822
3.07473 -0.0256364 0.0598369 0.555157 0.302664 -0.0351943 -0.00414736 -0.086455
3.87678 0.016223 0.0811437 0.570425 0.221599 0.00301619 0.0221645 -0.0890307
4.4072 -0.00889834 0.069293 0.543235 0.180314 -0.0279062 0.011854 -0.122483
4.97453 -0.0260097 0.07841 0.558971 0.14463 -0.164879 -0.145946 -0.550416
5.00807 -0.0326649 0.0708519 0.538927 0.142757 -0.00245868 0.0258677 0.0159025
5.11584 -0.0220326 0.0614084 0.572891 0.1369 -0.035399 0.00416125 -0.0854812
5.77573 -0.0402034 0.102827 0.498169 0.105928 0.161837 -0.0293079 0.332489
5.84953 0.00918155 0.0880298 0.609429 0.102932 0.0177881 0.0274712 -0.00958243
6.34386 0.0110987 0.0965403 0.55648 0.0849386 -0.0075552 0.0477138 -0.127406
6.98634 0.0354398 0.13841 0.573808 0.0661681 -0.0362798 0.0116886 -0.325423
7.08017 0.0189612 0.114285 0.494787 0.0637983 -0.0123988 0.0482178 -0.229876
7.71186 0.00331872 0.0861684 0.521827 0.0499086 -0.0394051 -0.0201433 -0.14992
7.84605 -0.0140667 0.0406774 0.5345 0.0473721 -0.0458346 -0.0348486 -0.14365
9.44753 -0.0102937 0.0384911 0.522307 0.0254203 -0.0278697 -0.024032 0.0241779
9.51443 -0.009108 0.0358815 0.55789 0.0247677 0.047059 0.0400703 0.0634955
9.61367 0.0250041 0.0555826 0.671614 0.0238305 0.016608 0.0161462 0.0297687
10.2162 -0.0104602 0.0495056 0.510253 0.0188548 -0.00898894 0.00424843 -0.0924264
10.3785 0.0136661 0.0527358 0.589966 0.017702 -0.00321918 0.0146354 -0.0886021
10.7834 0.0284212 0.121638 0.561887 0.015124 -0.0281566 0.0107927 -0.163241
10.9467 -0.00622029 0.0622344 0.518148 0.0141942 -0.0223382 0.0317292 -0.139228
11.0141 -0.0154173 0.0473912 0.510987 0.0138269 -0.0325387 0.00473648 -0.166141
11.1485 -0.0193503 0.037255 0.513994 0.0131232 -0.0420089 -0.0153027 -0.165657
11.714 0.0154055 0.0300481 0.644794 0.0105339 -0.00192047 0.00630161 -0.00322867
