t x y z s fx fy fz
0 0.0594006 0.11277 0.907151 1 -0.204532 -0.161235 0.0180766
0.06157 0.00679798 0.0713028 0.9118 0.962258 -0.0933381 -0.0762487 -0.0231667
0.426289 0.0122834 0.0366624 0.517 0.766155 -0.0429352 -0.0651326 -0.34375
0.66136 0.0138102 0.0390676 0.515392 0.661492 -0.0405459 -0.0546846 -0.2822
0.993293 0.0128387 0.0384875 0.516722 0.537585 -0.0406454 -0.0485258 -0.23827
1.06567 0.0124524 0.0385235 0.517709 0.513814 -0.040524 -0.0486908 -0.220538
1.263 0.0111077 0.0353114 0.547197 0.454208 -0.0435894 -0.0463485 -0.146546
1.52946 -0.00303253 0.0431152 0.698701 0.384543 -0.0515148 -0.0384088 -0.0212217
1.7613 0.00941893 0.0307462 0.600582 0.332683 -0.0296859 -0.025098 -0.144101
1.8297 0.0149556 0.0350211 0.56658 0.318762 -0.0311227 -0.0303094 -0.143577
1.96114 0.0212081 0.0483307 0.525519 0.29363 -0.0256225 -0.0192827 -0.163619
2.47777 0.0118796 0.0501968 0.673184 0.212618 -0.0334557 -0.0201979 -0.0155565
2.69755 0.0220829 0.0467541 0.531859 0.185335 -0.0265525 -0.0196187 -0.117914
2.99909 0.00439662 0.0602365 0.652017 0.153507 -0.042034 -0.00633889 0.028965
3.2651 0.0176366 0.0509894 0.633984 0.129998 -0.0235201 -0.0174622 -0.0230748
3.46528 0.0309839 0.0427651 0.550395 0.114714 -0.029001 -0.0267892 0.024147
3.52971 0.0298399 0.0395986 0.560494 0.110187 -0.016849 -0.0223061 -0.0212413
3.66509 0.0292598 0.0407504 0.610393 0.101249 -0.0191593 -0.0201978 0.0210666
3.96546 0.0181964 0.0530082 0.682118 0.0839227 -0.0306181 -0.00641078 0.0847179
4.49788 0.011443 0.0607237 0.64679 0.0601722 -0.0324866 0.0018575 0.0449458
4.7783 0.0241635 0.069432 0.663949 0.0505007 -0.0179339 0.00491856 0.0295977
4.9978 0.032656 0.0540514 0.5455 0.0440281 -0.0103902 -0.0105534 -0.0863567
5.62015 0.033261 0.057914 0.572049 0.0298429 -0.0149107 -0.00275409 -0.0218543
5.76917 0.0291119 0.0560367 0.570974 0.0271894 -0.0370501 0.00305974 0.0678631
5.8707 0.0134858 0.0599099 0.632807 0.025518 -0.0423216 0.00260263 0.0787898
6.50149 0.00561023 0.0409413 0.555259 0.0172056 -0.0856508 -0.0629461 0.210984
6.53392 0.00200102 0.0369322 0.569493 0.0168605 -0.046156 -0.0110791 0.0343957
6.61123 -0.00375769 0.0361721 0.6092 0.0160652 -0.0529344 -0.0225692 0.0561664
