t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.0257204 -0.0877043 0.682074 1 0.000862138 0.00860452 0.00606881 0 0 0 0.0220852 0.22042 0.155464
0.0984292 0.0259344 -0.0855688 0.68358 0.977044 0.00369344 -0.00104498 -0.00316416 0.00217383 0.0216958 0.0153021 0.213518 -0.0206086 -0.162461
0.362266 0.0413709 -0.0812792 0.676309 0.918078 -0.00386832 -0.00907564 -0.00566299 0.0585078 0.0162585 -0.027561 -0.172397 -0.0397223 0.0380769
0.598168 0.0455791 -0.0796543 0.671926 0.868375 -0.0076868 -0.0129438 -0.0141482 0.0178389 0.00688789 -0.0185786 -0.0047358 0.0804483 -0.1044
0.664489 0.0467414 -0.0788436 0.670235 0.854893 -0.0118282 -0.0177219 -0.011247 0.0175249 0.0122233 -0.0255025 -0.0639007 -0.0100012 0.0245522
1.19828 0.0378884 -0.0751686 0.663617 0.753729 -0.041083 -0.0337789 -0.014643 -0.016585 0.00688474 -0.0123967 0.0617284 -0.0159454 0.0428411
1.43058 0.0373668 -0.0744297 0.663049 0.71353 -0.0514796 -0.0407923 -0.015101 -0.00224547 0.00318062 -0.00244468 0.00244841 -0.0124113 0.00926397
1.59837 0.037059 -0.0742455 0.6629 0.685835 -0.0557544 -0.0450666 -0.0169978 -0.00183466 0.00109818 -0.000890306 0.055962 0.0115489 -0.0484246
1.70202 0.03747 -0.0740076 0.662288 0.669266 -0.0614608 -0.0466953 -0.0160408 0.00396569 0.0022952 -0.00590942 -0.0206674 0.0407985 -0.00231956
1.93103 0.0372943 -0.0713422 0.660813 0.634063 -0.0705438 -0.0537864 -0.0159683 -0.000767467 0.0116387 -0.00644063 -0.0396125 -0.0609698 0.0266389
2.17317 0.034786 -0.0720987 0.660815 0.598855 -0.0783168 -0.0780305 -0.0118315 -0.0103591 -0.00312426 9.56821e-06 0.0459133 -0.459227 0.105867
2.23421 0.0343247 -0.0740005 0.66121 0.590292 -0.0754631 -0.0793753 -0.0163205 -0.00755641 -0.0311564 0.00647191 0.172667 -0.339483 -0.0369463
2.49804 0.0443497 -0.10585 0.660346 0.554668 -0.0740728 -0.106653 -0.0166402 0.0379981 -0.120722 -0.00327559 0.0478547 0.154444 -0.0127081
2.866 0.064811 -0.12936 0.65742 0.508544 -0.0727375 -0.127872 -0.0142479 0.0556068 -0.0638923 -0.0079517 -0.22251 0.305106 0.118647
3.03529 0.0678478 -0.131433 0.659474 0.488633 -0.0621251 -0.153311 -0.0154281 0.0179397 -0.0122431 0.0121331 0.170064 -0.315908 -0.0169505
3.19813 0.0752791 -0.141804 0.661 0.470215 -0.0612075 -0.153869 -0.0152058 0.0456337 -0.0636873 0.00937283 0.0435469 0.142072 -0.0502574
3.40264 0.0864332 -0.148887 0.660815 0.448065 -0.0612045 -0.164573 -0.0146664 0.0545396 -0.0346315 -0.0009055 -0.137687 0.0894304 -0.0156351
3.56801 0.091687 -0.152168 0.660238 0.430919 -0.0527266 -0.176017 -0.0148448 0.0317705 -0.0198425 -0.00349107 0.0936953 -0.0709752 -0.00528891
3.90377 0.112917 -0.166831 0.658469 0.3981 -0.0439969 -0.193861 -0.012945 0.0632292 -0.0436728 -0.00526684 -0.113637 0.0602336 0.0816519
4.13387 0.121449 -0.173691 0.66158 0.377063 0.0507475 -0.252401 -0.0103597 0.0370818 -0.0298133 0.013521 2.2733 -1.19406 0.018023
4.17126 0.126015 -0.176476 0.662111 0.373751 -0.0297907 -0.206028 -0.0113103 0.122099 -0.0744688 0.014195 -0.0829329 0.183477 -0.0225926
4.40242 0.149808 -0.183887 0.664185 0.353913 -0.00831288 -0.218093 -0.00793378 0.102928 -0.0320564 0.00897251 0.0134899 0.0626079 0.0160317
4.80215 0.193106 -0.186697 0.670333 0.32206 0.00751568 -0.222839 -0.00477818 0.10832 -0.00703023 0.0153808 -0.523057 0.109119 -0.0860796
