t x y z s fx fy fz
0 0.21577 -0.02312 0.849263 1 0.000955654 0.000551736 -0.00169337
0.144023 0.218497 -0.0215456 0.84443 0.833196 0.0902879 -0.0188557 0.0368956
0.430252 0.213024 -0.023003 0.835583 0.579752 0.21319 -0.0532826 0.0951346
0.867354 0.175093 -0.0261196 0.797292 0.333208 0.29928 -0.0869254 0.118347
0.998039 0.165169 -0.0254945 0.784951 0.282359 0.315686 -0.0918407 0.119184
1.37269 0.126915 -0.014846 0.745608 0.175648 0.328536 -0.0939483 0.107356
1.53368 0.101156 -0.0137522 0.727573 0.143236 0.325516 -0.0979771 0.101143
1.59973 0.095648 -0.0133538 0.722247 0.131736 0.32018 -0.0983073 0.0989008
1.70426 0.0805637 -0.0116658 0.714798 0.115394 0.312626 -0.0978195 0.0955594
1.90966 0.0522898 -0.00454243 0.697525 0.0889522 0.299645 -0.093396 0.0859953
2.24131 0.0243108 0.00132419 0.689636 0.0584331 0.251457 -0.0824273 0.0660222
2.334 -0.0304195 0.0148904 0.658681 0.0519584 0.215498 -0.0717004 0.0459554
2.46633 -0.0580278 0.0259683 0.644771 0.0439375 0.204248 -0.0649317 0.0420437
2.63467 -0.0970333 0.0356285 0.626886 0.0354979 0.16943 -0.0576207 0.0271627
3.10378 -0.179637 0.0604619 0.601198 0.0195911 0.0982961 -0.0347717 0.00989683
3.47016 -0.261202 0.0862724 0.587704 0.0123155 0.0153943 -0.00733196 -0.000437887
