t x y z s fx fy fz
0 0.183668 0.206308 0.861679 1 -0.000344527 -0.00788761 -0.00155306
0.298864 0.181875 0.165239 0.853593 0.851751 0.0657271 0.0181867 0.0062796
0.466666 0.181979 0.16226 0.852827 0.778369 0.0998456 0.0425635 0.0134604
0.968856 0.193259 0.146385 0.866169 0.594412 0.194073 0.103203 0.0427021
1.10116 0.194322 0.145959 0.86581 0.553654 0.213139 0.117895 0.0472084
1.40605 0.190802 0.144725 0.863383 0.470051 0.245189 0.150344 0.0528057
1.63564 0.182686 0.144597 0.861646 0.415539 0.238134 0.169411 0.0413876
1.69938 0.174899 0.14393 0.857608 0.401559 0.244932 0.173291 0.0437242
1.8985 0.133542 0.135314 0.8334 0.360843 0.222492 0.181875 0.0241572
2.53458 0.0177604 0.131788 0.77621 0.256449 0.162048 0.22187 -0.0146838
2.66807 -8.70076e-06 0.130421 0.770617 0.238712 0.150787 0.227529 -0.0200387
3.97161 -0.138106 0.0919347 0.753654 0.118555 0.0531524 0.229548 -0.0158491
4.03502 -0.148625 0.0886339 0.754519 0.114587 0.0702326 0.234875 -0.0214271
4.13469 -0.15651 0.0851585 0.754716 0.108616 0.0594447 0.233171 -0.0198945
4.50432 -0.173346 0.0786684 0.753765 0.0890652 0.0546382 0.236325 -0.0195596
4.67213 -0.178201 0.0774905 0.75263 0.0813913 0.0472146 0.236879 -0.0189893
4.83877 -0.192482 0.0743732 0.752963 0.0744255 0.0403705 0.237358 -0.0185424
5.17176 -0.198366 0.0723496 0.750728 0.0622412 0.0406462 0.240454 -0.0197486
5.50529 -0.21696 0.0688047 0.74958 0.0520363 0.0283436 0.241361 -0.0204857
5.71738 -0.220654 0.0679736 0.746988 0.0464357 0.0253538 0.241367 -0.0217833
6.00689 -0.236295 0.0596971 0.747469 0.0397508 0.0153589 0.236154 -0.0200402
6.17296 -0.239298 0.0567728 0.748049 0.03636 -0.00197008 0.217042 -0.0170378
6.27242 -0.24996 0.0449918 0.749617 0.0344692 -0.000827633 0.218745 -0.0184033
6.50702 -0.263731 0.0311741 0.74658 0.03039 -0.0112182 0.206517 -0.0215543
6.93916 -0.281098 -0.00531402 0.740506 0.0240971 -0.0154805 0.172793 -0.0164524
7.00674 -0.281332 -0.0106164 0.742383 0.0232384 -0.0202725 0.165647 -0.0226868
7.1746 -0.280122 -0.0257664 0.744877 0.0212357 -0.0166378 0.0631886 -0.0129068
7.23916 -0.279255 -0.0530384 0.747519 0.0205122 -0.0166073 0.112332 -0.016146
7.50727 -0.27595 -0.0926476 0.752803 0.0177622 -0.0120251 0.0817213 -0.0112676
8.30828 -0.264015 -0.177111 0.763568 0.0115537 -0.000673506 0.00643203 -0.00100479
8.50705 -0.269299 -0.189288 0.764667 0.0103842 -0.00442214 -0.00581128 -0.00361489
