t x y z s fx fy fz
0 0.0587912 0.131596 0.421933 1 0.00742704 -0.0333726 0.0826425
0.136018 0.0667388 0.0958845 0.510369 0.930102 0.00150776 -0.0771476 0.167944
0.235485 0.0612515 0.0568007 0.592074 0.8821 0.0129519 -0.0112864 0.0376108
0.300065 0.0581226 0.0533067 0.598852 0.852269 0.013983 -0.070464 0.164043
0.812771 0.0623151 0.0667729 0.584494 0.64857 0.045548 -0.0402376 0.121294
1.00369 0.0652938 0.0687433 0.586593 0.585849 0.0589594 -0.031204 0.117161
1.10472 0.068754 0.0714503 0.588506 0.555151 0.0577104 -0.0311674 0.116558
1.16748 0.0693694 0.0723589 0.590111 0.536897 0.0642828 -0.0273989 0.112616
1.43701 0.0690686 0.073481 0.588111 0.465085 0.071772 -0.0217875 0.10112
1.67647 0.0680248 0.0741837 0.586272 0.409384 0.0766955 -0.0181441 0.0934755
1.80306 0.0670882 0.0738215 0.586136 0.382686 0.0791592 -0.0162546 0.0896631
2.07219 0.0658141 0.0738037 0.58521 0.331571 0.0832761 -0.0133027 0.0828273
2.33582 0.0622171 0.0715959 0.585514 0.288126 0.0531976 -0.0300709 0.0766775
2.50382 0.00884209 0.041963 0.583528 0.263459 0.0194122 -0.0478119 0.0719403
3.1037 0.0814291 0.101985 0.577321 0.191393 0.0963553 0.0100646 0.0547776
3.34269 0.00936019 0.0474042 0.567012 0.168513 -0.00164235 -0.0246282 0.0343532
3.47823 -0.0541983 0.0419125 0.553938 0.156774 0.0031658 -0.0280704 0.0312408
3.63961 -0.0385419 0.0480543 0.552444 0.143859 0.00912885 -0.023749 0.0277971
4.14299 -0.00690293 0.0481522 0.564597 0.110021 -0.058519 -0.0359111 0.0263432
4.23982 -0.055769 0.0414162 0.560765 0.104489 -0.00466349 -0.0186327 0.00664318
4.34021 -0.0763948 0.0445905 0.544625 0.0990482 -0.0444275 -0.0187205 0.0195664
4.41247 -0.0897333 0.0483099 0.538951 0.0953075 -0.0410298 -0.0159105 0.00955692
4.87263 0.0633459 0.0941798 0.606173 0.0745874 0.0831856 0.00627533 0.065594
5.00798 0.0468191 0.0784453 0.60439 0.0693985 0.0304406 -0.0150503 0.0548835
5.17336 -0.0591704 0.036741 0.579429 0.0635457 -0.0153368 -0.0269488 0.035526
5.35299 -0.0777926 0.0425059 0.56021 0.0577468 0.115135 -0.046284 0.0836792
5.40787 -0.0569926 0.0401641 0.566247 0.0560831 0.131087 0.0757904 0.362948
5.53944 0.09688 0.142126 0.903537 0.0522866 0.190636 0.0992861 0.452068
5.90817 0.0437004 0.078578 0.710306 0.0429616 0.0862931 0.000133464 0.134687
6.70993 0.0642793 0.0920407 0.601064 0.0280276 0.0692445 -0.00744593 0.0578471
6.87595 -0.0125884 0.0392073 0.591 0.0256551 -0.168595 0.0365211 0.0327035
6.90781 -0.0372253 0.0344536 0.588266 0.0252234 0.0229254 -0.0193939 0.0432256
7.02431 -0.0680965 0.0370185 0.579743 0.0237055 -0.0279093 -0.0271981 0.0359533
7.64631 -0.012857 0.0423176 0.583029 0.0170194 -0.0182482 -0.0244467 0.0315957
7.7757 -0.0673712 0.0413223 0.572407 0.0158857 -0.0125418 -0.0246905 0.0306771
7.97573 -0.064738 0.0396886 0.569825 0.0142801 0.181363 -0.0129852 0.0723324
8.04377 -0.0130179 0.0426766 0.58079 0.0137717 0.0766398 -0.00174202 0.0424607
8.24399 0.0614223 0.0904115 0.584951 0.0123784 0.100522 0.0172201 0.0401335
8.37611 0.0605481 0.0921585 0.581753 0.0115371 0.0876813 0.0207918 0.030783
