t x y z s fx fy fz
0 0.293449 0.253349 0.869519 1 -0.00155776 -0.00177322 0.00312773
0.265229 0.280317 0.238401 0.895886 0.746213 0.126847 0.0563447 0.022445
0.37274 0.280267 0.23893 0.900951 0.662716 0.168149 0.0800381 0.0234601
0.467297 0.274346 0.238206 0.904815 0.597038 0.200774 0.0983055 0.0260936
0.780073 0.28094 0.241464 0.929815 0.42274 0.307825 0.150666 0.047881
1.26964 0.252217 0.212373 0.978938 0.246263 0.372078 0.167584 0.0906478
1.76764 0.2521 0.221162 0.976987 0.142129 0.429211 0.207521 0.0767384
2.00172 0.221262 0.200182 0.970893 0.109768 0.409553 0.18971 0.0657455
2.30177 0.185249 0.171277 0.935113 0.078822 0.380716 0.163165 0.0250311
2.40156 0.160518 0.154559 0.925455 0.0706019 0.360648 0.149587 0.0165249
2.56872 0.121942 0.130692 0.913644 0.0587065 0.327945 0.130374 0.00614641
2.93582 0.0147367 0.0834532 0.900778 0.0391487 0.231896 0.0902715 -0.00301325
3.06802 -0.0146371 0.0678651 0.900346 0.0338338 0.20783 0.0773628 -0.00256395
3.23995 -0.0509815 0.0507688 0.900593 0.0279855 0.174529 0.0625084 -0.00189709
3.47037 -0.103756 0.0268153 0.903654 0.0217011 0.131971 0.0438568 -0.00127273
3.56806 -0.117353 0.0209716 0.901691 0.0194829 0.111996 0.0356058 0.000476992
3.70869 -0.155813 0.00495018 0.908165 0.0166818 0.0719009 0.0194901 0.00785465
