t x y z s fx fy fz
0 -0.0340627 0.0755394 0.566827 1 -6.5386e-05 0.000146153 0.00341954
0.93626 -0.0365373 0.0810709 0.696247 0.689136 -0.000609516 -0.0125847 0.120191
1.46818 -0.0557708 0.0561858 0.609864 0.557751 -0.0164825 -0.0400929 0.0382312
1.80906 -0.0510694 0.0738819 0.663952 0.487045 -0.00978416 -0.0269477 0.086349
2.40457 -0.0411236 0.0595715 0.590951 0.384347 0.000463636 -0.0495156 -0.000748553
3.33646 -0.063858 0.0740298 0.586564 0.265328 -0.0216652 -0.0150911 0.0766102
3.44056 -0.0655103 0.0867219 0.622286 0.254568 -0.0208125 -0.0245066 0.0456467
3.74316 -0.056414 0.094412 0.646593 0.225707 -0.0122976 -0.0214246 0.0605562
4.44202 -0.0671316 0.0732605 0.592685 0.170942 -0.0246458 -0.0452492 0.0100178
4.87419 -0.0713554 0.0871326 0.670096 0.14395 -0.0333769 -0.137402 -0.136464
4.94213 -0.073019 0.0680214 0.635963 0.140113 -0.0303955 -0.0648805 0.0159547
5.42354 -0.0757904 0.0629292 0.546926 0.115701 -0.0304154 -0.0613762 -0.0539104
6.01068 -0.053901 0.0372349 0.538333 0.0916085 -0.00915718 -0.0715775 -0.0219119
6.3513 -0.0565249 0.114595 0.697326 0.0800037 -0.00507989 -0.0344505 0.0412627
6.59536 -0.0390316 0.0531825 0.539086 0.0726039 0.0101809 -0.0864149 -0.0953483
7.64449 -0.0533764 0.132586 0.607245 0.0478379 -0.00985961 0.0117242 0.0190966
9.17755 -0.0976638 0.0444871 0.596093 0.0260021 -0.0380882 -0.0823011 0.00183522
9.413 -0.0639175 0.0432118 0.594042 0.0236779 -0.0111503 -0.0697894 0.00174888
9.84634 -0.0447665 0.157398 0.606606 0.0199299 -0.0307239 -0.0678542 -0.113846
9.98066 -0.0662526 0.0979562 0.509679 0.0188933 -0.0295887 -0.0525823 -0.0400952
10.1127 -0.0831014 0.0517187 0.496 0.0179271 -0.0502359 -0.184352 0.273878
10.1447 -0.0872397 0.0370455 0.509581 0.0177 -0.0436609 -0.102865 -0.0558166
10.6542 -0.043083 0.120205 0.617899 0.014454 -0.0485708 -0.0844829 -0.0524902
10.8138 -0.0936761 0.0451922 0.546685 0.0135652 -0.0651972 -0.106808 -0.0716847
