t x y z s fx fy fz
0 0.113782 0.24118 0.826734 1 -0.0103667 -0.0169307 -0.0190089
0.470115 -0.0269855 0.0112818 0.568617 0.766415 -0.110108 -0.149201 -0.145026
0.561691 -0.0298895 0.0180783 0.565901 0.72771 -0.131216 -0.191895 -0.182533
0.798349 -0.0243208 0.0225894 0.557113 0.636498 -0.12173 -0.179702 -0.162687
1.13121 -0.0237977 0.0243125 0.554951 0.52722 -0.117715 -0.16767 -0.13106
1.23857 -0.0237917 0.0245066 0.554148 0.496143 -0.1171 -0.162208 -0.123559
1.29844 -0.0239638 0.0250159 0.553468 0.479618 -0.109499 -0.157677 -0.116532
1.73013 0.0496848 0.0690284 0.572082 0.375666 -0.0382554 -0.106653 -0.0729754
1.8669 0.0548964 0.0730291 0.567662 0.347688 -0.0403019 -0.102629 -0.0680647
2.29804 -0.0697859 0.0280883 0.539222 0.272416 -0.0649877 -0.115935 -0.0501226
2.4337 0.0195965 0.0486564 0.559222 0.252285 -0.0361809 -0.103603 -0.0384216
2.69806 0.0542973 0.0779054 0.564671 0.217232 -0.0906586 -0.116264 -0.0501737
2.84154 -0.0229441 0.0375932 0.537075 0.20029 -0.120639 -0.121963 -0.0535972
3.03438 -0.0571052 0.037001 0.531963 0.179585 -0.135908 -0.115637 -0.0477847
3.4736 0.0570797 0.0754973 0.566471 0.140064 -0.0777845 -0.113724 -0.0168214
3.56731 0.0379383 0.059187 0.562571 0.13283 -0.122722 -0.118747 -0.0229244
3.6686 -0.0238564 0.0343009 0.549221 0.12543 -0.126524 -0.12451 -0.0219219
4.13561 0.0767366 0.097087 0.564235 0.0963008 -0.107364 -0.140344 0.00815035
4.22508 0.0331912 0.0587514 0.565829 0.0915465 -0.0792492 -0.110402 0.00723777
4.60227 -0.0932909 0.0345988 0.526617 0.0739507 -0.108702 -0.111401 -0.00236228
4.73433 -0.0419168 0.0309105 0.545015 0.0686259 -0.0230549 -0.0603264 0.0165053
4.83595 0.034762 0.0632426 0.563679 0.0647907 -0.0350109 -0.0745412 0.014719
5.13375 -0.0835312 0.0355433 0.517778 0.0547427 -0.163398 -0.109877 -0.0278661
5.50354 0.0178458 0.0483691 0.562111 0.0444063 -0.0320971 -0.07379 0.0259771
5.66991 0.0617337 0.0820018 0.5718 0.0404164 -0.0476006 -0.0841024 0.0254498
5.83829 0.00225718 0.041218 0.560831 0.0367433 -0.0899033 -0.11043 0.0176941
6.17396 -0.0293541 0.0351187 0.547431 0.0303866 0.0031679 -0.0652577 0.0411638
6.27213 0.0287789 0.0578655 0.563603 0.0287446 -0.022297 -0.0700799 0.0324307
6.50433 0.0627527 0.0829908 0.5695 0.0252053 -0.0491363 -0.0811458 0.0276894
6.67254 -0.00362102 0.0417876 0.558123 0.0229167 -0.0961041 -0.1002 0.015472
6.87012 -0.0447586 0.0397475 0.539469 0.0204924 -0.0121805 -0.0809557 0.0327615
6.96989 0.0100854 0.0505661 0.551704 0.0193675 -0.0354018 -0.0777436 0.0243166
7.23821 0.0591149 0.0842096 0.562395 0.0166392 -0.0439934 -0.0737877 0.0300419
7.40283 0.0106542 0.0541368 0.563295 0.0151592 -0.0787331 -0.0942779 0.0313946
7.83836 -0.01081 0.050598 0.562013 0.0118478 -0.0696816 -0.0722736 0.0245751
