t x y z s fx fy fz
0 0.0193725 0.0489526 0.662233 1 -0.000148061 0.000995962 0.000858243
0.53074 0.016084 0.071074 0.681295 0.680147 -0.00777413 0.0167458 0.0267859
0.729062 0.0209077 0.0675479 0.62939 0.588913 -0.00458878 0.0113421 -0.0178499
1.16062 0.0205594 0.076771 0.636015 0.430464 -0.0374577 -0.0356468 -0.0769626
1.20463 0.0162315 0.0691663 0.622325 0.416921 -0.0207552 -0.00179083 -0.0181627
1.9686 0.0287659 0.0804185 0.690523 0.239384 -0.00397449 0.0194741 0.0906775
2.66855 0.00758549 0.0635905 0.691747 0.14399 -0.0297977 -0.00210664 0.0899166
3.29801 0.00229261 0.0357601 0.606492 0.0911585 -0.0339462 -0.029414 0.00500075
3.86845 0.0129392 0.0822891 0.682068 0.0602392 -0.0220863 0.0247562 0.100765
6.16895 0.0401982 0.144729 0.946771 0.0113316 0.00178691 0.0459194 0.205841
