t x y z s fx fy fz
0 0.183602 0.110891 0.894662 1 -0.00174905 0.0112721 -0.0140829
0.134809 0.18129 0.125789 0.876049 0.91366 0.0324456 0.0461855 -0.00936543
0.30488 0.177147 0.125354 0.881346 0.815289 0.0695916 0.0806375 0.00708656
0.468814 0.171861 0.127 0.887788 0.730505 0.10087 0.11236 0.0231005
0.601017 0.168106 0.128342 0.895213 0.668599 0.129989 0.134877 0.0358076
0.666971 0.168286 0.128782 0.89887 0.639706 0.140193 0.146173 0.0413774
1.01654 0.181598 0.13307 0.910963 0.506164 0.214217 0.206203 0.0600715
1.11968 0.187001 0.140693 0.910975 0.472376 0.232006 0.221429 0.0627986
1.58605 0.189006 0.149115 0.881053 0.345639 0.281112 0.26959 0.0408537
1.86911 0.166087 0.144038 0.864136 0.285944 0.278525 0.284365 0.028334
2.64006 0.0311658 0.139013 0.763815 0.170614 0.184179 0.319332 -0.0648616
3.3747 -0.173835 0.0703835 0.730667 0.104306 0.00586193 0.267485 -0.0834951
3.71734 -0.220583 0.0338507 0.735901 0.0829159 -0.0216997 0.232121 -0.0709652
3.90266 -0.238328 -0.000266314 0.744617 0.0732364 -0.0302682 0.199371 -0.0602054
4.03839 -0.245399 -0.0264262 0.751901 0.066872 -0.0289377 0.179121 -0.0571397
4.10482 -0.24687 -0.038089 0.753951 0.0639616 -0.0316804 0.172558 -0.0555858
4.30324 -0.248379 -0.0554895 0.75021 0.0560016 -0.0303805 0.15645 -0.0587
4.90571 -0.276275 -0.195266 0.762556 0.0374061 -0.0483669 0.0222274 -0.0444133
5.10673 -0.272226 -0.216662 0.759667 0.032694 -0.0417817 0.00874053 -0.0474283
5.30472 -0.270729 -0.227472 0.757321 0.0286333 -0.0438133 -0.0439018 -0.0479719
5.37019 -0.271796 -0.244855 0.756975 0.0274049 -0.0379584 -0.0162925 -0.0488289
5.53911 -0.267244 -0.250034 0.756432 0.0244731 -0.0304146 -0.018848 -0.0466021
5.64011 -0.26349 -0.253355 0.757951 0.0228722 -0.0267523 -0.0228162 -0.0450649
5.87981 -0.255826 -0.266741 0.76458 0.0194796 -0.0200027 -0.0326231 -0.0422914
6.24017 -0.265051 -0.257439 0.73137 0.0153022 -0.0306953 -0.0166291 -0.0708505
6.41101 -0.270059 -0.250852 0.737728 0.0136475 -0.0306785 -0.0117223 -0.0581169
6.6393 -0.260258 -0.251069 0.76542 0.0117124 -0.0162996 -0.0103339 -0.025584
