t x y z s fx fy fz
0 0.193891 0.218485 0.780903 1 0.000735901 -0.000222871 -0.000756478
0.707585 0.216339 0.211687 0.757827 0.672295 0.165398 0.132459 0.0176074
1.50013 0.216631 0.21223 0.75437 0.430938 0.267009 0.236413 0.0479105
1.98425 0.213983 0.207753 0.754222 0.328422 0.281672 0.109693 0.0142179
1.99885 0.213561 0.205471 0.753605 0.325744 0.307751 0.266316 0.0583393
2.20309 0.21032 0.187419 0.747296 0.29047 0.318126 0.255107 0.057548
2.46719 0.199102 0.126545 0.742469 0.250461 0.322617 0.209593 0.0577856
2.83586 0.17723 0.0594341 0.731333 0.203654 0.319698 0.162994 0.0544416
3.0029 0.166647 0.0262264 0.73 0.185433 0.316789 0.142118 0.0543034
3.31412 0.145818 -0.00965365 0.721611 0.155719 0.309293 0.127569 0.0486158
3.44084 0.138022 -0.0188033 0.717704 0.145031 0.304887 0.119465 0.046261
4.04758 0.0786173 -0.102784 0.698863 0.10318 0.262568 0.0518236 0.0328632
4.3038 0.0590496 -0.127833 0.690761 0.0893623 0.249152 0.0358159 0.0271751
4.5346 0.0403526 -0.143549 0.685457 0.0785069 0.232406 0.0226342 0.0234394
4.773 0.0119448 -0.168938 0.679926 0.0686768 0.203443 0.00130414 0.0192116
5.13882 -0.0641927 -0.202569 0.67158 0.0559318 0.133478 -0.0144254 0.00700466
5.20254 -0.0763015 -0.205505 0.668753 0.0539671 0.121976 -0.0241507 0.0119075
5.40325 -0.107552 -0.214552 0.669293 0.0482189 0.0981597 -0.0289535 0.0132651
5.64621 -0.128471 -0.219093 0.668877 0.0420733 0.0818014 -0.0308855 0.0126098
5.80388 -0.141444 -0.222937 0.667169 0.0385107 0.0702934 -0.032135 0.0110879
6.21214 -0.175124 -0.222832 0.658528 0.0306257 0.040375 -0.0266181 0.00232229
6.57033 -0.201661 -0.216237 0.645863 0.0250494 0.0194141 -0.0173706 -0.00904883
6.8773 -0.208248 -0.213569 0.64179 0.0210857 0.0163257 -0.0131817 -0.0116816
7.30844 -0.218605 -0.207804 0.637482 0.0165546 0.00849798 -0.00508809 -0.0165571
7.43838 -0.220991 -0.205908 0.634815 0.0153904 0.00644144 -0.00304328 -0.0175412
7.81304 -0.227545 -0.203034 0.636889 0.0124723 0.00494737 0.000119429 -0.0186638
7.87517 -0.227746 -0.202708 0.636111 0.0120449 0.00549192 -0.00403465 -0.0161254
7.975 -0.226215 -0.205273 0.634926 0.0113887 0.00194327 -0.00314617 -0.011934
