t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.202792 -0.0595181 0.72463 1 0.00131245 0.000597973 0.000445258 0 0 0 0.0398118 0.0181388 0.0135064
0.171026 0.203956 -0.0589876 0.725025 0.953342 -0.000754693 -0.00231765 -0.00183668 0.00680885 0.00310221 0.00230994 -0.000371271 -0.106395 -0.0062207
0.26559 0.204597 -0.0596456 0.725188 0.928484 -0.00558615 -3.29499e-05 -0.00355075 0.00677374 -0.00695889 0.00172169 -0.125605 0.00399787 -0.0254674
0.380422 0.203718 -0.060392 0.725049 0.899169 -0.00474647 -0.000167022 -0.00436283 -0.00764971 -0.0064998 -0.00120279 0.0135954 0.0140499 0.00458627
1.0467 0.204657 -0.0584856 0.726284 0.746446 0.00107202 0.016138 -0.0291424 0.00140855 0.00286132 0.00185293 0.386854 0.387509 -0.571074
1.07256 0.204952 -0.0581525 0.72595 0.741073 -0.0134503 0.00113859 -0.00964875 0.0114121 0.0128818 -0.0129144 -0.0809689 -0.106105 0.0782404
1.23274 0.204703 -0.0588115 0.725889 0.708639 -0.0120033 0.00474749 -0.0131441 -0.00155778 -0.00411453 -0.000381507 0.058737 0.0614221 -0.0128466
1.333 0.205137 -0.0586067 0.725722 0.689065 -0.0165604 0.00305048 -0.0121764 0.00433089 0.00204335 -0.00166945 -0.0766289 -0.0178342 0.0534973
1.50097 0.203702 -0.0587667 0.726951 0.657474 -0.0278457 0.0170579 -0.0130647 -0.00854115 -0.000952426 0.00731697 -0.288837 0.412206 0.0107571
1.73515 0.185863 -0.0363852 0.729254 0.615836 -0.0560591 0.0426892 -0.0269639 -0.0761797 0.0955758 0.00983602 -0.351904 0.238555 -0.427108
1.90314 0.163135 -0.0135976 0.718853 0.5876 -0.0621536 0.06182 -0.0343196 -0.135295 0.13565 -0.061913 0.359228 0.0118953 -0.0990852
2.07226 0.150528 0.00968476 0.705548 0.560481 -0.0778941 0.0692011 -0.0397376 -0.07454 0.137662 -0.078671 0.143688 -0.48264 0.225011
2.27004 0.141406 0.0180322 0.69879 0.530351 -0.0920872 0.0894646 -0.0515191 -0.0461215 0.0422059 -0.0341685 -0.0379607 0.130325 -0.00437098
2.50131 0.128709 0.0347633 0.690654 0.497167 -0.105881 0.105578 -0.0618403 -0.0549005 0.0723456 -0.0351794 0.00686495 0.0215696 -0.0197412
2.96889 0.10454 0.0733068 0.669889 0.436283 -0.131764 0.148755 -0.0839941 -0.0516905 0.0824312 -0.0444101 0.0457543 0.119653 0.0515894
3.06892 0.0998273 0.082749 0.665963 0.42426 -0.386969 0.884269 -0.244879 -0.047114 0.0943994 -0.0392499 -7.54538 22.1087 -4.70612
3.10181 0.0901132 0.109776 0.65958 0.420379 -0.136612 0.137615 -0.0861755 -0.295313 0.821649 -0.194054 1.02332 -3.33406 0.727231
3.33738 0.0773328 0.118317 0.654222 0.393603 -0.156539 0.177967 -0.101144 -0.0542537 0.0362575 -0.0227431 0.196286 -0.24489 0.00977396
3.47283 0.0735854 0.118736 0.651321 0.378986 -0.164275 0.186201 -0.103504 -0.0276669 0.00308706 -0.0214192 0.0270886 0.078561 0.0438115
3.71344 0.0684966 0.124027 0.648704 0.354346 -0.169962 0.188686 -0.107303 -0.0211489 0.02199 -0.0108775 0.0315425 -0.0639799 0.0151619
3.90088 0.0656407 0.125901 0.647198 0.336268 -0.176066 0.188667 -0.110432 -0.0152367 0.00999779 -0.0080356 -0.0534491 -0.0933403 -0.0155449
4.06899 0.0615689 0.124944 0.645407 0.32084 -0.205951 0.186932 -0.116155 -0.0242218 -0.00569326 -0.0106488 -0.786845 -0.0781797 -0.105331
4.13693 0.0562902 0.124196 0.644198 0.314806 -0.185062 0.18926 -0.113889 -0.0776864 -0.0110054 -0.0178059 0.161841 0.0280219 0.028283
4.54036 0.0512894 0.124317 0.641617 0.281251 -0.189073 0.189657 -0.117483 -0.012396 0.000299236 -0.00639588 0.0696043 -0.00260885 0.0152936
4.73791 0.0515571 0.124274 0.640951 0.266148 -0.191775 0.188211 -0.119161 0.00135482 -0.000216161 -0.00337453 -0.0330583 -0.0475056 -0.00167459
4.9067 0.0508439 0.122884 0.640333 0.253889 -0.193412 0.188318 -0.120211 -0.00422503 -0.00823453 -0.00365718 -0.02589 0.0165976 0.00377322
5.13692 0.048499 0.121868 0.639691 0.238073 -0.210356 0.173237 -0.109381 -0.0101854 -0.00441341 -0.0027885 -0.426717 -0.424342 0.372356
5.37313 0.0222846 0.0971493 0.659808 0.222869 -0.229365 0.152314 -0.129536 -0.11098 -0.104647 0.0851653 0.0902098 -0.0410316 -1.06579
5.57738 0.00338039 0.0740636 0.632741 0.210507 -0.355065 0.0134606 -0.0830494 -0.0925547 -0.113028 -0.132522 -3.17911 -3.53303 1.77396
5.67268 -0.0343116 0.0312063 0.636222 0.204976 -0.298488 0.0761354 -0.12445 -0.395517 -0.449719 0.0365326 0.511483 0.580279 -0.0381325
6.17549 -0.10387 -0.0482121 0.644951 0.178113 -0.341605 0.0245535 -0.123049 -0.138339 -0.15795 0.0173593 0.659711 0.626388 -0.169369
6.33773 -0.108949 -0.0573499 0.643309 0.170219 -0.354808 0.0128841 -0.122804 -0.0313033 -0.0563201 -0.0101202 0.135792 0.271901 -0.0261069
6.43764 -0.110721 -0.0602627 0.642037 0.165534 -0.359479 0.00602935 -0.123885 -0.0177373 -0.0291565 -0.0127284 0.0187059 0.0774649 -0.00645569
6.60483 -0.113163 -0.062972 0.639728 0.157979 -0.370264 -0.00569199 -0.121361 -0.0146096 -0.0162044 -0.0138078 -0.230477 -0.232919 0.154023
6.77341 -0.122176 -0.0723229 0.641778 0.150711 -0.370096 -0.00725524 -0.123994 -0.0534627 -0.0554692 0.012157 0.165319 0.108035 -0.0478891
7.07289 -0.12336 -0.0792453 0.641123 0.138614 -0.376085 -0.0169163 -0.124205 -0.00395296 -0.0231148 -0.00218487 -0.0949862 -0.065822 0.0220224
7.20584 -0.125564 -0.0834817 0.641222 0.13356 -0.375544 -0.0179854 -0.125112 -0.016581 -0.0318656 0.000742917 0.030811 0.0527402 -0.00907814
7.60473 -0.127276 -0.0878009 0.640074 0.119475 -0.377164 -0.0217142 -0.126381 -0.00429059 -0.0108277 -0.00287832 0.0232935 0.0100746 0.0175187
