t x y z s fx fy fz
0 0.18439 -0.0181877 0.865615 1 -0.00225147 -0.00219028 -0.0093737
0.0635528 0.183092 -0.0194496 0.860215 0.919899 0.032517 -0.0226338 0.0161459
0.102869 0.182759 -0.0222913 0.858461 0.873592 0.0506015 -0.0233604 0.0233088
0.231527 0.18191 -0.0236098 0.852275 0.737741 0.106555 -0.0398506 0.0545668
0.668962 0.176193 -0.0269856 0.840321 0.415267 0.234979 -0.0843546 0.132175
1.00642 0.166832 -0.0305321 0.825613 0.266557 0.286564 -0.106683 0.156915
1.2717 0.156798 -0.0289477 0.812125 0.188123 0.307201 -0.114138 0.163904
1.532 0.132365 -0.0278202 0.793468 0.133636 0.301725 -0.119243 0.158261
1.77852 0.106294 -0.0194617 0.770455 0.0966661 0.288202 -0.113205 0.142606
2.06799 0.0494479 -0.00240952 0.72609 0.0660877 0.241515 -0.0999037 0.102303
2.13822 0.037961 0.000693686 0.715037 0.0602631 0.225744 -0.0955553 0.0925618
2.29985 -0.0122469 0.0146821 0.688379 0.0487345 0.176384 -0.0813626 0.069714
2.6678 -0.0724736 0.0412717 0.646975 0.0300539 0.127817 -0.0536611 0.0402813
2.73604 -0.0879605 0.0491962 0.641397 0.027477 0.12216 -0.0499681 0.0347392
2.83575 -0.0993728 0.05607 0.632877 0.0241034 0.113353 -0.0444429 0.027407
3.3616 -0.19736 0.0917677 0.60116 0.0120798 0.0115888 -0.00757859 0.000584107
