t x y z s fx fy fz
0 0.114343 0.203227 0.890815 1 -0.000418504 -0.000272176 -0.000364173
0.464008 0.104823 0.197036 0.882531 0.636658 0.182411 0.0951898 0.0315348
0.496248 0.103699 0.196333 0.881605 0.616995 0.194838 0.101633 0.0353044
1.70061 0.0476036 0.128678 0.856691 0.191121 0.372208 0.158352 0.0642735
1.86397 0.0466748 0.130868 0.855975 0.163032 0.38636 0.170009 0.0673123
2.06406 0.0391386 0.129963 0.854222 0.134187 0.393745 0.175922 0.0669098
2.23355 0.0344292 0.12687 0.846649 0.113784 0.390614 0.170459 0.0596559
2.40059 0.000692593 0.100805 0.836302 0.0967144 0.134386 -0.0738224 0.0541804
2.43203 -0.0292803 0.0730549 0.834703 0.0937997 0.295152 0.0824933 0.0518448
2.66384 -0.0784728 0.0363094 0.830037 0.0748577 0.288507 0.0857187 0.0521448
2.86445 -0.137162 0.00154073 0.830877 0.0615825 0.239412 0.0580498 0.0542069
3.10086 -0.172333 -0.0164826 0.823395 0.048927 0.21797 0.0482409 0.0468789
3.60873 -0.255285 -0.0617739 0.817407 0.0298482 0.142883 0.00706807 0.0450043
3.97282 -0.335729 -0.100993 0.818225 0.0209437 0.0823282 -0.0212783 0.0355047
4.06854 -0.338783 -0.102132 0.806531 0.0190809 0.069522 -0.0252686 0.0300793
4.23376 -0.369964 -0.111268 0.800383 0.0162471 0.0361188 -0.032967 0.0264865
