t x y z s fx fy fz
0 0.227803 0.187979 0.829963 1 0.00329401 -0.00331573 0.00093946
0.160094 0.236294 0.179432 0.832385 0.862175 0.0731825 0.0235417 0.0186876
0.359937 0.241552 0.179648 0.836531 0.716473 0.140431 0.0619761 0.0373513
0.529309 0.241022 0.17969 0.836654 0.612438 0.185126 0.0875248 0.0479309
0.727844 0.239907 0.178759 0.836901 0.509557 0.230101 0.112294 0.0593658
0.995765 0.24163 0.180394 0.839 0.397567 0.281188 0.142118 0.0724031
1.09565 0.241212 0.180875 0.838482 0.362434 0.296632 0.15133 0.0760411
1.3281 0.240969 0.182057 0.838877 0.292224 0.327796 0.169713 0.0839534
1.56762 0.240974 0.182065 0.83779 0.234075 0.353484 0.183999 0.0889206
1.72795 0.240408 0.182357 0.837525 0.20177 0.367112 0.192333 0.0920866
1.89617 0.239609 0.18263 0.837025 0.172656 0.379599 0.199902 0.0962043
1.96372 0.239462 0.182779 0.837543 0.162183 0.383916 0.20259 0.0970536
2.20803 0.23867 0.183185 0.83842 0.129337 0.397392 0.211057 0.101092
2.5652 0.233872 0.183131 0.838075 0.0929039 0.406911 0.219664 0.103891
4.23178 -0.138497 0.111222 0.712722 0.0198418 0.0511924 0.159694 -0.0185679
4.9026 -0.211612 -0.03434 0.722679 0.010659 -0.00443584 -0.018634 -0.000729864
