t x y z s fx fy fz
0 0.00182481 0.292221 0.798757 1 0.278047 -0.0488012 0.131401
0.0630438 0.15976 0.264501 0.873395 0.920366 0.320678 -0.0250002 0.136367
0.232341 0.237955 0.235998 0.910444 0.736513 0.335237 0.0338555 0.106723
0.396697 0.241615 0.220375 0.906296 0.593233 0.359306 0.0768204 0.0837293
0.799133 0.236858 0.174655 0.902797 0.349277 0.422719 0.125842 0.0683092
1.16287 0.228537 0.164021 0.89937 0.216388 0.451415 0.17144 0.0573058
1.41397 0.215631 0.146376 0.893483 0.155488 0.453478 0.174864 0.0470647
1.60089 0.201234 0.133328 0.888 0.121574 0.445657 0.173594 0.0379906
1.77069 0.180161 0.115799 0.876988 0.0972237 0.421759 0.15906 0.0220135
1.93152 0.132016 0.0813734 0.85937 0.0786738 0.371924 0.127759 0.00231406
2.43128 0.0171644 0.0112902 0.839123 0.0407511 0.272794 0.0784187 -0.0137931
2.66725 -0.0413299 -0.0178874 0.837272 0.0298708 0.216462 0.0546106 -0.0138589
2.99989 -0.122464 -0.0564042 0.841259 0.0192793 0.138607 0.022443 -0.00906187
3.1062 -0.148506 -0.0659512 0.842568 0.0167616 0.111409 0.0145294 -0.00701295
3.29907 -0.205652 -0.0830335 0.849556 0.0130035 0.0484448 -2.22476e-05 0.000282755
