t x y z s fx fy fz
0 0.206236 0.232711 0.838025 1 -0.00519983 -0.0169469 -0.00702613
0.225367 0.191937 0.186109 0.818704 0.893702 0.0366099 -0.00343026 0.00373571
0.49342 0.183411 0.177776 0.833173 0.781882 0.0904937 0.0503672 0.0430269
0.70356 0.187557 0.186513 0.843938 0.704096 0.134079 0.0765602 0.0466618
0.757638 0.188553 0.185765 0.843136 0.685362 0.1397 0.102964 0.0651321
0.826767 0.188455 0.18596 0.841825 0.662139 0.156442 0.111056 0.0734347
0.925139 0.189065 0.186253 0.842198 0.630442 0.172346 0.125252 0.0773719
1.29375 0.190033 0.181021 0.839988 0.524584 0.227247 0.168402 0.0957497
1.89304 0.189569 0.166713 0.835654 0.389072 0.29956 0.194401 0.106543
1.96337 0.190484 0.159058 0.832012 0.375662 0.301293 0.187802 0.111651
2.09318 0.188836 0.126772 0.823809 0.352116 0.309726 0.174561 0.107353
2.42921 0.164223 0.0473077 0.794188 0.297792 0.311004 0.137205 0.091236
2.56372 0.154542 0.0315235 0.78584 0.278473 0.31095 0.124329 0.0861549
3.66159 0.0624828 -0.123172 0.762167 0.161071 0.274355 0.0256362 0.0895499
3.82944 0.0426748 -0.142284 0.759806 0.148139 0.265385 0.0169411 0.0905062
3.96132 0.0304207 -0.152645 0.758803 0.13871 0.256504 0.00830317 0.0907143
4.23014 0.00472977 -0.177233 0.755453 0.121308 0.238404 -0.00741229 0.0896481
4.59919 -0.0398357 -0.203414 0.742963 0.100917 0.209183 -0.0188381 0.0810371
4.80121 -0.0511924 -0.207936 0.737616 0.0912461 0.197925 -0.0216665 0.0773263
5.26918 -0.1335 -0.250655 0.722041 0.0722548 0.141761 -0.0316707 0.0497763
5.33131 -0.139745 -0.25062 0.716753 0.0700505 0.119393 -0.052445 0.0576165
5.47113 -0.155479 -0.253451 0.706889 0.0653328 0.104731 -0.0516214 0.047973
6.06654 -0.2581 -0.254623 0.663058 0.0485494 0.0122855 -0.0193453 -0.019101
6.09736 -0.26315 -0.253421 0.659433 0.0478091 0.00443145 -0.0388166 0.000605661
8.42443 -0.310466 -0.199868 0.599136 0.0149811 -0.0130291 0.0277218 -0.044619
8.96905 -0.299783 -0.20369 0.602358 0.0114182 -0.0059571 0.0205013 -0.0268525
9.10101 -0.30441 -0.207814 0.614519 0.010691 -0.00380791 -0.0042131 -0.00586137
