t x y z s fx fy fz
0 0.127175 0.137575 0.919164 1 -0.0410664 -0.0307856 -0.0982276
0.219956 -0.0331193 0.0174096 0.535753 0.849214 -0.187324 -0.141579 -0.419471
0.620175 -0.0084091 0.0353009 0.554272 0.630755 -0.30561 -0.13326 -0.286198
0.652111 -0.0236368 0.0320071 0.548901 0.615962 -0.109825 -0.0769805 -0.208016
0.727359 -0.0372151 0.0308788 0.542272 0.582466 -0.127939 -0.0801621 -0.200519
0.956687 -0.0160639 0.0382613 0.546844 0.491205 -0.094485 -0.0661551 -0.155007
1.22248 -0.0235936 0.0435071 0.541424 0.403169 -0.0981978 -0.0563897 -0.12355
1.65661 -0.0207346 0.0477149 0.547568 0.292004 -0.0756949 -0.0446907 -0.0730254
1.75643 -0.0140964 0.049776 0.544781 0.271128 -0.0543082 -0.0347542 -0.0546114
1.92185 0.0298808 0.0686229 0.564049 0.239768 -0.00822078 -0.014194 -0.0213808
2.85779 0.0224239 0.0662266 0.564642 0.119605 0.0289793 -0.00558662 0.0341667
2.88797 0.0261978 0.0670747 0.565575 0.116953 -0.0202936 -0.00481676 0.179893
3.05926 0.0226283 0.0946385 0.93397 0.102975 -0.0688411 -0.0279332 0.13097
3.19436 -0.0446179 0.0371578 0.547873 0.0931393 -0.110432 -0.0641027 -0.108378
3.4656 -0.0391489 0.0367008 0.550406 0.0761375 -0.0897392 -0.0455304 0.020365
3.59248 -0.0482463 0.0357851 0.543173 0.0692872 -0.0958498 -0.045636 0.0179714
4.02482 -0.0549975 0.037928 0.539111 0.0502495 -0.0898617 -0.0406849 0.0267312
4.16072 -0.0457882 0.0399629 0.540506 0.0454229 -0.0262298 -0.0216327 0.0536024
4.26193 0.00581238 0.0553164 0.560926 0.0421319 -0.0241683 -0.021778 0.0538057
4.46576 -0.00840459 0.048746 0.550761 0.0362103 -0.858313 -0.131522 -0.218802
4.49365 -0.0607936 0.0416807 0.533194 0.0354676 -0.163495 -0.0461567 0.00430421
4.72443 -0.0429433 0.0429197 0.535914 0.0298784 -0.0767179 -0.034573 0.0453116
5.33349 -0.0397506 0.0689768 0.931333 0.0190022 -0.0740356 -0.00718184 0.446568
5.76984 0.0160826 0.0582959 0.556343 0.01374 0.0442541 0.0294764 0.223361
5.82457 0.036253 0.0693108 0.567697 0.0131924 0.00259707 -0.00623718 0.0714526
5.9604 0.043287 0.0730908 0.570123 0.0119259 0.00611929 -0.00267556 0.0565639
