t x y z s fx fy fz
0 0.037847 0.0534344 0.541688 1 0.000427467 -0.000472875 0.00128475
0.167541 0.0390313 0.0521243 0.545247 0.858727 0.000468304 -0.00364462 0.000566476
0.295792 0.0382855 0.0508587 0.541753 0.764225 -0.00150854 -0.00626211 -0.00321508
0.670631 0.0239649 0.0423757 0.544432 0.543545 -0.014543 -0.0152439 0.00137766
0.765635 0.0237418 0.042541 0.546383 0.498572 -0.0152827 -0.0159089 0.00192939
0.925973 0.0238863 0.0429669 0.547568 0.43095 -0.0185408 -0.0186876 0.0189339
1.06192 0.0179348 0.038725 0.578987 0.38085 -0.0244004 -0.0232581 0.0487029
1.634 0.0211751 0.043449 0.562286 0.226411 -0.0179744 -0.0170389 0.0158535
2.16175 0.0241727 0.0553718 0.648197 0.140134 -0.0122151 -0.0145335 0.0449182
2.26234 0.0277028 0.0481315 0.594974 0.127888 -0.0100873 -0.0192204 0.00942791
2.86747 0.0112779 0.0629414 0.637091 0.0737779 -0.0235613 -0.00101101 0.0544267
3.03008 0.0267046 0.0589661 0.5434 0.0636395 -0.00934339 -0.00493815 -0.0280457
3.32973 0.0152858 0.0647703 0.626153 0.0484647 -0.0252764 0.00242075 0.0918806
3.66323 0.0346189 0.0632754 0.607074 0.0357898 -0.00197499 -8.50051e-05 0.056826
4.16607 0.021926 0.0742497 0.673373 0.0226588 -0.011999 0.0107129 0.100093
4.36579 0.0502116 0.0712769 0.557852 0.0188969 0.0166076 0.00959547 -0.00277854
4.53055 0.0571224 0.0777085 0.57019 0.0162683 0.00655803 0.00959115 0.0751885
4.60944 0.051728 0.0759255 0.605208 0.0151424 0.00641808 0.0101142 0.0832373
