t x y z s fx fy fz
0 0.282462 0.0592729 0.653019 1 -0.00111094 -0.00131969 -0.00277832
0.331442 0.271949 0.046785 0.626728 0.768775 0.102013 -0.00770327 -0.00594226
0.838667 0.266333 0.0468847 0.614519 0.514081 0.223272 0.00249165 0.0126056
0.933258 0.264477 0.0465542 0.610889 0.476914 0.239759 0.00107244 0.0182909
0.998719 0.263041 0.0454459 0.610086 0.452777 0.249419 -0.00422761 0.0178097
1.19919 0.254837 0.0208178 0.607227 0.386198 0.2738 -0.0281568 0.0221399
1.5663 0.241002 -0.00175466 0.59868 0.288616 0.307875 -0.0464086 0.0236215
1.63467 0.238118 -0.00688573 0.596888 0.273378 0.312943 -0.0491622 0.0238177
1.84499 0.229323 -0.0195937 0.591481 0.231364 0.318973 -0.0697842 0.024122
2.03601 0.202278 -0.0617474 0.589516 0.198829 0.307504 -0.108744 0.0259088
2.27984 0.179381 -0.0809225 0.585095 0.163858 0.304159 -0.120831 0.0255446
2.46645 0.162399 -0.095463 0.582988 0.141308 0.298336 -0.134578 0.0252158
2.60484 0.149601 -0.106143 0.57984 0.126615 0.292786 -0.144408 0.0237389
2.97514 0.11482 -0.130196 0.572259 0.0943832 0.27697 -0.164211 0.0195331
3.1765 0.10651 -0.134459 0.566716 0.0804482 0.262671 -0.171282 0.0168162
3.40791 0.0296655 -0.160758 0.56714 0.0669549 0.186865 -0.196623 0.0190336
3.8074 -0.0238543 -0.148911 0.555667 0.048768 0.151799 -0.180189 0.0134517
3.89753 -0.0377097 -0.149484 0.557051 0.0454026 0.143008 -0.17868 0.0126409
4.17432 -0.0630066 -0.147559 0.555753 0.0364511 0.125033 -0.174877 0.0112641
5.14945 -0.159274 -0.0618885 0.539691 0.016816 0.0375425 -0.0804767 -0.00283126
5.5394 -0.203143 -0.00354592 0.541873 0.0123414 0.00343941 -0.0267326 -0.00402828
5.7043 -0.202103 0.0013921 0.53061 0.0108279 -0.00745257 0.00295279 0.00199727
