t x y z s fx fy fz
0 0.330573 0.0584636 0.623471 1 0.000937874 0.00451075 0.00130113
0.0982861 0.331128 0.0611285 0.62424 0.946142 0.0277792 0.0134452 0.00125264
0.232675 0.325802 0.0615155 0.618079 0.877164 0.0629286 0.0271942 0.00358819
0.532727 0.301466 0.0519382 0.59706 0.740763 0.127051 0.0565819 0.00457184
0.599835 0.298306 0.0529781 0.594248 0.713284 0.137165 0.0561786 0.00208867
1.00993 0.30033 0.0603763 0.591967 0.566162 0.229656 0.0941761 0.019547
1.27116 0.30099 0.0633977 0.593399 0.488694 0.274069 0.114879 0.0273267
1.33704 0.300482 0.0645833 0.592956 0.470892 0.287132 0.118427 0.0313962
1.53558 0.302071 0.067305 0.592794 0.421068 0.31765 0.1315 0.035151
1.74589 0.301058 0.0699847 0.587305 0.374028 0.351533 0.145228 0.0499422
1.80026 0.302043 0.0708921 0.588609 0.362746 0.352233 0.146512 0.0394787
1.99994 0.30032 0.0714016 0.587283 0.324157 0.374154 0.155077 0.0434967
2.26868 0.301332 0.0723653 0.590143 0.278622 0.399881 0.16585 0.0511475
2.70405 0.269491 0.0765097 0.582704 0.218027 0.407114 0.183322 0.048562
2.84925 0.267645 0.0782815 0.579177 0.200905 0.414326 0.187621 0.0481962
3.06861 0.265482 0.0780013 0.576753 0.177553 0.426556 0.192271 0.0493153
3.32031 0.264459 0.078573 0.576329 0.154083 0.4398 0.197179 0.0518968
3.5739 0.263749 0.0764883 0.576 0.133573 0.447365 0.191675 0.0570785
3.67178 0.261114 0.071311 0.577688 0.126408 0.443824 0.174372 0.0632872
3.8717 0.23846 0.0189479 0.593649 0.112945 0.432582 0.135318 0.0798111
4.20416 0.227937 0.0135466 0.610086 0.0936568 0.431679 0.140469 0.0926327
4.37936 0.212613 0.00434232 0.610014 0.0848556 0.414751 0.128213 0.0925641
4.70388 0.138582 -0.0451621 0.602012 0.0706797 0.349672 0.081436 0.0865355
4.94003 0.105041 -0.0687114 0.60048 0.0618761 0.325863 0.0648494 0.0848693
5.17722 0.0807286 -0.0784374 0.593667 0.0541377 0.314385 0.0624682 0.0791633
5.30417 0.0750028 -0.0791911 0.590667 0.0504016 0.303597 0.0567279 0.0780518
5.70461 0.00753295 -0.124625 0.597395 0.040224 0.234504 0.00920602 0.0850968
5.77159 -0.00422313 -0.131949 0.597741 0.0387347 0.226321 0.00133684 0.0880772
5.94409 -0.0315986 -0.151218 0.599831 0.035148 0.199692 -0.0152231 0.0886783
6.1503 -0.0677305 -0.169198 0.59746 0.0312936 0.168879 -0.0307084 0.0886187
6.30916 -0.090657 -0.180831 0.598873 0.0286151 0.148936 -0.0400036 0.0870387
6.67167 -0.128531 -0.191594 0.577728 0.0233299 0.111217 -0.0468098 0.0683206
6.80771 -0.148146 -0.194595 0.575213 0.021609 0.10052 -0.0511995 0.0694397
6.87315 -0.155836 -0.196435 0.575222 0.020827 0.0920182 -0.0510923 0.0656879
7.17204 -0.174564 -0.200412 0.570556 0.0175999 0.0480041 -0.0621965 0.0698824
7.27658 -0.200581 -0.207364 0.574959 0.0165934 0.0454627 -0.0616112 0.0672044
7.60835 -0.213102 -0.204087 0.566494 0.013765 0.0383985 -0.0546544 0.0584083
7.81196 -0.232738 -0.202028 0.566507 0.0122735 0.0235937 -0.0523495 0.0576233
8.01002 -0.241103 -0.200191 0.563625 0.0109778 0.00461606 -0.0220873 0.0220222
