t x y z s fx fy fz dx dy dz ddx ddy ddz
0 -0.038898 0.049143 0.811062 1 -0.00250879 0.00335741 -0.00397522 0 0 0 -0.0974052 0.130353 -0.15434
0.137977 -0.0407524 0.0516246 0.808123 0.951857 0.000165305 3.14586e-05 -0.00795857 -0.0134397 0.0179858 -0.0212954 0.0948959 -0.134139 0.000590421
0.265973 -0.0409179 0.0517291 0.805407 0.909272 -0.00714221 -0.002314 -0.0124095 -0.0012934 0.000816456 -0.0212198 -0.25128 -0.148896 0.0404937
0.365897 -0.0435562 0.050324 0.803691 0.877355 -0.0024007 0.00469589 -0.016304 -0.0264023 -0.0140618 -0.0171735 0.102422 0.245034 0.0224485
0.502398 -0.0452517 0.0529701 0.801765 0.835558 -0.00321899 0.00152981 -0.021071 -0.0124217 0.0193855 -0.0141093 0.0617208 -0.0764229 0.00703462
0.734999 -0.0448017 0.0533445 0.798864 0.76887 -0.00181593 0.00166184 -0.0269297 0.00193467 0.00160944 -0.012473 0.00704903 0.00837922 0.0549054
0.967963 -0.0439684 0.0541742 0.798938 0.707413 -0.000393977 0.00205327 -0.0307653 0.00357684 0.00356149 0.000317978 -0.014338 0.0145171 0.0138597
1.20646 -0.0439309 0.0558493 0.799803 0.649582 -0.00391881 0.00047672 -0.0371121 0.000157266 0.00702378 0.00362348 -0.177039 -0.0955887 -0.131571
1.33403 -0.0467921 0.0551897 0.798123 0.620614 0.00367106 0.00625711 -0.036486 -0.022428 -0.00517068 -0.0131613 0.288994 0.210905 0.0893531
1.41363 -0.0467463 0.0561144 0.797642 0.603198 -0.00170965 0.000817779 -0.039872 0.000575926 0.0116173 -0.00604879 -0.0125016 -0.086 -0.00414221
1.56694 -0.0469518 0.0558741 0.796617 0.571019 -0.00116547 0.00136943 -0.0429346 -0.00134068 -0.00156723 -0.00668382 0.00308282 0.00620521 0.000190133
2.1683 -0.0466432 0.0571757 0.792667 0.46053 0.00085192 0.00199768 -0.0519172 0.000513202 0.00216433 -0.00656949 -0.00629914 0.0209196 0.0833948
2.26665 -0.0466537 0.0575909 0.792827 0.444616 0.000640545 0.00129091 -0.0544641 -0.000106287 0.00422166 0.00163197 -0.0219288 -0.0220342 -0.0100235
2.53169 -0.0482223 0.0571619 0.792556 0.40441 0.000408708 0.000899061 -0.0575068 -0.00591846 -0.00161847 -0.00102474 0.0249455 0.0192702 -0.00687035
2.83412 -0.0477307 0.0584349 0.791617 0.362957 -0.00405736 -0.000488587 -0.0627522 0.00162566 0.0042093 -0.0031025 -0.219734 -0.0840786 -0.0622178
2.8708 -0.0479667 0.0584762 0.79142 0.358227 0.00257788 0.00133457 -0.0610248 -0.00643484 0.00112504 -0.00538484 0.0720727 -0.00188142 0.0323882
2.97468 -0.0478575 0.0585727 0.79121 0.345164 0.00153663 0.00126759 -0.0625408 0.00105207 0.0009296 -0.00202036 -0.00678889 -0.00119025 0.00297423
3.37163 -0.0485096 0.0587542 0.790877 0.299487 0.00170111 0.000832057 -0.065889 -0.00164278 0.000457131 -0.000839739 0.00562936 -0.00125759 -0.00285113
3.70346 -0.0484348 0.0587674 0.790284 0.265977 0.00998969 0.00502064 -0.0598823 0.000225214 3.98264e-05 -0.00178583 0.297035 0.178624 0.341263
3.74514 -0.0479093 0.0590794 0.790803 0.262042 0.00355012 0.000778574 -0.0685955 0.0126068 0.00748557 0.0124393 -0.0188524 -0.0221314 -0.056628
4.00361 -0.0459103 0.0595357 0.790235 0.238908 0.00489007 0.000539307 -0.070296 0.00773408 0.0017653 -0.00219719 -0.0420273 -0.018004 0.00863736
4.23984 -0.0464286 0.058948 0.790198 0.219555 0.0040279 -0.000101965 -0.0728905 -0.00219403 -0.00248779 -0.000156788 -0.0330374 0.00411099 -0.0488784
4.47128 -0.0487059 0.0585924 0.787543 0.202116 0.00605962 -0.000253872 -0.0699761 -0.00984005 -0.00153636 -0.011469 0.14988 0.0172079 0.250646
4.57313 -0.0481533 0.0586145 0.788975 0.194887 0.00396929 -0.000420103 -0.074415 0.00542581 0.000216332 0.0140603 -0.0102817 0.00733282 -0.0477005
4.9381 -0.0475426 0.0596702 0.787753 0.171042 0.00442234 -0.000713969 -0.0775854 0.00167333 0.00289257 -0.00334885 -0.018325 -0.0427446 -0.0026796
5.07135 -0.047645 0.0592966 0.787259 0.163083 0.00417434 -0.000601029 -0.0776512 -0.000768539 -0.00280327 -0.00370591 -0.0204892 -0.000200248 0.0352751
5.27457 -0.0486474 0.0587187 0.787963 0.151652 0.00499173 -0.000314994 -0.0786819 -0.00493238 -0.00284397 0.00346273 0.0574548 0.0390534 -0.0280951
5.47308 -0.0473624 0.0596931 0.787543 0.14126 0.00526123 -0.000460144 -0.0791327 0.00647309 0.0049086 -0.00211449 -0.028096 -0.0262749 0.0163035
5.67148 -0.047184 0.0596327 0.787765 0.131585 0.00553197 0.000114057 -0.0799316 0.000898916 -0.00030426 0.00112009 -0.0112187 0.021177 -0.0101446
5.83975 -0.0473504 0.0601812 0.787667 0.123901 0.00576625 0.000154284 -0.0804047 -0.00098886 0.00325921 -0.000586953 0.00607477 -0.00718632 0.000648875
6.17245 -0.047007 0.06047 0.787543 0.110003 0.00640583 0.000300105 -0.0813021 0.00103222 0.000868314 -0.000371072 0.00183944 0.00233066 0.00493955
6.53999 -0.0463791 0.061104 0.788074 0.0964551 0.00690157 0.000175422 -0.0833804 0.00170828 0.00172492 0.00144439 -0.0141337 -0.0235006 -0.0684579
6.63821 -0.0463477 0.0610467 0.787556 0.0931262 0.00724522 0.000515036 -0.0819986 0.00032011 -0.000583239 -0.00527933 0.000721063 0.00154598 0.0370764
6.87424 -0.046232 0.0609952 0.788375 0.0855886 0.00738169 0.000327622 -0.0819379 0.000490301 -0.000218342 0.00347179 -0.00379123 -0.00132555 -0.0037399
7.04185 -0.0462563 0.0609214 0.788852 0.0806093 0.00751261 0.000175291 -0.0823648 -0.000145165 -0.000440524 0.00284493 0.0013206 -0.00117629 -0.0240785
7.30573 -0.0462027 0.0607232 0.787926 0.0733506 0.00689564 -0.00112668 -0.0843992 0.000203315 -0.000750924 -0.00350889 -0.0304788 -0.0394192 -0.0267247
7.4084 -0.0465031 0.0602306 0.787284 0.0707064 0.00830485 0.000148207 -0.0820895 -0.00292597 -0.00479813 -0.00625274 0.0451068 0.0445478 0.104079
7.50611 -0.0463583 0.0601871 0.787667 0.0682785 0.0072943 -0.000609199 -0.0845078 0.00148143 -0.000445357 0.00391685 -0.0165762 0.00289743 -0.0338565
7.77391 -0.0471504 0.0602756 0.786288 0.0620432 0.00667479 -0.000610887 -0.0859478 -0.0029577 0.000330578 -0.00514996 0.00162917 -0.000262934 0.0110111
8.1801 -0.048083 0.0603665 0.786012 0.0536553 0.00637727 -0.000586757 -0.0864257 -0.00229595 0.000223778 -0.000677422 0.0187278 0.00160111 0.00878763
8.40998 -0.0476211 0.0605025 0.786321 0.0494211 0.00567958 -0.000934352 -0.0861389 0.00200915 0.000591835 0.00134265 -0.0438979 -0.0163925 0.0116156
8.54267 -0.0481275 0.0602924 0.786704 0.0471307 0.00632216 -0.000809884 -0.0864551 -0.0038161 -0.00158345 0.00288405 0.0195046 0.00526777 -0.0150925
8.77586 -0.0479568 0.0602096 0.786556 0.04336 0.00617653 -0.000837865 -0.0863314 0.000732129 -0.000355073 -0.00063532 -0.0109369 0.00496687 0.0172038
8.94221 -0.0481377 0.060288 0.786926 0.0408559 0.00699201 -0.000100122 -0.0876403 -0.00108722 0.000471162 0.00222651 0.0324939 0.0289175 -0.0516084
9.14345 -0.0470405 0.0615539 0.785284 0.0380191 0.00753422 0.000437454 -0.0883845 0.00545192 0.00629057 -0.00815926 -0.0135392 -0.0181883 0.0264757
9.47419 -0.0467184 0.0616449 0.785482 0.0337782 0.00762323 0.000365583 -0.088611 0.000974001 0.000275017 0.00059725 -0.00969991 -0.0015547 -0.00968741
9.57411 -0.0467179 0.0616568 0.785444 0.0325927 0.00796509 0.000580986 -0.0885682 4.82531e-06 0.000119677 -0.000370677 0.00617659 0.00746104 -0.000232122
9.74348 -0.0465399 0.0618911 0.785375 0.0306772 0.008157 0.000126114 -0.0888723 0.001051 0.00138341 -0.000409993 0.00188166 -0.0227527 -0.00437162
9.87407 -0.0463705 0.0616838 0.785247 0.0292776 0.00955453 0.000718009 -0.0888948 0.00129672 -0.00158779 -0.000980869 0.0478363 0.0192779 0.00524441
10.0475 -0.0447062 0.0619884 0.785235 0.0275167 0.00946888 0.000536445 -0.0886986 0.0095945 0.00175619 -7.11628e-05 -0.0500256 -0.0103538 0.014628
10.2427 -0.0447391 0.0619368 0.785778 0.0256619 0.00987508 0.000554894 -0.0885808 -0.000168096 -0.000264377 0.00278352 -0.000241937 0.00028575 -0.00711849
10.7415 -0.0448831 0.0618761 0.785395 0.0214695 0.00856504 -0.000132682 -0.0894297 -0.000288777 -0.000121841 -0.000767255 -0.0477224 -0.0225032 -0.0023029
10.8784 -0.0458166 0.0614379 0.785247 0.020444 0.00948313 0.00103098 -0.0893328 -0.00682035 -0.00320177 -0.00108244 0.0462046 0.0508854 0.0108961
10.9777 -0.0460381 0.061622 0.785247 0.0197305 0.00977216 0.000195586 -0.0891985 -0.00223034 0.00185325 -1.48148e-08 0.0496418 -0.00590389 0.0141522
11.1422 -0.0450624 0.0617671 0.78563 0.0186037 0.0097626 0.000242151 -0.0889541 0.00593316 0.000882363 0.00232729 -0.0176671 -0.00580932 0.00354693
11.6098 -0.0461518 0.0609091 0.787494 0.0157387 0.00884733 -0.000554436 -0.0880767 -0.00232928 -0.00183451 0.0039861 0.0159877 0.00740346 -0.0332947
11.7459 -0.0461727 0.0607966 0.78742 0.0149912 0.00874674 -0.00164729 -0.08776 -0.000153806 -0.000827106 -0.000544373 0.00487124 -0.0337918 -0.000502278
11.8101 -0.0461625 0.060604 0.787383 0.0146508 0.00868917 -0.000857175 -0.0877991 0.000159074 -0.00299756 -0.000576634 0.000939481 0.0120631 0.000387368
12.1807 -0.0459745 0.0611498 0.787222 0.0128324 0.00849026 -0.000616332 -0.0869094 0.000507231 0.00147283 -0.000433082 -0.0164311 -0.0144159 0.0452555
