t x y z s fx fy fz
0 0.0606181 0.114363 0.469143 1 0.0052808 -0.00169372 0.0141716
0.297787 0.0991898 0.101992 0.572654 0.797788 -0.0119926 -0.0427058 0.105049
0.502444 -0.102663 0.0321844 0.52182 0.68306 -0.194921 -0.110254 0.0495076
0.768664 -0.0719478 0.0365444 0.513794 0.558145 -0.117867 -0.096209 0.0570817
1.23013 -0.0968544 0.0349919 0.54284 0.393286 -0.147431 -0.106112 0.0961027
1.89883 -0.0321255 0.0368064 0.56163 0.236804 -0.152389 -0.109921 0.0804811
1.99792 -0.090112 0.0377151 0.534963 0.219656 -0.158211 -0.110694 0.0775749
2.30693 -0.0408306 0.0349001 0.557469 0.173753 -0.075667 -0.116242 0.117038
2.76606 -0.0544956 0.0340663 0.564679 0.122649 -0.156522 -0.104965 0.0869687
2.86635 -0.104115 0.0453896 0.537136 0.113663 -0.189818 0.00725783 0.0160059
2.90231 -0.121753 0.0606256 0.52163 0.110604 -0.172342 -0.0782114 0.0635557
3.1663 -0.0439242 0.0378705 0.546231 0.0905302 -0.0689688 -0.121087 0.107659
3.57166 -0.0459707 0.0423666 0.531757 0.066564 -0.113742 -0.108119 0.0755866
3.71073 -0.0870828 0.0498554 0.509877 0.059899 -0.0626447 -0.116067 0.0991448
3.81092 -0.0400549 0.0426525 0.531741 0.0555149 -0.0458873 -0.110704 0.103965
4.10651 0.0549129 0.084505 0.558444 0.044363 0.0317551 -0.0634044 0.128927
4.60357 0.00327313 0.0655154 0.687273 0.0304266 -0.0449809 -0.093731 0.263507
5.46989 0.0535366 0.0919329 0.564074 0.0157698 0.0211844 -0.0563489 0.121792
5.53859 0.0588429 0.0965254 0.558713 0.0149689 -0.128684 -0.153829 0.0450919
5.57123 0.0478979 0.0900349 0.550397 0.0146029 -0.0325643 -0.0747013 0.0766604
5.7026 -0.00973672 0.078886 0.502597 0.0132177 -0.0555991 -0.0738155 0.0384674
5.86997 -0.00410566 0.0933718 0.463025 0.0116416 -0.0304635 -0.0421631 0.00859342
