t x y z s fx fy fz
0 0.190519 -0.0123368 0.8395 1 -0.0190664 -0.0562612 -0.00455853
0.070484 0.17925 -0.0455915 0.836806 0.92567 0.0178602 -0.0534488 0.00961655
0.172226 0.176011 -0.0555527 0.828103 0.828011 0.0589297 -0.0686072 0.0261095
0.399848 0.170435 -0.0536821 0.806887 0.645222 0.135053 -0.0831373 0.054901
0.730676 0.169182 -0.0526588 0.80359 0.44902 0.221926 -0.105791 0.108875
1.10056 0.169144 -0.0499314 0.801575 0.299389 0.288008 -0.120804 0.146587
1.56752 0.162384 -0.0502212 0.796215 0.179476 0.331863 -0.135661 0.171993
1.74363 0.154827 -0.0490991 0.792403 0.147976 0.336302 -0.137709 0.175391
2.40627 0.0878026 -0.0291116 0.742123 0.0715875 0.297263 -0.124789 0.139187
2.60308 0.0618741 -0.0220931 0.718231 0.0576996 0.275235 -0.118584 0.11752
2.83474 0.0262005 -0.0100646 0.694469 0.0447634 0.243771 -0.106598 0.0991782
3.03437 -0.00608184 0.00332792 0.678743 0.0359683 0.21524 -0.0933306 0.0865682
3.37394 -0.0578479 0.028962 0.647407 0.0247921 0.167984 -0.0678389 0.0560035
3.5351 -0.0855936 0.0431353 0.628494 0.0207787 0.135385 -0.0522822 0.0374605
3.84626 -0.207042 0.0866092 0.594803 0.0147753 0.0132019 -0.00969044 0.00742731
4.0757 -0.232512 0.0973917 0.579382 0.0114906 0.00138983 -0.00220263 -0.00264002
