t x y z s fx fy fz
0 0.0390063 0.061056 0.562779 1 0.00296644 -0.00213429 0.0110817
0.236009 0.0507379 0.0526154 0.606605 0.856984 0.0116016 -0.0197028 0.0584544
0.567781 0.0640679 0.0679916 0.588642 0.68984 0.0149855 -0.0181359 0.0435717
0.709518 0.0631684 0.0686122 0.587765 0.628774 0.00915424 -0.0258074 0.0452433
0.936028 0.0485713 0.0558436 0.584625 0.542206 -0.0577887 -0.0585627 0.0356334
1.10444 -0.0594224 0.0235133 0.559686 0.485662 -0.158261 -0.0918518 0.0257224
1.8361 -0.052594 0.0501251 0.928932 0.300982 0.0233272 -0.0446881 -0.0923016
1.93934 0.0501455 0.0685907 0.569578 0.281332 -0.0214044 -0.0492659 0.105567
2.07206 0.0564143 0.0738646 0.568972 0.257944 -0.0168429 -0.0468293 0.0452488
2.47361 -0.117312 0.0524013 0.531778 0.198374 -0.137362 -0.0756083 0.0224841
2.57205 -0.10415 0.0489018 0.533531 0.186007 -0.133249 -0.0858265 0.0285893
2.73819 -0.0394245 0.0336665 0.555239 0.166857 -0.0723027 -0.094526 0.0483621
3.07177 0.0556418 0.0690061 0.570691 0.134154 -0.0268733 -0.0699875 0.0582282
3.30408 -0.0457703 0.0265868 0.568124 0.115246 -0.133652 -0.115402 0.0555674
3.84022 0.0462251 0.0684067 0.571907 0.0811639 0.00486545 -0.0322685 0.0689974
3.94044 0.0699109 0.0959088 0.577284 0.0760151 -0.00509164 -0.0540638 0.0632528
4.04427 0.0713457 0.0946674 0.575938 0.0710251 -0.0210438 -0.0632031 0.0618981
4.23992 -0.000754509 0.0359947 0.564235 0.0624952 -0.0959939 -0.114208 0.0492875
4.57165 -0.0911816 0.041077 0.539873 0.0503076 -0.137578 -0.0931973 0.0324787
4.80785 0.0214606 0.0530224 0.552209 0.0431075 -0.0264991 -0.0648507 0.0565963
4.94037 0.0551102 0.0795901 0.568635 0.039529 -0.00381102 -0.0531172 0.0804872
5.24046 0.0378853 0.0628886 0.65997 0.0324855 -0.0388761 -0.0812314 0.164323
5.73995 -0.0687461 0.0358672 0.536148 0.0234333 -0.136634 -0.103698 0.0189626
6.14027 0.0585303 0.0732696 0.570784 0.018036 -0.112615 -0.0871331 0.378388
6.26714 -0.0519228 0.0526571 0.931878 0.0166 -0.127443 -0.0960313 0.121542
6.40788 -0.0759534 0.0386686 0.547014 0.0151404 -0.130523 -0.0983782 0.0809931
6.54065 -0.0630349 0.0410291 0.540482 0.0138813 -0.112741 -0.0921278 0.0324871
6.94059 0.08218 0.115615 0.550753 0.0106867 -0.0226796 0.00125194 -0.0184336
