t x y z s fx fy fz
0 -0.0203353 0.323784 0.850785 1 0.0282683 -0.0340892 -0.017308
0.168 0.040328 0.250629 0.813642 0.889007 0.127587 -0.0603563 -0.0290185
0.435691 0.202344 0.200245 0.866914 0.73704 0.312162 -0.0401553 0.0454789
0.832413 0.223839 0.202175 0.878279 0.558256 0.336922 0.0356262 0.0569141
1.07085 0.227384 0.199868 0.876321 0.472406 0.355276 0.0636484 0.0596381
1.26809 0.226329 0.198545 0.875679 0.411462 0.36788 0.0862339 0.0639801
1.37144 0.227152 0.199556 0.876062 0.382732 0.373778 0.09658 0.0654728
1.80263 0.226626 0.199652 0.870506 0.282981 0.391247 0.131289 0.0633028
1.90142 0.225167 0.199369 0.86763 0.264065 0.391793 0.137146 0.0604554
2.07187 0.217253 0.197235 0.858432 0.234353 0.388266 0.145558 0.0539788
2.31374 0.200322 0.194493 0.850198 0.197838 0.37948 0.15636 0.0497156
2.63949 0.189828 0.194632 0.846247 0.157484 0.375945 0.171057 0.047852
2.7703 0.181552 0.194146 0.842543 0.143699 0.369685 0.175652 0.0449653
2.98283 0.16419 0.193759 0.835617 0.123827 0.323816 0.181539 0.031005
3.04019 0.151485 0.193437 0.831692 0.118952 0.334577 0.183713 0.0329905
3.56865 0.0965447 0.195281 0.807859 0.0821575 0.294992 0.19774 0.0127507
3.83678 0.0701244 0.187845 0.794025 0.0680924 0.271211 0.194143 -5.11708e-05
4.67192 -0.03591 0.169083 0.770825 0.0379407 0.172337 0.185106 -0.0174853
4.8362 -0.0503914 0.162477 0.770444 0.0338175 0.158501 0.179364 -0.0174137
5.67219 -0.153847 0.105418 0.765506 0.0188316 0.0713814 0.129495 -0.0251412
5.74154 -0.156613 0.102115 0.763815 0.0179388 0.0469278 0.10718 -0.0225833
5.84014 -0.170499 0.0846582 0.763139 0.016742 0.0389352 0.0961455 -0.0232886
