t x y z s fx fy fz
0 0.0653037 0.0623055 0.571927 1 -0.00337278 -0.00324425 0.00422468
0.26985 0.0499681 0.0475544 0.591136 0.856253 -0.012977 -0.0272203 0.0413296
0.632077 0.0461224 0.0468363 0.586074 0.695235 -0.00865276 -0.0363197 0.0546307
0.84341 0.0439705 0.0473528 0.584099 0.615671 -0.00713107 -0.0412742 0.0640931
1.03523 0.0435789 0.0477141 0.583617 0.551367 -0.00542008 -0.0453401 0.0723482
1.20228 0.0426093 0.0480442 0.583136 0.500861 -0.0051213 -0.0488103 0.078444
1.52026 0.0366441 0.0466637 0.580432 0.417155 -0.0103059 -0.0572808 0.085052
1.60142 0.0343581 0.0458701 0.578988 0.398133 -0.0321374 -0.0669957 0.079878
1.63572 0.0318289 0.0449325 0.57784 0.390356 -0.0152512 -0.0609529 0.0866623
2.4675 0.0536093 0.0606441 0.591568 0.241944 -0.0557983 -0.124951 0.0810788
2.50332 0.0485448 0.0554938 0.588716 0.23701 0.00271017 -0.063956 0.115153
2.57382 0.0396518 0.0479371 0.583688 0.227593 -0.00766383 -0.0757797 0.112175
3.20756 -0.0336794 0.0156429 0.586432 0.15808 0.0443747 -0.0649481 0.126391
3.30361 0.0255416 0.0362745 0.585222 0.149584 -0.0443159 -0.0249552 0.0994952
3.33527 0.039326 0.0456088 0.583062 0.146885 0.00612802 -0.0733993 0.12247
3.57296 0.00567778 0.0300903 0.572478 0.128119 -0.038182 -0.0967642 0.115429
4.12754 -0.0466563 0.0206293 0.556853 0.0931323 -0.0869043 -0.105114 0.105742
4.94779 -0.147611 0.0319273 0.542 0.0581078 -0.168367 -0.0911942 0.0995682
5.40373 0.0582682 0.0755961 0.575531 0.0447051 0.0208441 -0.0619342 0.133352
5.67156 -0.0375013 0.0208989 0.565914 0.0383234 -0.0855055 -0.119159 0.122117
6.23935 0.0245232 0.0419396 0.560823 0.0276473 0.00226297 -0.084744 0.121379
6.60795 0.0372763 0.0499605 0.568154 0.0223661 -0.0362459 -0.0979315 0.120871
6.77124 -0.0370388 0.0199798 0.554945 0.0203613 -0.0894983 -0.0697137 0.109562
6.80758 -0.0521936 0.0179717 0.552069 0.0199402 -0.105098 -0.114256 0.108537
7.47556 0.0285669 0.0529419 0.566 0.0135798 0.00666897 -0.0693283 0.118927
7.90956 0.028676 0.115067 0.446231 0.0105803 -0.00103167 0.000908223 0.0122337
