t x y z s fx fy fz
0 0.1557 0.202549 0.867432 1 -6.64913e-05 -0.000396614 -0.000931774
0.255219 0.15548 0.201235 0.864346 0.88733 0.0225183 -0.017403 0.00152903
0.422159 0.156166 0.200051 0.863 0.820592 0.0377039 -0.0279884 0.00163147
0.822328 0.169805 0.194487 0.847309 0.680343 0.0854581 -0.052381 -0.0116167
0.890677 0.173379 0.193683 0.843963 0.658908 0.089775 -0.0557247 -0.00775322
1.2573 0.193386 0.194935 0.855306 0.554945 0.12619 -0.0695574 0.00778189
1.62282 0.184895 0.186544 0.842926 0.467626 0.133331 -0.0834181 0.0179445
1.72221 0.183177 0.187983 0.850012 0.446355 0.135015 -0.0901068 0.00904889
1.99861 0.177814 0.187467 0.848083 0.392155 0.139354 -0.0985505 0.00799301
4.45842 -0.162628 0.114967 0.767272 0.123908 -0.157332 -0.21563 -0.0607437
4.99422 -0.229152 0.0164498 0.77521 0.0964081 -0.225265 -0.480333 -0.0164873
5.02656 -0.233572 0.00229412 0.77742 0.0949586 -0.217829 -0.348296 -0.0421623
5.32736 -0.251206 -0.0612305 0.797012 0.0824798 -0.21573 -0.406585 -0.0282859
5.39518 -0.251582 -0.0752035 0.799975 0.0799012 -0.226164 -0.421045 -0.0210914
9.13052 -0.216889 -0.208696 0.82979 0.0138911 -0.17046 -0.526339 0.00820547
