t x y z s fx fy fz
0 0.193053 -0.0512699 0.955629 1 0.000523368 0.000261232 -0.000778947
0.502044 0.208567 -0.0435263 0.932539 0.580529 0.171788 -0.055103 0.123575
0.704135 0.20646 -0.0454763 0.931688 0.466395 0.211079 -0.0746843 0.165664
0.868491 0.208288 -0.0446964 0.932308 0.390334 0.241688 -0.0849062 0.193327
1.20106 0.209595 -0.0442896 0.929947 0.272261 0.28652 -0.10236 0.231486
1.36796 0.21119 -0.0436064 0.926363 0.227233 0.304134 -0.10889 0.242962
1.63621 0.206449 -0.0471069 0.917361 0.169934 0.318044 -0.120713 0.250426
1.73599 0.203535 -0.0468898 0.910274 0.152524 0.32127 -0.123947 0.250618
1.83627 0.200304 -0.0477292 0.904633 0.136824 0.322539 -0.125836 0.249328
2.00188 0.190785 -0.0447175 0.891139 0.114355 0.319797 -0.125043 0.241542
2.31037 0.166612 -0.0373874 0.851312 0.0818712 0.305435 -0.122341 0.21099
2.56866 0.139162 -0.0318835 0.82331 0.0618909 0.28381 -0.119662 0.191235
3.03779 0.0894841 -0.013536 0.771914 0.0372334 0.158997 -0.058125 0.119803
3.06861 0.0768032 -0.00723221 0.765329 0.0360108 0.20869 -0.0860388 0.134997
3.47203 0.00579058 0.0141126 0.716278 0.0232623 0.157886 -0.0769402 0.0957089
3.60823 -0.0194999 0.0214036 0.697407 0.0200716 0.130325 -0.0663746 0.0780006
3.84022 -0.0827673 0.0574853 0.668345 0.0156116 0.0637949 -0.0266217 0.0499524
4.07205 -0.148013 0.086958 0.631264 0.0121447 0.00503877 -0.00192708 0.0116908
