t x y z s fx fy fz
0 0.163956 0.25164 0.862654 1 -0.0379418 -0.0180559 -0.0317857
0.100434 0.138032 0.239303 0.840936 0.939263 -0.0187545 0.0062764 -0.0336375
1.3338 0.140084 0.150994 0.828407 0.435114 0.228656 0.165844 0.0115073
1.64319 0.139869 0.150222 0.828975 0.358734 0.262478 0.205112 0.018137
1.81037 0.139746 0.151138 0.828012 0.323203 0.27285 0.221327 0.0147332
1.96526 0.130878 0.149278 0.818457 0.293433 0.273911 0.233513 0.00720449
2.3651 0.067812 0.141607 0.785877 0.228649 0.229488 0.255344 -0.0188924
2.50783 0.0383491 0.137433 0.777333 0.209168 0.21497 0.260931 -0.0258435
2.66879 0.0148747 0.133293 0.768235 0.189184 0.200617 0.266065 -0.0312182
2.83423 -0.00864909 0.128563 0.762778 0.170631 0.18678 0.270438 -0.0347085
3.23343 -0.050366 0.119842 0.754444 0.133013 0.161071 0.278173 -0.0360053
3.36968 -0.0681051 0.114537 0.75579 0.122173 0.151429 0.278568 -0.0346727
3.73678 -0.0906468 0.102103 0.756531 0.0971645 0.135761 0.276826 -0.0325526
3.80814 -0.0976814 0.0991714 0.75658 0.0929337 0.134797 0.275756 -0.0309389
3.94259 -0.111164 0.0924175 0.757975 0.0854563 0.123618 0.271929 -0.0289014
4.37138 -0.167528 0.0605669 0.765284 0.0653977 0.0753568 0.246721 -0.0206183
4.67088 -0.201718 0.0285485 0.764136 0.0542515 0.0501026 0.219012 -0.0207475
4.8096 -0.213306 0.0141094 0.76484 0.0497536 0.0430796 0.21024 -0.0243358
4.90595 -0.219421 0.00632477 0.762494 0.046851 0.0306195 0.198888 -0.020985
5.06151 -0.239725 -0.0119286 0.76458 0.0425176 0.0163167 0.183814 -0.0195615
5.37881 -0.255916 -0.042941 0.763309 0.0348815 0.00726017 0.157309 -0.0208795
7.20882 -0.278868 -0.216866 0.773704 0.0111365 -0.0029327 -0.00127246 -0.00459585
