t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.226146 0.090669 0.900815 1 -0.00245038 -0.00298101 0.00190266 0 0 0 -0.0771481 -0.0938545 0.0599035
0.172271 0.223856 0.0878837 0.902593 0.951272 -0.00111534 0.00120864 -0.00611905 -0.0132904 -0.0161684 0.0103196 0.115475 0.234056 -0.25964
0.263627 0.223606 0.08836 0.901368 0.926403 -0.00379204 -0.00474971 8.30592e-05 -0.00274101 0.005214 -0.0134 0.0303452 0.00329351 0.0501745
0.537244 0.225128 0.0900332 0.901458 0.855739 -0.00660768 -0.0080788 -0.00311467 0.00556196 0.00611516 0.000328595 -0.0700243 -0.0656978 -0.0658259
0.765668 0.222745 0.0880021 0.898099 0.800893 -0.00935683 -0.0122168 -0.00551614 -0.0104333 -0.00889178 -0.0147076 0.00973593 -0.0191099 0.0269918
0.863994 0.221813 0.0869431 0.896914 0.77838 -0.00923843 -0.0117316 -0.00526217 -0.00947597 -0.0107708 -0.0120536 0.0590826 0.0638038 0.0731656
1.00026 0.221619 0.0866601 0.89663 0.748223 -0.0147651 -0.0164379 -0.00926041 -0.00142521 -0.00207668 -0.00208384 -0.106052 -0.0610899 -0.060683
1.10195 0.220377 0.0858171 0.89579 0.726481 -0.0130559 -0.0167958 -0.0075758 -0.0122103 -0.00828928 -0.00825506 0.0355565 -0.000312218 0.0442167
1.29993 0.219353 0.0841638 0.895889 0.685948 -0.0164241 -0.0195272 -0.00976262 -0.00517091 -0.00835109 0.000498875 -0.0239097 0.0181398 -0.0373844
1.46826 0.217805 0.083272 0.894914 0.65327 -0.0185758 -0.0234956 -0.00978731 -0.00919564 -0.00529761 -0.00579405 -0.00403344 -0.0452231 0.0223675
1.59991 0.216525 0.0817908 0.894539 0.6288 -0.0264454 -0.0316487 -0.0122097 -0.00972665 -0.0112513 -0.00284931 -0.189361 -0.206987 -0.0413199
1.79967 0.207026 0.0712839 0.892321 0.593412 -0.0390888 -0.0424873 -0.0184146 -0.0475528 -0.0525983 -0.0111032 -0.152008 -0.0554038 -0.130497
2.10047 0.178968 0.050449 0.877173 0.543843 -0.0619155 -0.0603271 -0.0326343 -0.0932773 -0.069264 -0.0503573 0.183252 0.149687 0.0276146
2.33573 0.167166 0.0424387 0.866854 0.507979 -0.142207 -0.0926506 -0.0620612 -0.0501654 -0.0340487 -0.0438607 -2.06424 -0.668754 -0.579005
2.4706 0.122854 0.0256828 0.850407 0.488497 -0.130955 -0.0889033 -0.0626102 -0.328562 -0.124241 -0.121949 0.48552 0.255855 0.148636
2.84086 0.0677613 0.0147569 0.825632 0.438766 -0.168685 -0.0954324 -0.0802201 -0.148795 -0.0295088 -0.0669153 0.567877 0.191586 0.237691
2.93701 0.0587045 0.0136908 0.821395 0.426701 -0.175063 -0.0987794 -0.0862653 -0.0941931 -0.0110876 -0.0440611 0.508626 0.0834418 0.120854
3.03889 0.0543874 0.0134273 0.818161 0.414279 -0.213492 -0.100714 -0.091117 -0.0423738 -0.0025865 -0.0317483 -0.700809 0.0229011 0.0398664
3.20429 0.028207 0.013626 0.814 0.394879 -0.219619 -0.101008 -0.0965015 -0.158287 0.00120131 -0.0251545 0.273308 0.0217198 -0.0100516
3.50091 0.0053026 0.0158933 0.805654 0.362333 -0.293648 -0.0908928 -0.104604 -0.0772182 0.00764382 -0.028136 -1.53714 0.292582 0.0180408
3.60429 -0.0191111 0.019811 0.802938 0.351632 -0.262818 -0.0961555 -0.108127 -0.236139 0.037893 -0.0262708 0.658689 -0.0678489 -0.00863259
3.88166 -0.0339342 0.0251014 0.794988 0.324458 -0.287652 -0.0887527 -0.116898 -0.0534432 0.0190743 -0.0286651 -0.148069 0.0866598 -0.0176536
4.27803 -0.0783815 0.0462775 0.780852 0.289228 -0.339117 -0.0483178 -0.139006 -0.112134 0.0534242 -0.0356626 -0.174031 0.641664 -0.235899
4.47223 -0.106721 0.0808514 0.76503 0.273391 -0.417376 0.0239392 -0.323551 -0.145931 0.178034 -0.0814736 -1.63719 1.49758 -5.41313
4.5059 -0.113491 0.0885447 0.756148 0.270734 -0.361697 -0.0290106 -0.15605 -0.201061 0.228464 -0.263755 0.486465 -0.550299 0.654417
4.9042 -0.1164 0.0922411 0.754913 0.241203 -0.354445 -0.0386266 -0.156556 -0.00730313 0.00928059 -0.00310231 0.285668 -0.314158 -0.0457033
4.96895 -0.115675 0.0915249 0.75452 0.236716 -0.365555 -0.0226898 -0.151083 0.0111942 -0.0110615 -0.00606165 -0.135263 0.273212 0.148965
5.04821 -0.115638 0.0923644 0.754975 0.231338 -0.360776 -0.0307396 -0.155381 0.000473714 0.0105922 0.00574475 0.0487362 -0.0607064 -0.031939
5.27188 -0.113094 0.0916964 0.754662 0.216809 -0.36031 -0.0338249 -0.154253 0.0113748 -0.00298625 -0.00139921 -0.0351355 -0.0798585 0.038929
5.43655 -0.112173 0.0890393 0.755488 0.2067 -0.35504 -0.0384795 -0.153288 0.00558915 -0.0161362 0.00501108 0.126613 -0.0926935 0.0290179
5.63678 -0.105978 0.0820919 0.757654 0.19504 -0.336132 -0.0574486 -0.147812 0.0309413 -0.0346966 0.0108214 0.465313 -0.403896 0.121156
5.83577 -0.0813964 0.0591951 0.764605 0.184104 -0.313954 -0.0723452 -0.141034 0.123533 -0.115067 0.03493 0.138104 0.0883932 0.0518959
6.30999 0.00824104 0.0245066 0.79284 0.160451 -0.211182 -0.0866392 -0.113637 0.189023 -0.0731494 0.0595397 0.387148 0.642929 -0.0350228
6.40369 0.0293527 0.0232974 0.798111 0.15615 -0.215409 -0.0916608 -0.101398 0.225301 -0.0129043 0.056258 -0.509149 0.358787 0.195169
6.44204 0.0372439 0.0233302 0.800556 0.154423 -0.196138 -0.100499 -0.104049 0.205775 0.000854808 0.0637425 -0.0944208 0.0429603 0.0143026
6.87198 0.108262 0.031639 0.830605 0.136323 -0.155376 -0.0918458 -0.0813377 0.16518 0.0193252 0.0698917 -0.917419 0.0251263 -0.22733
6.97199 0.115605 0.0338229 0.835321 0.132426 -0.124988 -0.0891989 -0.0709233 0.0734315 0.0218381 0.0471571 0.0697789 0.037643 0.017541
7.37778 0.156894 0.0488834 0.857346 0.117725 -0.112272 -0.0831285 -0.0570043 0.101748 0.0371135 0.0542752 -0.897159 -0.269477 -0.252258
7.43977 0.159754 0.0501486 0.859741 0.115628 -0.0534234 -0.0526921 -0.0453217 0.0461362 0.0204097 0.0386387 1.02396 0.698694 0.0849604
7.50415 0.166968 0.054358 0.86258 0.113489 -0.0946155 -0.0780077 -0.0497078 0.112055 0.0653889 0.0441081 -0.683878 -0.354785 -0.157141
7.57264 0.171434 0.0571723 0.864864 0.111257 -0.0700983 -0.0640411 -0.0418305 0.0652126 0.0410879 0.0333448 0.0811845 0.0676441 0.0500971
7.71169 0.182071 0.0641932 0.870469 0.106861 -0.0738785 -0.0665835 -0.0434952 0.0765008 0.0504934 0.0403105 -0.400809 -0.254269 -0.196771
7.87351 0.183955 0.0657057 0.87184 0.101962 -0.0607677 -0.0573258 -0.0378343 0.0116403 0.00934663 0.00846829 0.139446 0.111764 0.0297965
8.12122 0.195395 0.0748786 0.875765 0.094895 -0.0503436 -0.0480026 -0.0339784 0.0461819 0.0370313 0.0158491 0.0161598 0.0476408 0.00942419
8.5413 0.217647 0.0988419 0.884086 0.0840117 -0.030793 -0.026334 -0.0270986 0.0529704 0.0570444 0.019808 -0.078828 -0.0669418 -0.0430674
8.9761 0.225775 0.110989 0.884557 0.0740597 -0.0255136 -0.0199103 -0.0261663 0.0186957 0.0279379 0.0010822 -0.0636363 -0.152364 0.0278884
9.13971 0.227131 0.111482 0.885481 0.0706282 -0.0247165 -0.0168474 -0.0269331 0.00828436 0.00301004 0.00564494 -0.0490011 0.00318066 -0.0369114
9.30765 0.22714 0.112077 0.885388 0.0672711 -0.024262 -0.01681 -0.0262489 5.52104e-05 0.00354419 -0.000553884 -0.0089778 -0.0115599 0.00626045
9.40814 0.227055 0.112316 0.885395 0.0653391 -0.0248576 -0.0176949 -0.0261867 -0.000846993 0.00238251 7.52457e-05 -0.020882 -0.0411957 0.00692277
9.57592 0.226325 0.111557 0.885603 0.0622362 -0.0342629 -0.0257663 -0.031379 -0.0043506 -0.00452936 0.00123676 -0.281537 -0.247929 -0.165207
10.0438 0.162652 0.0551578 0.850012 0.0543397 -0.228778 -0.110785 -0.100408 -0.136082 -0.120536 -0.0760636 -4.02338 -0.812145 -0.997378
10.1076 0.13763 0.0441744 0.841111 0.0533445 -0.083101 -0.0655615 -0.0650916 -0.392548 -0.172305 -0.13964 2.07401 1.10454 0.574163
10.2101 0.119183 0.0381171 0.832831 0.0517825 -0.258425 -0.110812 -0.120898 -0.179985 -0.059102 -0.0807949 -3.46239 -0.4462 -1.08727
10.3078 0.0684755 0.0280711 0.814533 0.0503347 -0.170317 -0.0933212 -0.093202 -0.518558 -0.102734 -0.187115 1.86274 0.545506 0.660713
10.4797 0.0343687 0.0265238 0.801889 0.0478883 -0.230142 -0.100543 -0.114613 -0.198504 -0.00900577 -0.0735917 0.153791 0.106077 0.065943
