t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.276606 -0.196321 0.834302 1 -0.00311869 -0.000452295 -0.00189897 0 0 0 -0.197592 -0.0286562 -0.120314
0.232376 0.265936 -0.197868 0.827806 0.873191 0.0643397 -0.0472987 0.0331769 -0.0459156 -0.00665901 -0.027958 2.53674 0.431687 2.08143
0.264234 0.267048 -0.197642 0.829027 0.857108 0.0335945 -0.0622288 0.00745002 0.0349004 0.00709376 0.0383526 -0.253624 -0.188899 -0.0766477
0.431893 0.26577 -0.201763 0.833303 0.777223 0.0572816 -0.098308 0.0167455 -0.00762189 -0.0245769 0.025502 0.00937551 0.039982 -0.0578492
1.03246 0.264574 -0.202102 0.827754 0.54745 0.124092 -0.19449 0.0323046 -0.00199128 -0.000565076 -0.0092403 -0.199983 -0.202344 0.406234
1.1324 0.262378 -0.204179 0.830887 0.516437 0.133324 -0.207351 0.0331835 -0.0219767 -0.0207865 0.0313571 0.0318607 0.0342824 -0.111123
1.40007 0.258778 -0.207287 0.831319 0.441754 0.153523 -0.240427 0.0381626 -0.0134484 -0.0116099 0.00161209 0.0332213 0.0227448 -0.00228167
1.67129 0.257574 -0.208763 0.831588 0.37709 0.171187 -0.266666 0.0436141 -0.0044381 -0.00544106 0.000993259 -0.0849411 0.0978867 0.0283792
1.77142 0.256278 -0.208326 0.831972 0.355688 0.177344 -0.273719 0.0434175 -0.0129433 0.00436035 0.00383487 0.0176348 0.123496 -0.124194
1.89971 0.254908 -0.205734 0.83042 0.330034 0.18293 -0.280972 0.0434883 -0.010681 0.0202031 -0.0120974 -0.0553849 0.0761365 -0.050579
2.37086 0.237581 -0.179314 0.813493 0.250699 0.186641 -0.287303 0.0311638 -0.036776 0.0560753 -0.035928 -0.123531 -0.142243 0.00661132
2.50165 0.230658 -0.174413 0.808907 0.232278 0.186248 -0.281582 0.0284568 -0.0529323 0.0374716 -0.0350634 0.0220936 0.493452 0.0349523
2.5677 0.227258 -0.169786 0.806743 0.223495 0.185278 -0.285972 0.0273664 -0.051473 0.0700636 -0.0327548 -0.00367103 -0.0345306 0.0489481
2.79994 0.215106 -0.155376 0.801776 0.19517 0.182122 -0.282944 0.0246156 -0.0523256 0.0620443 -0.0213872 0.018065 0.0253203 -0.00698697
3.07454 0.2021 -0.13643 0.795377 0.166273 0.179459 -0.276617 0.0209911 -0.047365 0.0689972 -0.0233058 0.0810968 -0.0633351 0.0451237
3.20024 0.197427 -0.128757 0.79316 0.154513 0.167674 -0.268614 0.0227182 -0.0371706 0.0610356 -0.0176334 -0.656904 0.308089 0.208068
3.27581 0.190867 -0.122386 0.793016 0.147847 0.170569 -0.268675 0.0205083 -0.0868103 0.0843167 -0.00191055 0.0932801 -0.0583154 -0.04294
3.67326 0.1711 -0.098086 0.785473 0.117243 0.162213 -0.258164 0.014403 -0.0497356 0.0611389 -0.0189773 0.00867388 -0.0059909 0.00229686
4.00394 0.155602 -0.0785237 0.779449 0.0966679 0.146938 -0.239042 0.00719424 -0.0468673 0.0591578 -0.0182178 -0.39515 0.511585 -0.17288
4.06807 0.150971 -0.0726265 0.77757 0.0931174 0.154064 -0.229726 0.0144834 -0.0722062 0.0919631 -0.0293037 0.423943 0.634469 0.454282
4.11348 0.148567 -0.0671425 0.777176 0.0906824 0.1485 -0.236747 0.00715836 -0.0529558 0.120773 -0.00867564 0.067151 -0.257807 -0.113091
4.30394 0.140917 -0.053492 0.771421 0.0811438 0.142311 -0.225753 0.00161237 -0.0401664 0.0716717 -0.0302147 -0.0989453 0.0997907 -0.0222394
4.70596 0.108777 -0.00854932 0.75568 0.0641756 0.06725 -0.0867753 0.00659423 -0.0799451 0.11179 -0.0391555 -2.9242 6.27084 1.26238
4.73987 0.102705 0.00244896 0.755803 0.0629184 0.110433 -0.183913 -0.0115038 -0.179087 0.324396 0.00364403 0.733738 -1.75256 -0.140487
4.90427 0.0930944 0.00841146 0.752605 0.0571627 0.103104 -0.174751 -0.0141728 -0.0584574 0.0362674 -0.0194527 0.0823285 0.232428 -0.00288546
5.13619 0.0839651 0.0293242 0.747938 0.0499272 0.0881494 -0.142992 -0.0160544 -0.0393637 0.0901721 -0.0201218 -0.536232 0.802007 0.143662
5.27987 0.0672402 0.0588354 0.748013 0.045912 0.07533 -0.119606 -0.0160009 -0.116407 0.205401 0.000518886 0.0694127 -0.134833 0.00665577
5.90501 0.0215958 0.134547 0.750938 0.0318784 0.0372646 -0.0559987 -0.0108582 -0.0730147 0.121112 0.00467967 0.0297078 -0.0596859 0.0581955
6.17261 0.00418423 0.162683 0.756358 0.0272696 0.0209781 -0.0354727 -0.00412925 -0.0650648 0.10514 0.0202529 -0.0340506 -0.331633 0.0314262
6.24095 -0.00042134 0.168319 0.757889 0.0262035 0.0194263 -0.0318323 -0.0045083 -0.0673918 0.0824759 0.0224006 0.1518 -0.301984 -0.106717
6.34089 -0.00564045 0.173546 0.759062 0.024719 0.01485 -0.0268948 -0.00414118 -0.0522203 0.0522945 0.0117349 0.0775684 -0.110718 -0.104238
6.53981 -0.0129587 0.179567 0.757272 0.02201 0.00724531 -0.0180742 -0.00497407 -0.0367909 0.0302712 -0.00899947 -0.0809067 0.261783 0.061291
6.80718 -0.0285792 0.206375 0.759247 0.0188304 -0.0054106 0.00545216 -0.00246816 -0.0584229 0.100264 0.00738792 0.167431 -0.260193 -0.0127651
