t x y z s fx fy fz
0 0.226909 0.218889 0.855642 1 -0.00116505 -0.00161822 0.000224045
0.4358 0.181521 0.155846 0.86437 0.438955 0.175943 0.0789653 0.025057
0.768987 0.153571 0.134484 0.861704 0.233903 0.233013 0.11945 0.0254773
0.973741 0.130501 0.118095 0.857667 0.158867 0.238884 0.123784 0.021953
1.07224 0.119446 0.112604 0.854296 0.13189 0.239723 0.126912 0.0188578
1.30679 0.102164 0.102407 0.847803 0.0846757 0.241373 0.128327 0.0138389
1.47046 0.0730697 0.0833645 0.842 0.0621537 0.216445 0.111911 0.00817277
1.76803 0.0406786 0.0632818 0.831444 0.0354252 0.160699 0.0810571 -0.000800006
1.80367 0.0265419 0.0552309 0.830407 0.0331184 0.166939 0.0846829 -0.00214714
1.94566 -0.0057646 0.0378223 0.825988 0.0253259 0.144452 0.0738562 -0.00649211
2.10516 -0.0561457 0.0117652 0.820914 0.0187366 0.0905799 0.0466465 -0.0106074
