t x y z s fx fy fz
0 -0.0266464 0.147975 0.763827 1 -3.67042e-05 -0.000242919 -6.45818e-06
1.87095 -0.0340137 0.0992154 0.762531 0.372276 -0.00886738 0.0108693 0.0884831
2.27207 -0.0380847 0.0949511 0.762235 0.301204 -0.0129221 0.0155007 0.0993461
2.43416 -0.0391254 0.0951067 0.763605 0.276492 -0.0127258 0.0203124 0.102749
2.53983 -0.0389464 0.0967793 0.763642 0.261484 -0.0369025 0.00109605 0.0924934
2.77041 -0.110872 0.0357063 0.723929 0.231504 -0.0568908 -0.0595007 -0.162917
2.8341 -0.117642 0.0191683 0.662345 0.223846 -0.0999981 -0.0613584 0.0124831
3.00978 -0.133502 -9.37851e-05 0.650628 0.204011 -0.109441 -0.0738516 -0.0048924
3.57023 -0.065182 0.0520338 0.619469 0.151742 -0.031192 -0.00712663 -0.0247399
4.30923 -0.0494252 0.0479345 0.678074 0.102708 -0.00439315 0.00674521 0.110977
4.41177 -0.0365464 0.0592277 0.723114 0.0972933 -0.0038387 0.00701671 0.110377
5.00769 -0.0413193 0.0795732 0.630617 0.071023 -0.0181409 0.0242391 -0.0120178
5.44357 -0.0606352 0.0823052 0.586 0.0564187 -0.0381925 0.0274069 -0.0493357
6.57405 -0.031629 0.11781 0.660547 0.0310546 -0.006848 0.0583195 0.0374885
6.97533 -0.047236 0.0479628 0.651825 0.0251239 -0.0246886 -0.0155018 0.0253777
7.54398 -0.0555765 0.0397511 0.635658 0.0186062 0.0850818 0.0907873 0.179984
7.60607 -0.030685 0.0619561 0.671532 0.0180059 0.0138742 0.0255529 0.0725957
8.08501 -0.0566142 0.0189431 0.588738 0.0139818 -0.0333431 -0.0369656 -0.0432928
