t x y z s fx fy fz
0 0.195768 0.238394 0.718984 1 0.00217789 -0.00701505 0.00123731
0.303635 0.210229 0.191815 0.7272 0.817575 0.104623 0.0296237 0.026903
0.636693 0.219612 0.208851 0.728568 0.655509 0.188853 0.126398 0.0422236
0.941907 0.219751 0.208744 0.728123 0.535366 0.244791 0.177158 0.0530889
1.14031 0.219585 0.207327 0.728432 0.469346 0.275869 0.204834 0.0595433
1.63448 0.217178 0.199699 0.72663 0.338167 0.335228 0.253908 0.0691058
1.80656 0.215614 0.19423 0.724506 0.301687 0.351145 0.264513 0.0713649
1.93454 0.214661 0.190092 0.724123 0.277132 0.361203 0.269711 0.0728963
2.40295 0.201234 0.14917 0.719148 0.203117 0.376777 0.241018 0.0701117
2.467 0.197946 0.138402 0.717185 0.194668 0.380266 0.243196 0.0720209
2.67659 0.186792 0.0996671 0.712421 0.169401 0.379198 0.214519 0.0696859
2.90269 0.167837 0.0548313 0.706765 0.145808 0.370776 0.181328 0.0664077
3.3707 0.131384 -0.0143906 0.698432 0.106894 0.348004 0.119463 0.0619394
3.43467 0.124877 -0.0276903 0.697222 0.102453 0.346483 0.117639 0.0612224
4.17536 0.0429954 -0.10894 0.680545 0.062682 0.285441 0.0661264 0.0468466
4.30642 0.0316731 -0.117069 0.676111 0.0574628 0.273595 0.0576915 0.0423219
4.64266 -0.0185928 -0.152972 0.658465 0.0459748 0.230102 0.0282026 0.0274163
4.91885 -0.0359793 -0.16355 0.658 0.0382783 0.213755 0.0214266 0.0277021
5.07395 -0.0561536 -0.1735 0.654333 0.0345359 0.202076 0.016284 0.0260446
5.17261 -0.064282 -0.177631 0.653161 0.0323482 0.191147 0.0111627 0.0246045
5.47041 -0.0977198 -0.195361 0.650444 0.0265496 0.156005 -0.00420894 0.0222737
5.80691 -0.161449 -0.211095 0.645086 0.0212381 0.0928869 -0.0157395 0.0172606
6.17112 -0.213216 -0.216486 0.640922 0.0166799 0.0590716 -0.0135803 0.0126436
6.27118 -0.217804 -0.215172 0.638975 0.0156088 0.0441319 -0.013646 0.0118642
6.47241 -0.244857 -0.213929 0.637015 0.0136583 0.022904 -0.0107293 0.00933304
6.64474 -0.253675 -0.210842 0.633296 0.0121829 0.013855 -0.00723854 0.00528697
