t x y z s fx fy fz
0 0.319183 0.128653 0.802482 1 -0.00989115 0.000156104 0.00148013
0.0675971 0.314728 0.128724 0.803148 0.940475 0.0213571 0.0201462 0.000352316
0.337964 0.288248 0.114997 0.831716 0.735773 0.108687 0.0801029 0.0132984
0.532076 0.277787 0.10874 0.836926 0.616889 0.167968 0.119926 0.00594445
0.768754 0.278159 0.109941 0.842923 0.497607 0.237794 0.176654 0.00327114
0.835751 0.278674 0.11464 0.845063 0.468242 0.250498 0.18765 0.0042537
0.935585 0.275838 0.121161 0.84984 0.427668 0.270941 0.208275 0.00614077
1.14187 0.271686 0.130861 0.8621 0.354626 0.307648 0.242827 0.01047
1.30217 0.268826 0.135061 0.865247 0.306594 0.329763 0.263691 0.00672015
1.63849 0.244544 0.138478 0.849667 0.225921 0.346533 0.295369 -0.0190904
2.03694 0.210654 0.134623 0.833914 0.157345 0.348254 0.314778 -0.0410244
2.20467 0.192285 0.130982 0.824243 0.135119 0.331928 0.318777 -0.0574851
2.35726 0.153689 0.127213 0.805173 0.11764 0.297064 0.319954 -0.0804553
2.43688 0.131901 0.124357 0.79463 0.109436 0.28953 0.320601 -0.0843634
2.51043 0.116536 0.121748 0.78863 0.102366 0.273502 0.320564 -0.0939547
3.02127 -0.0270093 0.103316 0.732625 0.0643784 0.15047 0.315806 -0.153106
3.3098 -0.0709253 0.0906386 0.716283 0.049542 0.0753141 0.271826 -0.16343
3.37725 -0.102012 0.0713792 0.714407 0.0465994 0.0387999 0.258054 -0.160604
3.43648 -0.138266 0.0508916 0.715076 0.0441594 0.0306314 0.251102 -0.162812
3.73787 -0.194009 0.0156244 0.723123 0.0335883 0.0132436 0.233938 -0.154335
3.87062 -0.203468 0.00259918 0.727397 0.0297747 0.000723235 0.20388 -0.144899
4.01253 -0.226781 -0.0484122 0.742681 0.0261755 -0.0204779 0.151305 -0.128863
4.73886 -0.252933 -0.215751 0.804667 0.0135366 -0.0239265 0.00932017 -0.0555157
4.87153 -0.247239 -0.227308 0.840395 0.0120004 -0.0151161 0.00147021 -0.0204186
