t x y z s fx fy fz
0 0.135796 0.186946 0.873936 1 5.93918e-05 -0.000751808 0.000606911
0.233891 0.13607 0.183472 0.876741 0.83361 0.0889582 0.046575 0.0331512
0.581513 0.144355 0.188023 0.880778 0.636054 0.201021 0.110467 0.0711333
0.63407 0.145204 0.188225 0.8812 0.610567 0.207671 0.124161 0.0824151
0.665358 0.14499 0.188719 0.881938 0.595883 0.22164 0.124664 0.0796604
0.837073 0.143308 0.188954 0.882049 0.521356 0.259758 0.147244 0.0922445
1.10766 0.143949 0.189663 0.881148 0.422374 0.312724 0.176869 0.109136
1.2991 0.142961 0.186639 0.882222 0.36392 0.342295 0.191363 0.120416
1.6025 0.140771 0.184262 0.88136 0.287394 0.377741 0.21018 0.131313
1.90325 0.11839 0.163571 0.870691 0.227432 0.380653 0.202525 0.125961
2.10327 0.0934167 0.142766 0.851418 0.194652 0.368386 0.189952 0.109715
2.26728 0.0659741 0.124262 0.833571 0.171331 0.347365 0.175965 0.0981066
2.46569 0.0156387 0.0938997 0.81979 0.146821 0.314751 0.15633 0.0904958
2.70286 -0.00955739 0.0789743 0.806568 0.12208 0.30825 0.152449 0.0826396
3.86976 -0.155391 0.0037107 0.795519 0.0492405 0.177588 0.0885775 0.0965384
3.93769 -0.172374 -0.00478765 0.798173 0.0467053 0.172688 0.086644 0.0939811
4.30125 -0.261635 -0.0429152 0.795161 0.0351974 0.0943488 0.0552128 0.0878738
4.44118 -0.28839 -0.0541844 0.789988 0.0315666 0.0673618 0.0401538 0.0864754
4.60174 -0.324343 -0.0780235 0.791183 0.0278593 0.0457394 0.0252307 0.0814481
4.76947 -0.331268 -0.0818682 0.774432 0.0244507 0.0416613 0.0230086 0.0640643
5.1742 -0.38117 -0.115772 0.744975 0.0178453 -0.000136933 -0.00324087 0.0397878
5.27722 -0.385305 -0.116049 0.739617 0.0164706 -0.000234215 -0.00426451 0.0325498
5.41273 -0.382322 -0.115017 0.730099 0.0148224 0.00180516 -0.00313483 0.0236971
5.74473 -0.393106 -0.11643 0.710632 0.0114479 -0.00174271 -0.0027479 0.00173701
5.83983 -0.389788 -0.115753 0.70222 0.0106314 -0.00968426 -0.00398712 -0.000393917
