t x y z s fx fy fz
0 0.0465792 0.0599695 0.548107 1 -0.00109239 -0.00240366 -0.00105852
0.371557 0.0340342 0.0323657 0.535951 0.752261 -0.00941676 -0.02601 -0.0483269
0.47151 0.0323238 0.032247 0.531333 0.696803 -0.0109398 -0.0289402 -0.0574936
0.737873 0.0264245 0.0293699 0.531506 0.568173 -0.0155959 -0.033167 -0.0660421
1.06773 0.0129088 0.0200477 0.582609 0.441289 -0.0260791 -0.0408082 -0.0215795
1.47191 0.0222622 0.047896 0.663973 0.32377 -0.0110809 -0.0145489 0.00551278
1.67579 0.0264641 0.0373003 0.559654 0.276948 -0.0103142 -0.0261241 -0.0846054
1.83732 0.0208049 0.0350026 0.567961 0.244711 -0.0020333 0.0140648 0.0939882
1.8722 0.0210237 0.0387569 0.586552 0.238257 -0.0175744 -0.0166287 -0.0237361
2.07819 0.00351517 0.0491369 0.651808 0.203472 -0.0262311 -0.0127178 -0.0124071
2.30207 0.0307951 0.0411874 0.544413 0.1714 0.00538381 -0.0226716 -0.136148
2.74378 0.0262563 0.043973 0.595789 0.12219 -0.0117751 -0.0171292 -0.0890564
2.87308 0.0176657 0.0451567 0.562027 0.110666 -0.0180323 -0.0163107 -0.113507
3.3076 0.0193023 0.0439621 0.596981 0.0793289 0.0254623 -0.0290475 -0.318967
3.34974 0.024925 0.0422605 0.562338 0.0768088 0.000708151 -0.0191277 -0.137945
3.70107 0.0202515 0.0717751 0.67603 0.0586826 -0.0104937 0.0129523 0.0141114
4.04003 0.0279039 0.0594996 0.569727 0.0452608 -0.00718291 0.0041778 -0.0771634
4.23986 0.010816 0.0855458 0.676913 0.0388359 -0.017184 0.0234374 0.00157017
4.47231 0.0365362 0.0634818 0.565519 0.0325002 0.00921447 0.00198667 -0.100555
4.67191 0.0359917 0.0747795 0.630246 0.0278916 -0.00453027 0.0287926 0.00305572
4.81072 0.0196403 0.100416 0.700905 0.0250776 -0.0111104 0.034342 0.0228511
5.01186 0.0297727 0.0687585 0.631553 0.021496 0.00167663 -0.000387592 -0.0800697
5.17615 0.0326688 0.0588137 0.557457 0.0189536 -0.00102215 -0.00125478 -0.100726
5.3756 0.0192926 0.0715843 0.651137 0.0162677 -0.014533 0.012851 0.00154914
5.60821 0.014004 0.0761602 0.679736 0.0136122 0.00203444 -0.00418879 -0.0706582
5.70864 0.0286174 0.0614093 0.618772 0.0126041 0.00594613 -0.00795356 -0.0780026
