t x y z s fx fy fz
0 0.162987 0.271231 0.865012 1 0.00542796 -0.00941249 -7.24718e-05
0.232134 0.205522 0.197473 0.864444 0.732775 0.192113 -0.0116301 0.0109758
0.704733 0.191621 0.156391 0.849863 0.389104 0.337085 0.0789179 0.0104751
0.866279 0.185075 0.150741 0.846963 0.313399 0.362707 0.0941087 0.01082
0.970182 0.171569 0.137223 0.843827 0.272683 0.368932 0.0926719 0.00957556
1.21431 0.148908 0.114208 0.839238 0.196631 0.387649 0.0975925 0.00897835
1.56632 0.121923 0.0977262 0.829543 0.122714 0.397314 0.106272 0.00218485
1.80034 0.0866297 0.0686584 0.82425 0.0896941 0.374372 0.0848122 -0.00102485
1.96433 0.0617611 0.0540858 0.821649 0.0720067 0.358855 0.0781014 -0.00237076
2.06454 0.0471078 0.0457825 0.820247 0.0629631 0.350107 0.0732272 -0.0031829
2.16829 0.0337831 0.0377383 0.819012 0.054794 0.339303 0.0672809 -0.00363851
2.60054 -0.0776617 -0.0145513 0.823605 0.0307115 0.229627 0.0199085 0.00350795
2.93599 -0.180471 -0.0509753 0.823901 0.0195962 0.128789 -0.0106591 0.00350561
