t x y z s fx fy fz
0 0.239377 0.201671 0.778728 1 0.000751759 -0.000473912 0.000360322
0.338874 0.248753 0.19576 0.783222 0.712503 0.13256 0.0662498 0.0149984
0.394572 0.248434 0.194386 0.782272 0.673893 0.151302 0.0758949 0.0186825
0.740428 0.240926 0.191168 0.781679 0.476809 0.228911 0.125675 0.028177
0.876892 0.237129 0.191264 0.780025 0.41597 0.252117 0.141769 0.0296766
1.06959 0.233487 0.191096 0.779099 0.343044 0.278784 0.161185 0.0320799
1.3003 0.217084 0.194631 0.774457 0.272348 0.29067 0.183702 0.0300527
2.26742 0.131512 0.184798 0.739667 0.103513 0.277062 0.215574 0.00234411
3.36744 -0.067959 0.140375 0.691135 0.0344447 0.103113 0.183255 -0.0412173
3.46741 -0.08313 0.132599 0.689099 0.0311667 0.0842372 0.17087 -0.041648
3.63552 -0.124187 0.102451 0.690295 0.0263428 0.045869 0.140025 -0.0388585
3.96715 -0.160062 0.061681 0.697432 0.0189059 0.0223789 0.103623 -0.0300786
4.53707 -0.196032 -0.0453531 0.723222 0.0106909 -0.00553103 -0.00812258 0.00329373
