t x y z s fx fy fz
0 0.19908 0.255742 0.766757 1 0.00508765 -0.0153514 0.00616385
0.233394 0.212691 0.214672 0.783247 0.899807 0.0626495 -0.00735373 0.0346765
1.00361 0.207661 0.21324 0.768099 0.635098 0.173987 0.120713 0.0521378
1.76772 0.206852 0.212664 0.771407 0.4495 0.258097 0.203295 0.081996
1.90758 0.206917 0.212562 0.770704 0.421944 0.269608 0.213278 0.0870077
2.00462 0.206503 0.211451 0.770803 0.403823 0.278281 0.222637 0.0887952
2.20381 0.206204 0.211252 0.770691 0.369029 0.293833 0.2361 0.0934485
3.2355 0.208442 0.117123 0.759346 0.231411 0.356534 0.157799 0.104865
3.33528 0.207515 0.0887124 0.760161 0.221198 0.360995 0.164178 0.104327
3.70344 0.200318 0.0373941 0.759111 0.187265 0.368543 0.134717 0.105942
3.80332 0.198205 0.0243059 0.757951 0.178992 0.369751 0.126019 0.107287
4.23613 0.183319 -0.0172881 0.755914 0.147166 0.35818 0.0836863 0.113586
4.30538 0.178444 -0.0278203 0.756416 0.142628 0.367514 0.100446 0.108134
4.4398 0.173221 -0.0360168 0.753704 0.134214 0.327012 0.00014596 0.106455
4.48218 0.168298 -0.046559 0.752684 0.131665 0.359201 0.0735865 0.105865
4.60717 0.158169 -0.0704232 0.748565 0.124428 0.352133 0.0559232 0.104685
4.97626 0.143998 -0.0926656 0.7448 0.105295 0.3475 0.0461333 0.104191
5.61957 0.106698 -0.143449 0.733521 0.0787101 0.322941 0.0108655 0.0958089
5.87147 0.0976738 -0.148705 0.727667 0.0702336 0.304799 -0.00187092 0.0911032
5.9754 0.0869686 -0.15712 0.725247 0.0670082 0.303357 -0.000886161 0.0897262
6.21265 0.064313 -0.172027 0.721325 0.0601892 0.284497 -0.0115829 0.0870058
6.4717 0.0417808 -0.184704 0.717725 0.053534 0.267991 -0.0185931 0.0832315
6.63952 0.0312078 -0.189408 0.713803 0.0496205 0.256701 -0.0226817 0.0810162
7.07547 -0.0124189 -0.206016 0.711531 0.0407397 0.220121 -0.0332044 0.0783942
7.23977 -0.0227691 -0.208908 0.707506 0.0378217 0.159002 -0.0549582 0.0778994
7.30797 -0.0386753 -0.214554 0.706395 0.0366727 0.202202 -0.0350975 0.0747874
7.43981 -0.0497947 -0.21577 0.703864 0.0345496 0.182423 -0.0401377 0.0723393
8.15024 -0.108428 -0.222151 0.68011 0.0250541 0.125135 -0.0411278 0.049505
8.36399 -0.132981 -0.221544 0.673938 0.022745 0.107666 -0.0394281 0.0445433
8.51922 -0.143892 -0.220952 0.670531 0.0212027 0.0949359 -0.0382213 0.0403871
8.8754 -0.173042 -0.219812 0.658479 0.0180476 0.0734467 -0.0340814 0.0283589
9.0207 -0.178091 -0.217681 0.65352 0.0168996 0.0589617 -0.0316032 0.0278497
9.11268 -0.184432 -0.216159 0.652155 0.0162109 0.0584179 -0.029852 0.0234214
9.3769 -0.199313 -0.211212 0.646123 0.0143846 0.0455492 -0.0214182 0.0107552
9.47973 -0.204572 -0.207914 0.640247 0.0137309 0.0393511 -0.0189014 0.00921981
9.61031 -0.211814 -0.203413 0.633222 0.0129433 0.0314129 -0.0168528 0.00606106
9.77682 -0.222875 -0.201275 0.629679 0.0120043 0.0227335 -0.0135352 0.00269412
10.0197 -0.234389 -0.198015 0.627728 0.0107553 0.00137061 -0.00661817 -0.000537839
