t x y z s fx fy fz
0 0.208565 -0.0390907 0.791763 1 0.000163481 -0.00471551 -0.00125427
0.198634 0.209661 -0.0707015 0.783354 0.732835 0.128536 -0.097274 0.0636303
0.498503 0.185164 -0.0928191 0.7751 0.458366 0.229777 -0.166749 0.133204
0.998477 0.129481 -0.0770981 0.727188 0.209616 0.291624 -0.19278 0.149995
1.13012 0.114953 -0.0743668 0.71363 0.170592 0.289185 -0.19533 0.143803
1.36635 0.0248901 -0.0414589 0.657585 0.117874 0.217108 -0.168932 0.101006
1.49829 0.00439668 -0.033966 0.647003 0.0958849 0.206791 -0.162668 0.0990327
1.79792 -0.202938 0.0874061 0.552051 0.0599954 -0.0113283 -0.0297304 0.0023069
2.16618 -0.241429 0.107305 0.541358 0.0337167 0.00779534 -0.0419202 0.0208133
2.29843 -0.249886 0.111247 0.53937 0.0274136 0.00470227 -0.0387714 0.0207649
2.53413 -0.260181 0.132887 0.53137 0.0189576 0.000131053 -0.0152624 0.0140481
2.69824 -0.265775 0.14591 0.526312 0.0146639 -0.00272243 -0.00680792 0.0118557
2.79047 -0.268689 0.148824 0.525615 0.0126931 -0.00449634 -0.00397769 0.00840335
