t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.331133 0.219717 0.807901 1 -0.00646939 -0.00729098 0.00642641 0 0 0 -0.348699 -0.392983 0.346383
0.167745 0.321321 0.208659 0.817648 0.920098 0.029107 0.0351691 0.00677924 -0.0584926 -0.0659209 0.058104 0.272139 0.430748 -0.355331
0.332369 0.319067 0.20948 0.817583 0.847894 0.0614809 0.0727911 0.00900074 -0.0136919 0.00499064 -0.000392146 0.01805 -0.0771192 0.12646
0.534062 0.31704 0.20735 0.822649 0.767108 0.0978782 0.115036 0.00969875 -0.0100514 -0.0105638 0.025114 -0.0593104 -0.015302 -0.146234
0.729789 0.3128 0.204696 0.821962 0.696078 0.125795 0.148044 0.00798429 -0.02166 -0.0135588 -0.00350805 -0.143668 -0.19328 0.0116713
0.89923 0.305005 0.196849 0.821703 0.639921 0.147286 0.173634 0.00588774 -0.0460032 -0.0463083 -0.00153046 0.0709221 0.0950399 -0.0373396
1.20268 0.297576 0.191548 0.8178 0.550431 0.186616 0.219166 0.000245416 -0.0244819 -0.0174685 -0.0128611 0.127004 0.0317404 0.0184154
1.32776 0.296501 0.18986 0.816479 0.517292 0.200612 0.235895 -0.000135554 -0.00859635 -0.0134985 -0.0105577 -0.0113883 0.0187626 0.093095
1.46905 0.295059 0.188327 0.816846 0.482252 0.215502 0.251948 -0.00200585 -0.0102054 -0.0108476 0.00259546 -0.0475697 -0.089304 -0.0537337
1.59687 0.292977 0.185482 0.8163 0.452602 0.226965 0.263712 -0.00265262 -0.0162858 -0.0222625 -0.00427284 -0.0702932 -0.129508 0.00539693
1.73142 0.289514 0.180142 0.815823 0.423357 0.235858 0.270935 -0.0042488 -0.0257439 -0.0396881 -0.00354667 -0.130053 -0.238959 -0.0274048
1.89623 0.281738 0.16711 0.814494 0.390098 0.230048 0.241805 -0.00564754 -0.0471785 -0.0790717 -0.00806336 -0.798042 -1.90692 0.0258772
1.96638 0.274502 0.15218 0.814056 0.376747 0.238788 0.260775 -0.00761559 -0.103157 -0.212832 -0.0062482 -0.0192392 0.16763 -0.0511708
2.3703 0.229696 0.093562 0.803183 0.308294 0.229544 0.248128 -0.0203884 -0.110928 -0.145123 -0.0269172 0.129447 0.281227 0.0186354
2.56535 0.212984 0.0759551 0.798642 0.279842 0.223212 0.240427 -0.0266065 -0.0856803 -0.0902712 -0.0232825 -0.183285 -0.296297 -0.0591098
2.63438 0.206196 0.0683116 0.796753 0.270414 0.225081 0.243651 -0.0267867 -0.0983327 -0.110725 -0.0273629 0.0956541 0.107406 0.0626612
2.7651 0.194976 0.0556728 0.794247 0.253423 0.224096 0.240637 -0.0289047 -0.0858285 -0.0966844 -0.0191716 0.138812 0.0526226 0.0621088
3.05381 0.181767 0.0321452 0.793889 0.219584 0.162014 0.15479 -0.0376883 -0.0457517 -0.0814916 -0.00124007 -3.58123 -4.38698 -0.442589
3.09919 0.172315 0.0194114 0.792921 0.214692 0.216673 0.223888 -0.0327685 -0.208278 -0.280586 -0.021326 0.528882 0.837904 -0.0232286
3.347 0.15318 0.0013345 0.78621 0.18984 0.206954 0.216768 -0.0410002 -0.0772175 -0.0729473 -0.0270823 -0.250945 -0.312383 -0.0510801
3.59919 0.117747 -0.0369284 0.776132 0.167501 0.186415 0.194583 -0.0505802 -0.140502 -0.151726 -0.0399639 0.267665 0.268994 0.061566
3.90066 0.0997169 -0.0582217 0.769679 0.144218 0.15457 0.147384 -0.0440025 -0.0598073 -0.07063 -0.0214032 -1.4801 -2.21143 0.699107
3.97529 0.0870104 -0.0758089 0.771975 0.138973 0.170813 0.174651 -0.0542728 -0.170264 -0.235665 0.0307698 0.474429 0.845679 -0.224189
4.10352 0.0729784 -0.0921228 0.772235 0.130402 0.139211 0.122772 -0.0426246 -0.109428 -0.127222 0.00202183 -0.991982 -1.84923 0.537349
4.17069 0.0611522 -0.109012 0.774795 0.126125 0.15001 0.147788 -0.0497057 -0.17606 -0.251437 0.0381162 0.435977 0.880971 -0.15179
4.30033 0.0456551 -0.126802 0.777185 0.118264 0.141606 0.135537 -0.0484395 -0.11954 -0.137229 0.0184383 0.338439 0.394886 -0.109182
4.46786 0.0351273 -0.138709 0.77721 0.108826 0.135555 0.128816 -0.0488275 -0.0628428 -0.071075 0.000147399 0.0574642 0.0745273 -0.0332388
4.77198 0.0213305 -0.153432 0.774181 0.0935761 0.116859 0.0993229 -0.0467111 -0.045367 -0.04841 -0.00996107 -0.693097 -1.28487 0.309018
4.93193 -0.00366004 -0.19405 0.780494 0.0864327 0.103816 0.0867107 -0.0497398 -0.156233 -0.253933 0.0394686 0.296905 1.00282 -0.425232
5.06933 -0.0195213 -0.210008 0.777889 0.0807336 0.089262 0.0683958 -0.049323 -0.115438 -0.116145 -0.0189587 0.0203869 0.041872 0.0253537
5.60398 -0.0754123 -0.260136 0.775 0.0619134 0.0455885 0.03565 -0.0559351 -0.104538 -0.0937578 -0.00540334 0.129939 0.310535 -0.220717
5.70055 -0.0842959 -0.266294 0.77242 0.0590152 0.0352768 0.0271131 -0.0491063 -0.0919893 -0.0637688 -0.0267184 -0.0839754 -0.048531 0.392261
5.77003 -0.091092 -0.270959 0.772457 0.0570145 0.0345549 0.0264324 -0.0544905 -0.0978234 -0.0671404 0.000533118 0.218773 0.122888 -0.0291979
5.97007 -0.101906 -0.279472 0.771395 0.0516246 0.00401761 -0.00304333 -0.0382201 -0.0540602 -0.042558 -0.00530761 -1.19745 -1.28595 0.938873
6.04511 -0.112706 -0.289907 0.776284 0.0497368 0.011502 0.00814438 -0.0469244 -0.14392 -0.13906 0.0651481 0.171502 0.288559 -0.13146
6.36685 -0.141258 -0.304777 0.783636 0.0423946 -0.00442584 0.00576662 -0.0443483 -0.0887405 -0.0462179 0.0228519 0.392235 0.295739 -0.177207
6.50053 -0.146111 -0.305671 0.783525 0.0396726 -0.0114532 -0.0030715 -0.0325335 -0.0363089 -0.00668533 -0.000836147 -0.049503 -0.404086 0.582717
6.73795 -0.157523 -0.330037 0.816175 0.0352615 -0.0123357 -0.00238417 -0.0387668 -0.0480623 -0.102626 0.137517 0.458309 1.27751 -2.17541
6.80399 -0.158698 -0.331244 0.815769 0.0341243 -0.0189431 -0.0195914 -0.00881556 -0.0177974 -0.0182648 -0.00613874 -0.0103841 -0.0255089 0.154571
7.07393 -0.164259 -0.338033 0.825375 0.0298446 -0.0204496 -0.021659 -0.00177791 -0.0206005 -0.0251506 0.0355858 0.108772 0.134766 -0.180472
7.34747 -0.161755 -0.334828 0.821605 0.0260548 -0.0162224 -0.0163141 -0.00486524 0.00915411 0.0117147 -0.0137823 -0.0417589 -0.0404117 0.0983505
7.6668 -0.16309 -0.335208 0.827233 0.0222353 -0.0151908 -0.0133872 -0.00271003 -0.00418057 -0.00118979 0.0176235 0.0493345 0.0863234 -0.236168
7.90476 -0.161291 -0.330603 0.818053 0.0197578 -0.0127851 -0.0104707 -0.00513234 0.00755905 0.0193517 -0.0385751 -0.0398988 -0.177465 0.401592
8.04566 -0.161018 -0.3314 0.820591 0.018423 -0.0113257 -0.00857044 -0.00756658 0.00193716 -0.00565373 0.0180108 0.0159457 0.0487095 -0.137782
8.28557 -0.159635 -0.329953 0.816982 0.0163545 -0.00924586 -0.00851047 -0.00487534 0.00576261 0.00603188 -0.0150437 -0.0194681 -0.14397 0.363351
8.37193 -0.159283 -0.330505 0.818393 0.0156681 -0.00848638 -0.00590813 -0.0107667 0.0040813 -0.00640171 0.016336 -0.00752901 0.0656034 -0.18079
8.5074 -0.158868 -0.330169 0.817288 0.0146491 -0.00615804 -0.00487299 -0.00838956 0.00306137 0.00248539 -0.00815506 0.0736528 0.0300689 0.126036
8.57253 -0.158356 -0.329879 0.817292 0.014183 -0.00908254 -0.00668675 -0.00637457 0.0078583 0.00444375 5.35119e-05 -0.146982 -0.106608 0.195377
8.6725 -0.15904 -0.330501 0.81925 0.0134963 -0.0081247 -0.00633784 -0.00491125 -0.00683637 -0.00621448 0.0195865 -0.00578773 -0.0233757 0.0752646
8.87454 -0.160657 -0.33271 0.826279 0.0122083 -0.00826674 -0.00757988 0.00123038 -0.0080057 -0.0109372 0.0347927 0.0454001 0.0132066 -0.0445264
9.14073 -0.159572 -0.334686 0.832386 0.010697 -0.00541817 -0.00554294 -0.000907243 0.00407941 -0.00742175 0.0229401 0.042284 0.167545 -0.430138
