t x y z s fx fy fz
0 0.189344 0.201995 0.753667 1 0.000730039 7.86109e-06 -3.91834e-05
0.199735 0.190724 0.20201 0.753593 0.916513 0.0419297 0.0353357 0.00744869
0.901419 0.19232 0.205582 0.7585 0.674729 0.159127 0.139231 0.0331889
0.999976 0.192465 0.20525 0.7588 0.646319 0.172696 0.151961 0.0363279
1.36781 0.19101 0.204283 0.758963 0.550454 0.216745 0.190994 0.0533731
1.46788 0.190455 0.20383 0.763062 0.526929 0.225765 0.198327 0.0514694
1.66788 0.185727 0.198466 0.765284 0.482882 0.242916 0.210318 0.0570894
2.33171 0.179377 0.148177 0.75279 0.361416 0.293581 0.202282 0.0484981
2.43263 0.1774 0.137594 0.748457 0.345841 0.303864 -0.188875 0.0868314
2.46961 0.176907 0.108404 0.749358 0.340304 0.302436 0.158045 0.0538749
2.8011 0.169529 0.0778741 0.747272 0.294463 0.313169 0.151303 0.0529282
2.99987 0.158254 0.0342927 0.742095 0.269993 0.313406 0.131277 0.048219
3.23631 0.142696 0.0119196 0.730605 0.243519 0.315489 -0.0879561 0.0605343
3.26937 0.140777 -0.00198227 0.730111 0.24003 0.310699 0.0873999 0.041357
4.03577 0.0878904 -0.0764564 0.704296 0.171786 0.289928 0.0616012 0.0208433
4.83619 0.0338102 -0.156864 0.691494 0.121133 0.257037 0.000869901 0.0146346
5.17328 -0.00626623 -0.198542 0.691638 0.10456 0.222187 -0.0332991 0.0159229
5.37337 -0.0326173 -0.221097 0.690296 0.0958158 0.202171 -0.0462638 0.0149121
5.63617 -0.0609025 -0.230814 0.686728 0.0854321 0.176446 -0.0522635 0.0133044
5.836 -0.0874115 -0.240755 0.686117 0.0782966 0.155039 -0.0575535 0.0132599
6.00394 -0.10799 -0.247187 0.68575 0.0727625 0.135758 -0.0580514 0.0136453
6.07209 -0.116559 -0.248912 0.685667 0.0706301 0.133069 -0.0606701 0.0129893
6.30387 -0.135134 -0.252068 0.683988 0.0638344 0.11567 -0.0605994 0.0119485
6.74022 -0.188266 -0.254553 0.681111 0.0527644 0.0698598 -0.0573323 0.0105096
7.07186 -0.209267 -0.252459 0.68121 0.0456536 0.0543109 -0.0496823 0.00896373
7.17212 -0.215363 -0.250754 0.680074 0.043699 0.0488884 -0.0481269 0.00836182
7.43977 -0.231499 -0.245111 0.673494 0.0388808 0.0366708 -0.0413566 0.00387394
7.67187 -0.241406 -0.24263 0.672407 0.035135 0.0250376 -0.0364585 0.00313985
7.93947 -0.2647 -0.236972 0.671333 0.0312618 0.00732222 -0.0293992 0.00145958
8.2079 -0.273761 -0.232459 0.667 0.0278056 0.00014478 -0.0232409 -0.00277652
8.41208 -0.28135 -0.228559 0.663556 0.0254347 -0.00523892 -0.018201 -0.0063452
8.6079 -0.286775 -0.224504 0.65963 0.0233512 -0.0155342 -0.011219 -0.00874165
8.70798 -0.292252 -0.221445 0.658235 0.022353 -0.0142254 -0.0104261 -0.0106732
8.87604 -0.297398 -0.218302 0.656049 0.0207721 -0.0167738 -0.00677261 -0.0130354
9.1758 -0.295039 -0.215183 0.650951 0.0182246 -0.0125077 -0.0029467 -0.0175522
10.1104 -0.289677 -0.214079 0.653038 0.0121201 -0.00482083 -0.0013397 -0.0105375
10.3485 -0.289555 -0.217697 0.661914 0.0109236 -0.00473265 -0.00365192 -0.00340352
