t x y z s fx fy fz
0 0.185377 0.198053 0.835194 1 0.00202944 0.00204699 2.66481e-05
0.199772 0.190313 0.203031 0.835259 0.893923 0.0560618 0.0549571 0.0131739
0.367874 0.188939 0.208592 0.823025 0.813431 0.100785 0.0862115 0.0339523
0.441963 0.190433 0.207741 0.823346 0.780297 0.113863 0.105218 0.0300538
0.8982 0.187491 0.193723 0.820827 0.604004 0.196438 0.169317 0.0609173
1.36458 0.188611 0.194152 0.822383 0.464888 0.266122 0.232841 0.0905872
1.50272 0.188621 0.194046 0.824148 0.430201 0.282913 0.247848 0.0972495
1.73449 0.18755 0.192919 0.822407 0.377723 0.308138 0.264826 0.106378
2.03799 0.189495 0.163108 0.827123 0.318556 0.341094 0.256599 0.124396
2.20656 0.193254 0.144296 0.83184 0.289797 0.357804 0.258304 0.134188
2.33495 0.195057 0.137684 0.835123 0.269646 0.368997 0.251739 0.139885
2.40868 0.195819 0.131712 0.836506 0.258715 0.374779 0.253522 0.143405
3.00597 0.183568 0.0613432 0.829123 0.185018 0.396444 0.220644 0.149977
3.13353 0.180568 0.0534064 0.82937 0.172234 0.395023 0.202772 0.149641
3.27103 0.171779 0.0293946 0.826803 0.159441 0.398658 0.201985 0.152359
3.40281 0.168574 0.021412 0.826704 0.148072 0.383806 0.157782 0.148779
3.47061 0.162486 0.00686969 0.825247 0.142543 0.391029 0.170933 0.151601
4.74099 0.107907 -0.0924846 0.803889 0.0698646 0.373871 0.11265 0.144508
5.17322 0.067979 -0.14369 0.797272 0.0548139 0.341871 0.0735239 0.141895
5.33699 0.0578771 -0.150848 0.796494 0.0499998 0.329411 0.0643011 0.140313
5.60604 0.0218958 -0.177572 0.788123 0.0429911 0.299267 0.0437075 0.133704
5.83569 0.0054693 -0.185562 0.78476 0.0377916 0.278512 0.0316956 0.138787
5.9196 -0.00396719 -0.191694 0.786603 0.0360528 0.275995 0.0343187 0.136488
6.03982 -0.015969 -0.197022 0.788725 0.0337003 0.263739 0.0285252 0.138066
6.80389 -0.121284 -0.236378 0.759667 0.0219468 0.161416 -0.00360447 0.112253
6.87281 -0.13084 -0.239201 0.758432 0.0211141 0.155781 -0.00604057 0.106465
7.08273 -0.150858 -0.243537 0.750049 0.0187671 0.131083 -0.011074 0.0969281
7.30354 -0.190702 -0.253937 0.73721 0.0165794 0.0999683 -0.0180788 0.0813801
7.44004 -0.205178 -0.257156 0.726037 0.0153565 0.0814646 -0.0202942 0.070856
7.60503 -0.226556 -0.259079 0.712012 0.0139982 0.0698564 -0.0194076 0.0588388
7.76295 -0.233542 -0.257382 0.701198 0.0128107 0.0529682 -0.017023 0.041561
7.93622 -0.258134 -0.254631 0.677531 0.0116235 0.0272258 -0.0124505 0.0193235
