t x y z s fx fy fz
0 0.0125693 0.0473069 0.76 1 -0.00253046 -0.000485306 -0.0034478
0.898298 -0.108802 0.0240297 0.59463 0.611537 -0.100517 -0.0235267 -0.0626395
1.03538 -0.0894919 0.0253024 0.605298 0.567325 -0.0452846 -0.0141408 -0.0616553
1.19817 0.00467224 0.0418445 0.60084 0.518949 -0.0301913 -0.00267203 -0.0529514
1.29858 0.0190802 0.0499437 0.598605 0.491194 0.0127238 0.00405754 -0.0492163
1.87047 -0.00383312 0.0407694 0.588802 0.359156 -0.0486924 -0.023866 -0.0257119
1.96585 -0.0223462 0.0326531 0.589012 0.340883 -0.72285 -0.16024 -0.0495803
1.99844 -0.0709138 0.0214089 0.587411 0.334854 -0.106714 -0.0296654 -0.0286413
2.19814 -0.10384 0.0258669 0.575914 0.300176 -0.122032 -0.0248975 -0.0296778
2.53601 -0.0862354 0.0239251 0.575012 0.249486 -0.0666242 -0.0184784 -0.0125188
2.76656 0.0184236 0.0534616 0.588691 0.219902 0.00198864 -0.00180338 0.001394
3.00586 -0.0179253 0.0334207 0.577644 0.192901 -0.0460388 -0.0234076 -0.00504826
3.536 -0.0987827 0.0332489 0.562741 0.144308 0.874569 0.28933 5.2619
3.56991 -0.0354805 0.0543198 0.922061 0.141653 0.0881387 0.0476267 1.12963
4.6338 0.0194572 0.0437393 0.593453 0.0791187 -0.00970158 -0.0148537 0.039046
4.80225 -0.00388357 0.0335318 0.586722 0.0721489 -0.0280654 -0.0231133 0.0317557
5.4021 -0.0226421 0.0284044 0.577395 0.0519529 -0.0373177 -0.0236257 0.0282338
5.77031 -0.010244 0.0376382 0.569903 0.0424684 -0.0226543 -0.0132941 0.0297446
6.33791 -0.00172528 0.0457764 0.694081 0.0311253 -0.0175219 -0.00711198 0.160312
7.00808 -0.0515458 0.0220686 0.561663 0.0215664 -0.0238007 -0.0178214 0.0377215
7.16999 0.0132556 0.0416646 0.583387 0.0197371 -0.0172637 0.00173934 0.0311992
7.23497 0.0263642 0.0500918 0.586118 0.0190472 -0.0561494 -0.0545567 0.0366226
7.28069 0.0249473 0.0481615 0.586414 0.0185764 0.000176138 -0.00888066 0.0436365
7.73957 -0.0778005 0.0254039 0.548261 0.0144497 -0.0925302 -0.0268894 0.00773884
8.11747 0.00933267 0.0504782 0.568291 0.0117493 0.144632 0.147946 0.0618262
8.13855 0.0176218 0.0556992 0.570132 0.0116144 -0.0655308 -0.0397481 0.0163406
8.2026 0.0175919 0.0558148 0.570092 0.0112142 0.00163746 0.00175193 0.0185402
