t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.321508 0.196472 0.851013 1 -0.000677007 -0.00217014 0.00124325 0 0 0 -0.0392881 -0.125938 0.0721482
0.268381 0.318678 0.187401 0.85621 0.866366 0.0637307 0.0599347 0.0069068 -0.0105442 -0.0337992 0.0193632 -0.0285015 0.233127 -0.31339
0.404154 0.316721 0.18711 0.853062 0.80572 0.0926544 0.0909941 0.00800621 -0.0144139 -0.00214687 -0.0231868 -0.00703226 0.097058 0.0123157
0.567914 0.314172 0.189361 0.849595 0.738195 0.125733 0.12448 0.00956563 -0.0155655 0.0137473 -0.02117 0.0726597 -0.167156 0.135812
0.703736 0.313398 0.188144 0.849225 0.686504 0.153433 0.150459 0.0138302 -0.00569674 -0.00895612 -0.0027237 0.147469 0.00216376 0.188284
0.804097 0.314312 0.187267 0.850848 0.650648 0.170749 0.167685 0.0148088 0.00910335 -0.00873896 0.0161727 -0.0361644 -0.00734591 -0.0309448
1.10835 0.313734 0.183928 0.852904 0.552993 0.219585 0.214373 0.0196059 -0.00189988 -0.010974 0.00675751 0.00505495 0.0231869 -0.0510926
1.26802 0.313559 0.182767 0.852681 0.507758 0.242441 0.236596 0.0213856 -0.00109278 -0.00727186 -0.00140018 0.00165497 0.0250214 0.00184773
1.57573 0.31338 0.182899 0.852425 0.430754 0.281733 0.275566 0.0245805 -0.00058353 0.00042747 -0.000831615 0.0158956 -0.0353792 0.0192976
1.67349 0.313474 0.182603 0.852528 0.408824 0.292267 0.285909 0.025287 0.000970378 -0.00303111 0.00105486 -0.0338696 -0.0477195 -0.00669903
1.87213 0.312331 0.180117 0.852473 0.367642 0.311286 0.30293 0.0252776 -0.00575778 -0.0125105 -0.000275892 -0.044904 -0.0828335 -0.0933475
2.21134 0.305211 0.166343 0.841639 0.30668 0.326847 0.312416 0.0136537 -0.0209894 -0.040608 -0.0319397 -0.449632 -0.387628 -0.117214
2.30396 0.29941 0.159256 0.837675 0.291867 0.336081 0.289144 0.0174621 -0.0626352 -0.0765109 -0.0427964 0.201664 -1.57801 0.355586
2.37322 0.296039 0.146387 0.836417 0.28126 0.335916 0.307839 0.014228 -0.0486674 -0.185809 -0.0181674 0.00198795 0.507762 0.0883142
2.60393 0.284917 0.130545 0.836926 0.24863 0.323441 0.285939 0.0133238 -0.0482088 -0.0686641 0.00220735 -1.04233 -1.4156 -0.175684
2.73583 0.260423 0.0968596 0.834161 0.231705 0.321409 0.278867 0.0131805 -0.185695 -0.255384 -0.0209657 0.475028 0.598129 0.057235
2.96105 0.242696 0.0696814 0.832342 0.205426 0.307418 0.251121 0.00645207 -0.07871 -0.120675 -0.00807537 -0.639435 -0.910161 -0.355971
3.0057 0.237907 0.0624791 0.831272 0.200582 0.315298 0.261821 0.0106149 -0.10726 -0.161312 -0.0239689 0.100908 0.196599 0.0188934
3.30735 0.214734 0.0317084 0.825761 0.170715 0.3074 0.248483 0.00625877 -0.0768207 -0.102008 -0.0182696 -0.0525417 0.0183159 -0.0134288
3.74017 0.171642 -0.00901123 0.815338 0.135457 0.27944 0.226174 -0.000406565 -0.0995617 -0.0940803 -0.0240819 -0.0974307 0.00426153 0.152459
3.80744 0.164503 -0.0153211 0.814407 0.130673 0.281534 0.223065 -0.00245035 -0.106116 -0.0937936 -0.0138253 0.331145 0.0472066 0.0234178
3.87968 0.158565 -0.0218505 0.813531 0.125723 0.263316 0.198215 -0.00762556 -0.082194 -0.0903833 -0.0121336 -0.651849 -1.17987 -0.246384
3.94758 0.149981 -0.0334252 0.811571 0.121243 0.266681 0.209732 -0.00797988 -0.126449 -0.170487 -0.0288611 0.139033 0.443686 -0.0768759
4.17395 0.128481 -0.0492824 0.801099 0.107426 0.252123 0.20068 -0.0169904 -0.0949763 -0.0700501 -0.0462635 -0.0294133 -0.0908219 0.0660305
4.63979 0.0778533 -0.101624 0.793877 0.0837478 0.211641 0.156391 -0.0199304 -0.108678 -0.112359 -0.0155035 -0.0687343 -0.103179 0.099571
4.80906 0.0574875 -0.1236 0.794105 0.0765033 0.193835 0.138795 -0.0208829 -0.120313 -0.129824 0.00135121 -0.073663 0.0276621 -0.0733838
4.9406 0.0403875 -0.140198 0.793013 0.0713094 0.181889 0.127923 -0.0215149 -0.130003 -0.126186 -0.00830141 0.122317 0.187661 -0.00871766
