t x y z s fx fy fz
0 0.214044 0.212999 0.760074 1 -0.00823979 -0.0561835 0.0182018
0.085888 0.211194 0.193564 0.76637 0.963585 0.0168076 0.00422497 0.00942171
0.255622 0.213378 0.195436 0.766531 0.895473 0.0507217 0.0227181 0.0241566
0.459653 0.219714 0.195479 0.769395 0.81994 0.091056 0.0519348 0.038083
1.12453 0.226776 0.19145 0.768765 0.615276 0.186545 0.125368 0.0657818
1.18649 0.226527 0.190835 0.768235 0.59903 0.198406 0.131661 0.0711611
1.32614 0.226754 0.18912 0.768358 0.563968 0.21302 0.14181 0.0752569
1.52511 0.224352 0.183252 0.766901 0.517527 0.232375 0.15481 0.0769765
1.65555 0.222808 0.179885 0.762605 0.489177 0.244803 0.157285 0.0800735
1.9575 0.222994 0.151358 0.757321 0.429367 0.272935 0.152367 0.0841677
2.22453 0.223339 0.132049 0.751951 0.382598 0.295506 0.149507 0.0881655
2.48657 0.225582 0.107142 0.753519 0.341658 0.314321 0.133135 0.0928443
2.59454 0.225185 0.0929903 0.752272 0.326092 0.321492 0.132955 0.0956518
2.78807 0.2228 0.0747512 0.74958 0.299943 0.330491 0.124017 0.0966096
2.98981 0.21862 0.0556475 0.745889 0.274914 0.339056 0.117774 0.0987556
3.1588 0.216503 0.0438951 0.745309 0.255564 0.345347 0.110231 0.101242
3.32241 0.214154 0.0295674 0.745506 0.238129 0.3519 0.107811 0.104107
3.59201 0.21289 0.0210478 0.746333 0.211955 0.360238 0.099576 0.108946
3.79757 0.206771 -0.00608844 0.746815 0.193948 0.361808 0.0832339 0.112032
3.96426 0.20051 -0.0249739 0.746938 0.180476 0.361533 0.0653905 0.11281
4.09101 0.19534 -0.0419304 0.745901 0.170862 0.360191 0.0555667 0.114324
4.49504 0.172181 -0.0822087 0.745309 0.143503 0.340912 0.00741042 0.118738
4.59614 0.162471 -0.101735 0.745404 0.137371 0.342015 0.0164442 0.118517
4.79188 0.149556 -0.112881 0.743833 0.126235 0.332202 0.00592132 0.11758
5.35922 0.0900759 -0.160698 0.720074 0.098802 0.276559 -0.0393906 0.0981629
5.47478 0.0736807 -0.174625 0.716383 0.0939917 0.265217 -0.0602844 0.098011
5.54764 0.0631703 -0.186463 0.714986 0.0910797 0.261779 -0.0511703 0.093066
5.75979 0.0436381 -0.19707 0.707951 0.0831053 0.24314 -0.0612138 0.0877326
6.06193 0.00633436 -0.217633 0.699246 0.0729386 0.216906 -0.0717057 0.079424
6.25929 -0.00531978 -0.219229 0.691247 0.0669788 0.19295 -0.0793687 0.0746723
6.45874 -0.0429475 -0.234376 0.687086 0.0614508 0.175797 -0.0838044 0.0693199
6.52717 -0.052421 -0.237951 0.685284 0.0596611 0.15545 -0.0909931 0.0708623
6.72674 -0.0810588 -0.246582 0.683482 0.0547342 0.133265 -0.0952238 0.0700133
6.92704 -0.102114 -0.250257 0.682593 0.0501981 0.112661 -0.0968693 0.0685037
7.3646 -0.157022 -0.25201 0.66945 0.041554 0.0637766 -0.0928394 0.054694
7.59537 -0.17885 -0.248299 0.6601 0.0376122 0.049 -0.0874878 0.0473108
7.80839 -0.187679 -0.244499 0.654284 0.0343061 0.0299136 -0.0794124 0.0411952
7.9267 -0.199946 -0.24041 0.650613 0.0325972 0.0292571 -0.0773779 0.0393947
8.13073 -0.211013 -0.235693 0.646753 0.0298476 0.0162779 -0.0722568 0.0333563
8.20166 -0.215436 -0.234249 0.64484 0.0289471 0.0153158 -0.0695865 0.0332656
8.663 -0.230911 -0.221926 0.632198 0.0237176 0.00789581 -0.0567388 0.0232952
8.79573 -0.231735 -0.219845 0.630111 0.0223962 0.00115379 -0.0509774 0.0234414
8.86537 -0.23321 -0.218211 0.629667 0.0217326 0.00292657 -0.0497309 0.0193632
9.19557 -0.241752 -0.205129 0.618802 0.0188441 -0.00298438 -0.0365063 0.00918296
9.53582 -0.242887 -0.199119 0.612463 0.0162688 -0.00156378 -0.0301891 0.00334469
9.69428 -0.242519 -0.196439 0.60918 0.0151926 -0.000813584 -0.027355 0.000967398
10.0302 -0.240998 -0.192324 0.60563 0.0131408 -0.00100819 -0.02083 -0.00142169
10.1671 -0.242769 -0.189122 0.604691 0.0123866 -0.000491808 -0.0170882 -0.00588871
10.2313 -0.243449 -0.187427 0.603593 0.0120476 -0.00142535 -0.015016 -0.00384204
10.5402 -0.246008 -0.174949 0.601037 0.0105429 -0.00517828 -0.00699139 0.000588706
