t x y z s fx fy fz
0 -0.0146646 0.0157267 0.515567 1 0.0105936 0.00641539 0.0181427
0.237282 0.0094216 0.0303131 0.556817 0.915528 0.0749046 0.0683423 0.170274
0.304079 0.0231428 0.0437213 0.588788 0.893063 0.0576787 0.0392214 0.110628
2.30649 0.0173341 0.0468499 0.572986 0.424064 0.0533202 0.00879256 0.0653638
3.17661 0.0036878 0.0633341 0.729677 0.306818 0.0433475 0.0203077 0.215858
3.84004 -0.0069694 0.0518376 0.523307 0.239726 0.0354057 0.00467358 -0.011965
5.94356 -0.00881315 0.091872 0.540839 0.109631 0.0580335 0.0480065 0.0802873
6.14415 0.0208027 0.104889 0.622399 0.101749 0.0701951 0.053317 0.113202
6.54136 -0.0014901 0.0935038 0.559979 0.0877751 0.0440731 0.0399674 0.040065
7.24435 -0.0177888 0.0958769 0.538914 0.0675796 0.0327442 0.0443664 0.0356117
7.74923 -0.00464089 0.108842 0.622613 0.0560097 0.0464018 0.0547902 0.117761
8.45489 -0.024867 0.0670318 0.548095 0.0430801 0.0388017 0.0202198 0.101719
8.61336 -0.0140892 0.0701881 0.605546 0.0406143 0.0327198 0.0143996 0.0987721
9.04385 -0.0633447 0.0519084 0.543603 0.0346053 -0.014373 0.000393536 0.0305204
9.61158 -0.0273415 0.112462 0.589749 0.028018 -0.201508 -0.233014 -0.472544
9.64471 -0.0355032 0.102675 0.567639 0.0276749 0.0122394 0.0428632 0.0639804
9.88024 -0.0530592 0.0803831 0.558366 0.0253536 0.0235831 0.046313 0.168714
10.0857 -0.014663 0.110348 0.7614 0.0234884 0.0386622 0.0545685 0.259246
10.5139 -0.0476633 0.0679389 0.587886 0.0200299 0.00164957 0.00862415 0.0573549
11.048 -0.0404275 0.0650993 0.551864 0.0164214 0.0186258 0.0289576 0.12635
11.2804 -0.0248495 0.105908 0.733429 0.0150617 0.0257973 0.0517168 0.22508
11.7207 -0.0543905 0.0665861 0.542586 0.0127863 0.070094 0.0650397 0.13992
11.812 -0.0341858 0.0791493 0.552171 0.0123593 0.0267513 0.031037 0.0519279
12.2382 -0.0216604 0.0988403 0.598909 0.0105478 -2.47448 -4.03222 -7.96065
12.248 -0.0311084 0.0834534 0.568695 0.0105094 0.0836332 0.140151 0.272707
