t x y z s fx fy fz
0 0.0309859 0.0365248 0.609091 1 -0.0333028 -0.0386789 -0.0264516
0.063615 0.0222 0.0263206 0.602113 0.962524 -0.0125321 -0.0159435 -0.0215953
0.299722 0.0203692 0.0247156 0.563877 0.835303 -0.0113516 -0.0180848 -0.0622721
0.699896 0.0105212 0.0257718 0.536938 0.656891 -0.0194974 -0.0220849 -0.0878685
0.829601 0.00942247 0.027203 0.531741 0.607675 -0.021223 -0.0226867 -0.0947991
1.22988 0.00245512 0.0317316 0.52515 0.477853 -0.0261121 -0.0235096 -0.105044
1.33158 0.00207277 0.0324688 0.523494 0.449547 -0.0269774 -0.0236433 -0.108066
1.48219 0.00187761 0.033436 0.520613 0.410677 -0.0342974 -0.0269015 -0.0625749
1.73069 -0.0275789 0.0237084 0.716344 0.353753 -0.0608213 -0.0392405 0.112403
2.1664 -0.00530599 0.0157539 0.552484 0.272323 -0.0283715 -0.0315696 -0.108769
2.29791 0.00217954 0.0330548 0.513026 0.251646 -0.0291896 -0.0295029 -0.102714
2.56682 -0.0212724 0.0193906 0.660316 0.214126 -0.0540425 -0.0490875 0.0505293
3.09764 -0.0100573 0.0174261 0.581841 0.155687 -0.0467318 0.0176789 -0.355841
3.16592 -0.0118602 0.0378471 0.485553 0.149434 -0.0428308 -0.0132994 -0.227031
3.66614 -0.0372368 0.0205235 0.671731 0.110665 -0.0582377 -0.0465081 -0.0169004
3.88116 -0.0142167 0.0285935 0.512605 0.0972613 -0.0330943 0.0837654 0.00250596
3.9056 -0.0116309 0.0342363 0.502274 0.0958447 -0.034425 -0.0304629 -0.136066
4.13946 -0.00325811 0.0321626 0.555302 0.0832886 -0.0463051 -0.0433927 -0.013552
4.26598 -0.0181685 0.0261595 0.640828 0.0771958 -0.0528873 -0.0467764 0.0390179
4.98216 0.011773 0.0462005 0.508333 0.0502158 -0.017237 -0.0270528 -0.118928
5.23517 0.00043834 0.0346643 0.603971 0.0431384 -0.0303975 -0.0391039 -0.0142491
5.73436 -0.0114676 0.0421896 0.680315 0.0319665 -0.037886 -0.0283599 0.018749
6.06974 0.00360482 0.0477253 0.513753 0.0261361 -0.0334167 -0.0343197 -0.0758011
6.17018 -0.000845357 0.0419227 0.530042 0.0246065 -0.0347331 -0.0310539 -0.0530644
6.4793 -0.03024 0.0516194 0.880422 0.0204383 -0.0507026 -0.0222812 0.202357
6.73788 0.0124365 0.0408965 0.591706 0.0174991 -0.013994 -0.0267246 -0.10367
6.91213 0.013851 0.0506569 0.497246 0.0157607 -0.0147418 -0.0189329 -0.145156
7.17612 0.00714992 0.0561619 0.591417 0.0134505 -0.0204639 -0.0138604 -0.0279511
7.53775 0.0151938 0.0701285 0.677426 0.0108253 -0.00209468 -0.000997359 -0.00224552
