t x y z s fx fy fz
0 0.137693 0.136405 1.01995 1 0.00765095 0.00291131 -0.012333
0.332015 0.256848 0.181746 0.827877 0.649188 0.170226 0.0383127 -0.104992
0.468522 0.263364 0.178035 0.820885 0.543535 0.175091 0.0270536 -0.0591081
0.600784 0.268374 0.179 0.812822 0.457597 0.188956 0.0320252 -0.0370667
0.677078 0.271765 0.183999 0.810756 0.41435 0.196428 0.0352841 -0.0257507
0.94047 0.281276 0.199095 0.801185 0.294116 0.203346 0.033484 -0.0043767
1.00034 0.276296 0.196097 0.795625 0.272073 0.205278 0.0337792 0.000395803
1.3013 0.26754 0.192255 0.789432 0.18391 0.209876 0.0303761 0.0281361
1.43799 0.266116 0.192306 0.789654 0.153942 0.210502 0.0298776 0.0379804
1.61874 0.256599 0.191791 0.786543 0.121678 0.201752 0.0285445 0.0435592
1.87177 0.24023 0.194087 0.776617 0.0875428 0.183239 0.0302008 0.0404634
2.0045 0.219647 0.194477 0.764778 0.0736561 0.15752 0.0301482 0.0294625
2.14416 0.189 0.195453 0.747444 0.0614165 0.126389 0.030566 0.0154516
2.51062 0.123511 0.191568 0.716878 0.0381236 0.0667425 0.0246435 -0.0043823
