t x y z s fx fy fz
0 -0.0116635 0.0884787 0.628652 1 0.00419552 0.00259539 0.00012201
0.209016 -0.00137854 0.0948411 0.628951 0.897608 0.0168262 0.00959484 0.00568253
1.26951 -0.054744 0.0600021 0.549509 0.518871 0.0242122 0.00717976 -0.000628224
1.40165 -0.00860458 0.0862313 0.593 0.484619 0.0465767 0.0194773 0.0201534
2.40163 -0.0467872 0.0631418 0.555 0.289039 -0.00911782 -0.0123614 -0.0315891
2.86839 -0.0285683 0.102675 0.538027 0.227088 0.0146178 0.0321593 -0.0440655
4.07361 -0.0425053 0.0833083 0.531422 0.12181 0.00135403 0.00729172 -0.0412422
5.17229 -0.0192794 0.0930442 0.552491 0.0690376 0.0722298 0.0607228 0.148887
5.27176 0.00686227 0.116725 0.645403 0.065578 0.0609383 0.0505787 0.111013
5.7043 -0.0462315 0.0798716 0.535576 0.0524417 0.0458593 0.0231804 0.0105357
5.87226 0.0220015 0.104897 0.59712 0.0480813 0.100708 0.0426482 0.0578593
7.57241 -0.0554939 0.0786727 0.544284 0.0199701 -0.00508753 0.00986456 -0.0189952
8.03984 0.000782907 0.144902 0.598066 0.0156843 0.040936 0.0524316 0.0244769
8.27738 -0.0305562 0.0779001 0.568143 0.0138723 0.0158139 -0.00214313 0.00153793
8.67569 0.0040305 0.130335 0.61005 0.0112914 -0.035844 -0.0477332 -0.126871
8.7758 -0.0413271 0.0779702 0.518906 0.0107221 0.0190856 0.0222491 0.0371959
