t x y z s fx fy fz
0 0.184873 0.0519538 0.820113 1 -0.000334991 -7.67871e-05 -0.000205648
2.02495 0.00145755 0.00991094 0.707515 0.0828783 0.260546 -0.140463 0.0753151
2.08603 -0.00896293 0.0123186 0.700455 0.0768802 0.260835 -0.141297 0.0717324
2.19892 -0.0196518 0.015803 0.687712 0.0669147 0.247893 -0.133887 0.0607829
2.43058 -0.106267 0.0605992 0.658368 0.0503249 0.156844 -0.0836048 0.0353754
2.89873 -0.188864 0.0950738 0.631309 0.0282969 0.110646 -0.0651155 0.019057
2.96654 -0.194195 0.0971843 0.627926 0.0260328 0.0992082 -0.0606686 0.0163166
3.1666 -0.237677 0.112498 0.619625 0.0203546 0.0531988 -0.0439802 0.00974679
3.56804 -0.285588 0.135829 0.604148 0.0124237 0.0122237 -0.0161032 -0.00248929
3.63581 -0.296126 0.143907 0.602333 0.0114302 -0.000673301 -0.00408272 -0.00284225
