t x y z s fx fy fz
0 0.0120357 0.0452341 0.561 1 -0.000383623 0.00102813 0.00113644
0.593474 0.00612622 0.0610718 0.578506 0.787362 -0.00136683 -0.0160609 0.0749898
0.756647 0.0138547 0.050609 0.649234 0.737273 0.00164377 -0.0252976 0.115287
1.8885 0.00019046 0.0734495 0.605083 0.467322 -0.0209729 -0.0784491 0.0612088
1.99203 -0.00178016 0.0500123 0.612773 0.448234 -0.0199215 -0.0574709 0.0459237
2.4896 0.0140893 0.088404 0.563864 0.366823 -0.033356 -0.099953 0.0716326
2.58925 0.00401169 0.0588232 0.590025 0.35239 0.522298 0.446853 -0.0238129
2.62558 0.0319316 0.0783737 0.595467 0.347271 0.0445087 -0.00953411 0.030184
3.15632 -0.00550515 0.0606823 0.523649 0.280426 -0.0299876 -0.0600568 -0.0496153
4.02451 0.0208332 0.0462748 0.597 0.197666 -0.00103261 -0.0605381 0.063988
4.36038 0.0175145 0.145601 0.758913 0.172652 -0.00399551 0.0156026 0.282319
4.56044 0.0181998 0.156937 0.939597 0.159285 -0.273972 -0.544322 -2.03525
4.62397 -0.0292774 0.0588788 0.55781 0.15526 -0.106839 -0.18487 -0.450313
6.09198 -0.0294723 0.16736 0.911719 0.0859485 -0.0525154 0.0329051 0.355826
7.32861 -0.0178985 0.0483531 0.61475 0.0522272 0.0033324 -0.000580871 0.304431
7.42998 0.00283319 0.0839998 0.716259 0.0501374 -0.00976566 -0.0386754 0.195351
8.02941 0.0115506 0.0971376 0.662514 0.0393817 -0.0123761 -0.0446222 0.0858107
8.8284 -0.0173614 0.0844935 0.598111 0.028544 -0.00121358 0.0163094 0.0930625
8.92826 -0.00209402 0.116482 0.621111 0.0274186 -0.016094 -0.00594619 0.0670088
10.0344 -0.0338117 0.0841068 0.572932 0.0175602 -0.0794058 -0.0749556 -0.0815348
10.1321 -0.0445451 0.0764044 0.534653 0.0168823 -0.075468 -0.0731309 -0.0568106
11.0006 -0.0425716 0.0883 0.613379 0.0118987 -0.0857286 -0.0773155 -0.0634445
11.1326 -0.0569419 0.0737877 0.537118 0.0112825 -0.0617981 -0.0545813 -0.0314408
