t x y z s fx fy fz
0 -0.000605058 0.00974257 0.411541 1 0.00281387 -7.13814e-06 0.00161874
0.267849 0.00820332 0.00972022 0.416609 0.89795 0.0129825 -0.00476708 -0.0291206
0.532489 0.00620036 0.0078528 0.420569 0.807355 0.0154689 -0.00907385 -0.0628931
0.634806 0.0056085 0.00770173 0.41928 0.774831 0.0155248 -0.0109967 -0.0696614
0.900505 0.00215658 0.00822217 0.42252 0.696361 0.0159538 -0.0137993 -0.0942021
1.37421 -0.00143203 0.00762675 0.423074 0.57565 0.0225719 -0.0166403 -0.126733
1.42196 -0.00135783 0.00784287 0.424065 0.564708 0.0209021 -0.019077 -0.142987
1.57126 0.000151842 0.00856601 0.42154 0.531822 0.023019 -0.0199653 -0.151113
1.83571 0.00169413 0.00905642 0.427557 0.478203 0.0264021 -0.0214954 -0.165685
2.07357 0.00151187 0.00989137 0.427966 0.434609 0.0285163 -0.0224092 -0.1783
2.34411 0.00203155 0.0109315 0.434856 0.389835 0.0309225 -0.0241604 -0.168058
2.53599 0.00207205 0.0100959 0.469993 0.360904 0.0391047 -0.0155196 -0.142514
2.60432 0.00346121 0.0119175 0.483568 0.351128 0.0328298 -0.024925 -0.15479
2.81243 0.00170242 0.0114132 0.489716 0.322957 0.0329315 -0.025683 -0.155812
3.53629 -0.00538199 0.0161936 0.491485 0.24144 0.0302188 -0.0210739 -0.176001
3.87186 -0.00539563 0.0312271 0.531588 0.21098 0.0312711 -0.00884231 -0.148357
4.07271 -0.0063786 0.0360435 0.547975 0.19462 0.0286063 -0.00455921 -0.139383
4.30434 -0.013507 0.0406986 0.560667 0.177321 0.0242715 -0.00281471 -0.138898
4.4366 -0.0162456 0.0416417 0.563 0.168142 0.0172054 -0.00199585 -0.131486
4.50447 -0.0184365 0.041957 0.565235 0.163618 0.0199502 -0.00127906 -0.136085
4.90417 -0.0184303 0.043587 0.568185 0.139339 0.0132111 -0.0080871 -0.121483
4.97229 -0.0202333 0.0423589 0.572926 0.135576 0.0188584 -0.0040314 -0.130189
5.24017 -0.0250212 0.0374576 0.601667 0.121739 0.00767723 -0.00901413 -0.0785569
5.54 -0.0581076 0.0338546 0.741954 0.10792 -0.0375876 0.0142526 0.0868045
5.60641 -0.0676719 0.0383195 0.777877 0.105077 -0.023849 -0.00730372 0.0466384
5.97205 -0.0353662 0.0299637 0.646457 0.090718 0.00951449 -0.0186374 -0.0865675
6.27286 -0.031796 0.0231474 0.646161 0.0803885 0.00633121 -0.0202851 -0.00111761
6.47174 -0.0401693 0.0282785 0.791962 0.0742135 -0.0405455 0.0451829 -0.12192
6.5399 -0.0511845 0.0425723 0.792161 0.0722082 -0.00849262 -0.00501429 0.0273324
6.87526 -0.0392229 0.0195545 0.643679 0.0631038 0.0131497 -0.0226076 -0.116567
7.07406 -0.0233458 0.0260287 0.585247 0.0582584 0.0205321 -0.0196078 -0.142841
7.50802 -0.0509515 0.0347146 0.767407 0.0489349 -0.0078455 -0.0143657 0.031155
7.94249 -0.0452253 0.0219433 0.693962 0.0410952 0.00157585 -0.0262017 -0.0733823
8.34173 -0.036391 0.0315289 0.579482 0.0350036 0.00718105 -0.0590113 0.0877517
8.38654 -0.0357322 0.028762 0.591296 0.0343788 0.00579324 -0.0200257 -0.0963183
8.57686 -0.0411681 0.0258431 0.699333 0.0318475 0.00338214 -0.0233888 -0.0233013
9.2772 -0.0276355 0.0385594 0.567852 0.024035 0.0184006 -0.0114225 -0.156248
9.47654 -0.026545 0.0381333 0.606889 0.0221847 0.019098 -0.011798 -0.130254
10.0442 -0.0351455 0.0314018 0.681405 0.0176598 0.026834 -0.0214704 -0.247245
10.1463 -0.0288854 0.0291509 0.609728 0.0169493 0.0156184 -0.00472027 -0.115009
10.2648 -0.0260403 0.0373602 0.582901 0.016161 0.0195952 -0.00837007 -0.165162
10.7459 -0.0425422 0.0471076 0.739936 0.01332 0.0192672 -0.0547357 -0.212817
10.8518 -0.0371299 0.0228471 0.663492 0.0127649 0.0210798 -0.0129647 -0.129634
11.0484 -0.0149303 0.0358047 0.566753 0.0117957 0.0309876 -0.00978347 -0.179297
