t x y z s fx fy fz dx dy dz ddx ddy ddz
0 0.212892 0.0830366 0.818397 1 -0.0167996 0.0041318 -0.00904842 0 0 0 -0.371165 0.0912864 -0.199912
0.240372 0.191447 0.088311 0.806846 0.952264 -0.00521627 0.00334338 -0.0123165 -0.0892176 0.0219427 -0.0480533 0.159846 -0.0481268 0.0720466
0.74072 0.186824 0.0872416 0.80084 0.860081 0.0160562 -0.000413481 -0.0156202 -0.00923905 -0.00213744 -0.012005 -0.150277 0.0132684 0.0489595
0.805758 0.185588 0.0871587 0.800266 0.848773 0.0334963 -0.00205097 -0.0140709 -0.0190128 -0.00127448 -0.00882073 0.192838 -0.0138062 0.0881527
0.904781 0.185596 0.0868971 0.800257 0.831841 0.0319832 -0.00247288 -0.0173081 8.26074e-05 -0.00264162 -9.15803e-05 -0.0115239 -0.00120469 -0.00254204
1.07589 0.185273 0.0864098 0.800167 0.803377 0.040113 -0.00373063 -0.0176215 -0.00188918 -0.00284775 -0.000526535 -0.0444879 0.00477804 -0.0101896
1.37462 0.180738 0.0859855 0.7991 0.755994 0.054744 -0.00782113 -0.017813 -0.0151794 -0.00142037 -0.00357056 0.0329729 -0.0414247 0.00921315
1.64089 0.179034 0.0826704 0.798803 0.716123 0.0673477 -0.0136652 -0.0163805 -0.00639985 -0.0124503 -0.00111742 0.018502 -0.0438492 0.0375843
1.74037 0.17858 0.0809978 0.799063 0.701771 0.0700802 -0.0135636 -0.0170316 -0.00455918 -0.0168127 0.00262166 -0.0274897 0.0153647 0.00824784
1.91143 0.176996 0.0785715 0.799753 0.677764 0.0804357 -0.0188344 -0.0152015 -0.00926151 -0.0141844 0.00403252 0.0569903 -0.0336142 0.0276396
2.10811 0.177379 0.0744814 0.801615 0.651174 0.0854424 -0.0332525 -0.0116737 0.00194733 -0.0207956 0.00946868 -0.0718974 -0.227622 0.0503573
2.30842 0.174884 0.0611831 0.805533 0.625165 0.0939728 -0.0388569 -0.0113388 -0.0124542 -0.0663898 0.0195556 -0.00417753 0.0531106 -0.0519848
2.64008 0.170294 0.0450063 0.8063 0.584365 0.103765 -0.0805545 -0.00890305 -0.0138397 -0.048775 0.00231419 -0.00421812 -0.513154 0.0138231
2.78459 0.168206 0.0272419 0.806923 0.567432 0.109293 -0.0710152 -0.00996327 -0.0144492 -0.12293 0.00431174 0.0322314 0.250066 -0.0294399
3.07635 0.166734 0.0126625 0.805675 0.534724 0.121694 -0.0857146 -0.0107885 -0.00504534 -0.0499702 -0.00427771 0.0631892 0.129205 -0.00722847
3.20787 0.167164 0.00832528 0.804987 0.520602 0.143123 -0.0905168 -0.0251354 0.00326556 -0.0329766 -0.00522843 0.39978 0.0965612 -0.308904
3.27628 0.169258 0.00652133 0.803184 0.513406 0.120044 -0.102255 -0.0062772 0.030613 -0.0263713 -0.0263594 -0.266945 -0.130254 0.188433
3.44016 0.167106 -0.00129836 0.803925 0.496567 0.13501 -0.105041 -0.0106186 -0.0131332 -0.0477168 0.00452044 0.0654093 0.0365001 0.0130135
3.61228 0.166783 -0.00843016 0.805089 0.479476 0.139565 -0.114772 -0.00904856 -0.00187475 -0.0414343 0.00676035 0.0166487 -0.0197793 0.0154213
3.94698 0.168021 -0.0245143 0.809079 0.447907 0.127381 -0.263482 -0.0257185 0.00369766 -0.0480546 0.0119219 -0.538887 -2.9118 -0.4552
3.98086 0.167528 -0.0294825 0.808961 0.44483 0.148396 -0.111474 -0.00821708 -0.0145551 -0.146681 -0.00349618 -0.0518102 0.753694 -0.0358331
4.12018 0.164494 -0.0352882 0.807778 0.432395 0.151416 -0.144748 -0.00467022 -0.0217738 -0.0416685 -0.0084888 -0.00148741 -0.0508209 0.0769663
4.31228 0.160256 -0.0451677 0.808987 0.415819 0.157973 -0.150003 -0.00241513 -0.0220595 -0.0514309 0.00629589 0.107358 0.0838093 0.0687728
4.54439 0.16092 -0.0525901 0.814154 0.396636 0.160686 -0.167895 -0.00218793 0.00285999 -0.0319775 0.0222591 -0.0473241 -0.170719 -0.0743108
4.80838 0.158377 -0.0729287 0.814851 0.375891 0.162123 -0.169476 0.0109063 -0.00963282 -0.0770446 0.00264223 -0.0976865 0.349229 0.235739
4.91075 0.156367 -0.077156 0.817593 0.368142 0.170859 -0.186797 0.00317588 -0.0196336 -0.0412919 0.0267762 0.098632 -0.00456043 -0.0442821
5.11883 0.156552 -0.0859454 0.821247 0.352879 0.168535 -0.206307 0.00284729 0.000889744 -0.0422408 0.017562 -0.117282 -0.227427 -0.115986
5.41228 0.146714 -0.117926 0.816413 0.332424 0.18 -0.218037 0.00186669 -0.0335268 -0.10898 -0.0164742 0.260706 0.368106 0.0338506
5.51266 0.145975 -0.125156 0.8151 0.325703 0.17372 -0.23779 0.0013058 -0.0073595 -0.0720324 -0.0130766 0.0337719 0.0237474 0.0428993
5.91376 0.148457 -0.150228 0.816757 0.300175 0.179415 -0.254053 -5.7788e-05 0.00618659 -0.0625073 0.0041305 -0.122551 0.219822 -0.0610385
6.1122 0.144859 -0.153975 0.815173 0.288295 0.194225 -0.266405 0.00240632 -0.0181323 -0.018886 -0.00798192 0.238893 -0.047046 0.0508417
6.2129 0.145455 -0.156354 0.814885 0.282448 0.186219 -0.265339 0.00180324 0.00592401 -0.0236235 -0.00286222 -0.0446591 0.0430579 0.0330342
6.44698 0.144395 -0.159525 0.816025 0.269309 0.187217 -0.282019 0.00324837 -0.00452985 -0.0135445 0.00487046 -0.0817214 -0.264897 0.0228442
6.61196 0.141423 -0.168969 0.81745 0.260418 0.19289 -0.287133 0.000163383 -0.0180122 -0.0572471 0.00863929 0.0660575 -0.0758026 -0.0853681
6.71655 0.140262 -0.175786 0.81742 0.254935 0.190765 -0.284061 0.00204272 -0.0111034 -0.0651752 -0.000289185 -0.0119616 0.162704 -0.026223
7.01249 0.135928 -0.180824 0.815038 0.240035 0.192287 -0.297357 0.00262619 -0.0146434 -0.0170241 -0.00804972 0.0073428 -0.103076 0.0527662
7.21244 0.133294 -0.188349 0.815538 0.230465 0.197199 -0.301532 0.00344221 -0.0131752 -0.0376336 0.00250068 0.0959781 0.0192636 0.0376984
7.4151 0.134566 -0.195184 0.817593 0.221154 0.202135 -0.308299 0.00691233 0.0062757 -0.0337297 0.0101406 0.0653443 0.0204613 0.0526953
7.61311 0.13837 -0.201061 0.821667 0.21242 0.200469 -0.31165 -0.000440451 0.0192146 -0.0296781 0.0205749 -0.149701 0.0751716 -0.22148
7.76844 0.137743 -0.203857 0.819519 0.205811 0.204161 -0.314412 0.00199091 -0.00403941 -0.0180012 -0.013829 -0.060231 0.0581118 -0.0531464
7.91615 0.135832 -0.205248 0.816317 0.199717 0.205105 -0.318516 0.00315968 -0.0129358 -0.00941787 -0.0216789 -0.0274494 -0.0139447 0.0581688
8.21776 0.129434 -0.209357 0.815069 0.187828 0.204796 -0.32145 0.000788126 -0.0212149 -0.0136238 -0.00413451 0.0300497 0.0297524 -0.00283828
8.68128 0.126056 -0.20928 0.812543 0.170921 0.210741 -0.319456 -0.00774661 -0.0072862 0.000167075 -0.00545011 0.0756741 0.0582654 -0.13511
8.78444 0.12611 -0.208643 0.810543 0.167371 0.201415 -0.332366 0.0120406 0.000520191 0.00617762 -0.0193878 -0.174893 -0.250105 0.373345
8.84828 0.12543 -0.209268 0.810827 0.165211 0.203533 -0.319712 -0.00276503 -0.0106455 -0.0097898 0.00444764 -0.107974 0.0765588 -0.00741071
8.94818 0.123289 -0.209482 0.811198 0.161886 0.199228 -0.318057 -0.00480802 -0.0214325 -0.00214127 0.00370728 -0.160599 0.105378 -0.0596849
9.12134 0.114763 -0.206693 0.81005 0.156281 0.175875 -0.309426 -0.00600425 -0.0492405 0.0161051 -0.00662728 -0.477241 0.202841 -0.0410421
9.21625 0.105791 -0.203337 0.809051 0.153292 0.203743 -0.31766 -0.00824131 -0.0945359 0.0353569 -0.0105226 0.40272 -0.0888888 -0.0610793
9.31649 0.100361 -0.200686 0.807383 0.150197 -0.0154585 -0.287339 0.0238717 -0.0541664 0.0264465 -0.0166453 -4.42437 0.542503 0.696989
9.34862 0.0940514 -0.199276 0.807568 0.149218 0.175936 -0.311867 -0.00494718 -0.196343 0.0438798 0.00575233 0.216905 -0.0642385 0.0118082
9.98034 0.0565773 -0.197192 0.815914 0.131218 0.148357 -0.312468 0.00342745 -0.0593214 0.00329952 0.0132117 0.0233334 -0.0290723 -0.00455936
10.248 0.0423698 -0.198392 0.819124 0.124261 0.140044 -0.313559 0.00585584 -0.0530754 -0.0044827 0.0119912 0.0865723 -0.00577964 -0.0202867
10.5304 0.0342857 -0.200118 0.820892 0.117324 0.129675 -0.314309 0.00780783 -0.0286337 -0.00611445 0.00626375 -0.0667088 0.0245395 -0.00578376
10.808 0.0211927 -0.199924 0.822185 0.110879 0.126841 -0.315848 0.0108233 -0.0471557 0.000699062 0.00465786 0.145916 -0.0221118 0.0346293
10.9516 0.0174302 -0.200279 0.823568 0.107686 0.116723 -0.314914 0.0113767 -0.0262046 -0.00247582 0.00963005 -0.0609819 0.0151868 0.00608138
11.4894 -0.0143024 -0.197218 0.830506 0.0965227 0.0972163 -0.300089 -0.012004 -0.059002 0.00569196 0.0129007 0.186244 0.267816 -0.671639
11.5177 -0.015823 -0.196843 0.830333 0.0959685 0.0910433 -0.307815 0.0171652 -0.0537312 0.0132714 -0.00610718 0.0686865 0.0742823 0.0141245
11.6009 -0.0198169 -0.195225 0.829923 0.0943578 0.0953566 -0.307027 0.0157692 -0.0480181 0.0194499 -0.00493236 0.228281 0.0450164 -0.0101778
