t x y z s fx fy fz
0 0.228846 0.181987 0.893747 1 -0.00353719 -0.00317416 -0.00300143
0.199643 0.202098 0.157984 0.871049 0.705485 0.115164 0.0428642 -0.00550835
0.500023 0.176087 0.135608 0.858704 0.417373 0.240098 0.0973763 0.012459
0.735851 0.132455 0.101699 0.844556 0.276408 0.263269 0.096128 0.00959746
1.33525 0.0314237 0.0524095 0.813346 0.0969742 0.244341 0.0922618 -0.00160209
1.40122 0.0100021 0.0417482 0.812784 0.0864158 0.228124 0.0842479 -0.00100553
1.76905 -0.0784547 -0.000987114 0.804716 0.0454403 0.174878 0.0597232 -0.00779558
1.86963 -0.0880814 -0.00478374 0.799931 0.0381157 0.0634004 0.00353974 0.0158924
1.90485 -0.11757 -0.0195702 0.805025 0.035841 0.0996837 0.0224717 0.00539044
2.08409 -0.146306 -0.0332442 0.805247 0.026203 0.108723 0.0313782 -0.00662831
2.13706 -0.158995 -0.0375851 0.802926 0.0238865 0.0977695 0.0276895 -0.00777927
